lot_id,status,candidates_total,candidates_valid,companies,dropped
19372790,added,4,1,"Стройка, сеть магазинов","Unique Beauty Boutique, салон красоты [area] | Почта Банк [area] | Винлаб, супермаркет напитков [floor]"
19372899,added,4,1,"Стройка, сеть магазинов","Unique Beauty Boutique, салон красоты [area] | Почта Банк [area] | Винлаб, супермаркет напитков [floor]"
19373115,added,4,2,"Unique Beauty Boutique, салон красоты | Стройка, сеть магазинов","Почта Банк [area] | Винлаб, супермаркет напитков [floor]"
19373191,added,4,2,"Unique Beauty Boutique, салон красоты | Стройка, сеть магазинов","Почта Банк [area] | Винлаб, супермаркет напитков [floor]"
19374171,added,4,1,"Стройка, сеть магазинов","Unique Beauty Boutique, салон красоты [area] | Почта Банк [area] | Винлаб, супермаркет напитков [area]"
19374428,added,4,1,"Стройка, сеть магазинов","Unique Beauty Boutique, салон красоты [area] | Почта Банк [area] | Винлаб, супермаркет напитков [floor]"
19374568,added,4,1,"Стройка, сеть магазинов","Unique Beauty Boutique, салон красоты [area] | Почта Банк [area] | Винлаб, супермаркет напитков [area]"
19374874,added,4,1,"Стройка, сеть магазинов","Unique Beauty Boutique, салон красоты [area] | Почта Банк [area] | Винлаб, супермаркет напитков [area]"
19375097,added,4,1,"Стройка, сеть магазинов","Unique Beauty Boutique, салон красоты [area] | Почта Банк [area] | Винлаб, супермаркет напитков [area]"
19378606,added,8,8,"Техника, автошкола | Тапки, кафе | Тапки, лавка",
19379511,added,1,1,Администрация муниципального округа Южное Медведково,
19379811,added,2,2,"Магазин табачной продукции | Тигрохаус, торгово-монтажная компания",
19384898,added,2,1,"Magic Room, студия маникюра","Аляска, сеть мужских парикмахерских [area]"
19385166,added,2,1,Служба бытовых услуг,"Доброволец, культурный центр [area]"
19385303,added,2,2,Магазин цветов | Аптека,
19385954,added,2,2,Магазин цветов | Аптека,
19391332,added,4,4,"ЛОНДОН-ТУР, туристическое агентство | Возрождение, кабинет подолога | СДМ-Банк",
19395320,added,1,1,Центральная стоматология,
19397409,added,1,1,"Пещера, салон красоты",
19400904,added,4,4,"Спутник, территориальная клубная система | Румпель-ленд, магазин | Tohatsu, компания",
19404017,added,3,3,"LabQuest, сеть диагностических центров | Бьюти Студия, салон красоты | Автомойка",
19404050,added,7,7,"Арбат, мини-отель | Гермес-Карго, транспортная компания | Скин Технолоджи, учебный центр для косметологов",
19405827,added,5,4,Промсвязьбанк | Магазин товаров для курения | Магазин табачной продукции,"Krasnoe Yabloko, студия красоты [area]"
19408111,added,10,10,"Шати студио, салон красоты | Шейфель, химчистка | Бизнес Партнер, центр бухгалтерского обслуживания",
19408253,added,2,2,"Новатор, кофейня | Азбука вкуса, кафетерий",
18996258,added,5,3,"My magic painting | Веллум, галерея | Волга Групп, юридическая компания","Сфера Звука, магазин виниловых пластинок и аудиотехники [area] | Арт-кафе [area]"
19413991,added,1,1,"ВкусВилл, магазин с доставкой полезных продуктов",
19423740,added,1,1,"Нар, продуктовый магазин",
19428287,added,5,5,"Автостоянка | Мастер электроники | Прекрасное Зеленое, Монтессори-центр",
19429371,added,16,16,"Сэр хинкаль, ресторан | На Высоте, хостел | Монеткин, торговая компания",
19433642,added,7,6,"KVARTCITY, агентство недвижимости | Vavilov Med, многопрофильная клиника | Городское обменное бюро","Фора-банк, акционерный коммерческий банк [area]"
19440360,added,1,1,"Красное&Белое, магазин",
19444381,added,1,1,Национальный центр стандартизации и сертификации гражданского и служебного оружия,
19452693,added,1,1,"Пятёрочка, супермаркет",
19461131,added,2,2,"Мосгорломбард | Гаянэ, салон-парикмахерская",
19464318,added,1,1,"BOND`S GIRL, студия маникюра",
19465202,added,4,4,"СберСтрахование, страховая компания | СберЛогистика, служба курьерской доставки | СберБанк",
19466022,added,7,6,"Даниловский, досуговый центр для инвалидов | Публика, парикмахерская | Швейное Королевство, магазин","Superduck.ru, магазин товаров для охоты [area]"
19466675,added,6,5,"Школа святителя Филарета Московского | БТИ №1, кадастровая компания | Upgrade shop, мастерская по ремонту мобильных устройств","Грибова и партнеры, центр бизнес услуг [area]"
19466832,added,13,13,"Агнец, ресторан | Adam, ресторан | udcкафе",
19466846,added,2,2,"Русский врач, издательский дом | Moss, мастерская флорариумов",
19468577,added,10,9,"Формат, полиграфический центр | Центр содействия взаимному страхованию | Единая сервисная система, сервисная компания","Гемотест, медицинская лаборатория [floor]"
19468605,added,5,4,"Газпромбанк | Газпромбанк мобайл | Wamaje, ювелирная мастерская",Xbody [area]
19468869,added,2,2,"Абсолют Клининг Сервис, клининговая компания | Пятёрочка, супермаркет",
19468957,added,1,1,"ГОРОДИССКИЙ И ПАРТНЕРЫ, юридическая компания",
19472344,added,3,3,"Ваша парикмахерская, салон красоты | Финправо, юридическая компания | Хороший, гастроном",
19474628,added,4,2,"Молодечномебель, торговый дом | Энергос, компания","Ozon [area] | Красное&Белое, магазин [floor]"
19476183,added,2,1,"Меркурий, продовольственный магазин",Ozon [area]
19477772,added,1,1,"Второе дыхание, мастерская",
19478115,added,1,1,Мини-маркет,
19478201,added,1,1,Мини-маркет,
19479475,added,1,1,"Планета детства, частный детский сад",
19480519,added,17,17,"МИКРО, строительная лаборатория | МУЛЬТИФИНСЕРВИС, ломбард | Москва Инфо, газета",
19481780,added,9,8,"WhiteFree.ru, интернет-магазин | Школа кинезиологии доктора Крутова | NL-Clinic, центр доктора Крутова","1`st Fit, фитнес-студия [area]"
19486897,added,8,7,"Аптека на Перекопской | Luck, салон маникюра | Мосгорломбард","Cat in Boot, мастерская по ремонту и реставрации обуви [area]"
19486980,added,8,7,"Аптека на Перекопской | Luck, салон маникюра | Мосгорломбард","Cat in Boot, мастерская по ремонту и реставрации обуви [area]"
19488866,added,6,5,"1000 мелочей, магазин бытовых товаров | ShowMart, билетное агентство | Магазин крепежных изделий","Эстель, эконом-парикмахерская [area]"
19488881,added,6,3,"101Принтер | Альтаир, детский пневматический тир | Ю-Порт, мини-отель","Большие и маленькие люди, семейный центр [area] | Фортуна, культурно-спортивный центр [area] | Ополченец, школа спортивной гимнастики [area]"
19489288,added,14,13,"Кабинет психолога Скачковой Анны Анатольевны | Асаи Шоп, интернет-магазин по продаже мякоти асаи | Радио-Пром, торговая компания","Chill your hair, студия красоты [area]"
19489292,added,14,13,"Кабинет психолога Скачковой Анны Анатольевны | Асаи Шоп, интернет-магазин по продаже мякоти асаи | Радио-Пром, торговая компания","Chill your hair, студия красоты [area]"
19491881,added,8,8,"ВсеКолеса.ру | City Nails, сеть студий красоты | Столовая",
19492792,added,10,10,"Very special, салон красоты | Дива, студия красоты | СберСтрахование, страховая компания",
19493479,added,6,5,"Школа святителя Филарета Московского | БТИ №1, кадастровая компания | Upgrade shop, мастерская по ремонту мобильных устройств","Грибова и партнеры, центр бизнес услуг [area]"
19495022,added,2,2,Митинское Бюро Путешествий | Sk новый город,
19496082,added,7,7,"Магнит, супермаркет | Мастерская по ремонту одежды | БЕДИЯ, кафе-хинкальная",
19501579,added,3,3,"time for beauty | Ваш ремонт одежды, ателье | Лавандерия, химчистка-прачечная",
19503859,added,8,8,"Вита Сервис М | Ховринский дворик, продуктовый магазин | Цветочный магазин",
19504506,added,1,1,"Эрато-М, парикмахерская",
19504736,added,1,1,Эко Гранд,
19504843,added,1,1,Эко Гранд,
19506849,added,1,1,Эко Гранд,
19512235,added,8,8,"Мечта, магазин оптики | Мечта, магазин товаров для дома | Мечта, магазин одежды",
19513935,added,8,8,"Пятёрочка, супермаркет | Городовой, финансово-юридическое агентство | 7 Таксопарк",
19519366,added,5,5,"Stage & song, студия вокала | 7hills records, студия звукозаписи | G-video project, видеостудия с прозрачной доской",
19519650,added,2,1,"Евгения М, салон красоты","Красное&Белое, магазин [floor]"
19520794,added,4,4,"Банк ВТБ | Дарьял, стоматологическая клиника | Столплит хоум, мебельный гипермаркет",
19521478,added,3,3,"Автомойка | Научно-исследовательский центр детской нейропсихологии им. А.Р. Лурия | Curebar, бар",
19522053,added,5,4,"Стоматология на Таганке №1 | Доктор лэнд, медицинский центр | Century 21, агентство недвижимости","Trinity, студия триатлона [area]"
19522268,added,15,13,"Юридический центр | Адвокатский кабинет Гриневского Р.Г. | ТЕЛЕКОНТАКТ, кол-центр","ВСК, страховой дом [area] | Beauty Hall, студия красоты [area]"
19530213,added,1,1,"1000 мелочей, магазин товаров для дома",
19531140,added,6,6,"Продуктовый магазин | Красное&Белое, магазин | Строймаркет",
19531448,added,3,3,"time for beauty | Ваш ремонт одежды, ателье | Лавандерия, химчистка-прачечная",
19532354,added,15,14,"Ортека, ортопедический салон | CMD, центр молекулярной диагностики | Prime cafe, кафе быстрого обслуживания","Цирюльникъ, салон красоты [area]"
19533838,added,1,1,"Исфисор, чайхана",
19535480,added,1,1,"Старая крепость, кафе",
19536521,added,2,2,"МиксАрт, торговая компания | МузДепо, магазин музыкальных инструментов и оборудования",
19536708,added,1,1,"Недвижимость, фирма",
19536744,added,5,1,"Жилсоцгарантия, агентство недвижимости и права","Пеликан, клуб любителей настольного тенниса [area] | Дом физической культуры [area] | WrestTime, борцовский клуб [area]"
19536748,added,5,1,"Жилсоцгарантия, агентство недвижимости и права","Пеликан, клуб любителей настольного тенниса [area] | Дом физической культуры [area] | WrestTime, борцовский клуб [area]"
19536769,added,4,4,"Milagro Madera, интернет-магазин | Дока Двери, салон | РФ-Паркет, магазин напольных покрытий",
19539020,added,1,1,"Tiptopschool, школа иностранных языков",
19540015,added,1,1,"Дон Бутон, цветочно-сувенирная мастерская",
19540206,added,3,3,"Блики, студия красоты | Boxberry, отделение службы доставки | OZON",
19540234,added,4,3,"Wooder Group, компания по производству деревянных окон | Вкус №1, магазин | Школа №56 им. академика В.А. Легасова",Студия спорта и спортивной реабилитации [area]
19541612,added,4,4,"Boxberry, отделение службы доставки | Молочные берега, мастерская | Салон красоты",
19541892,no_valid_candidates,1,0,,"Красное&Белое, магазин [floor]"
19541918,added,4,3,"Лебедь, дом быта | Шашлычок, кафе | СамиХинкали, кафе","ПРЯДКИ в ПОРЯДКЕ, салон красоты [area]"
19543255,no_valid_candidates,1,0,,"Красное&Белое, магазин [floor]"
19544413,added,16,14,"EPILLINE, студия эпиляции | Nail madness, салон красоты | Гайдаровец, дом культуры","Tango Bravo, клуб аргентинского танго [area] | Сония, студия восточных танцев [area]"
19544465,added,3,3,"Boot Black, мастерская по ремонту обуви | Underground, студия красоты | Мнём с душой, массажная мастерская",
19544495,added,1,1,"Доринвест, бесплатный общественный туалет",
19544928,added,1,1,"Service time, мастерская по ремонту часов",
19545952,added,2,2,"Волжские Дачи, агентство по продаже земельных участков | Доринвест, бесплатный общественный туалет",
19547124,added,2,2,"Koshka, студия маникюра | Ситилаб, медицинский центр",
19547180,added,3,2,"Магазин товаров для ремонта | Творческий лицей, экспериментальный центр социальной адаптации и творческого развития детей и подростков","Юность, спортивный комплекс [area]"
19547222,added,8,7,"Мото-хобби, магазин мотозапчастей | MobDoc, сервисный центр | СберСтрахование, страховая компания","Парикмахер и Я, салон красоты [area]"
19548225,added,7,7,"Хачапурница, магазин фастфудной продукции | Castello, отель | Магнит, супермаркет",
19548355,added,1,1,"Smile fish, частный детский сад",
19548389,added,4,4,"Пятёрочка, супермаркет | Доктор Галишников, стоматология | Клиника хирургии, флебологии и артрологии",
19548685,added,9,9,"Voodoo coffee, кофейня | Электроника-Сервис, магазин автотоваров | Магазин кондитерских изделий",
19548837,added,1,1,Рознично-оптовый склад православной энциклопедии,
19548883,added,6,5,"Школа святителя Филарета Московского | БТИ №1, кадастровая компания | Upgrade shop, мастерская по ремонту мобильных устройств","Грибова и партнеры, центр бизнес услуг [area]"
19551171,added,7,7,"Протос Экспертиза | Протос групп, юридическая компания | Юнион логистик-сервис, экспедиционная компания",
19551758,added,6,5,"Атоми, образовательный центр | OZON | Марабу, магазин товаров для хобби и творчества","Ту би Джим, гимнастический клуб [area]"
19557962,added,2,2,"СОСЛОВИЕ, адвокатское бюро | Sm Studio, салон красоты",
19559893,added,5,4,"Книга и Здоровье, магазин | TropinkaYarn, интернет-магазин пряжи | Mj sport, салон спортивных товаров","ПИОН, салон красоты [area]"
19560164,added,1,1,Лико-98,
19561126,added,3,3,"OZON | Будь здоров!, аптека | СДМ-Банк",
19562116,added,4,3,"Электроник, робошкола | Артемида, ветеринарный центр | MOON, гостиница","Наши дети, детский центр [area]"
19562629,added,7,7,"Стиль-Но, студия красоты | Вансон, стоматологическая клиника | Экспобанк",
19565111,added,5,5,"Dogsfrogs, зоосалон | Azzure di Arrune, интернет-магазин одежды | Insight, страховая компания",
19566695,no_valid_candidates,1,0,,Столичные аптеки [area]
19568184,added,8,8,"Ботаника, офисный центр | МК Партнер, проектно-монтажная компания | Арсенал, ремонтная компания",
19568989,added,1,1,"Emex, центральный офис",
19570186,added,4,3,Ваш ломбард | Магазин обуви больших размеров | Банк ВТБ,"Альтарика, салон красоты [area]"
19571061,added,11,10,"Ёж, торговый центр | Эксперт Комплект, компания | Светлый Мир, торгово-производственная компания","Прайм студия, салон красоты [area]"
19571661,added,10,9,"Лав-Лав, лавандовая лавка | Workshop of Spirits, мастерская духов | Draw up studio, студия живописи","Zhuk Studio, студия красоты [area]"
19571680,added,7,7,"Арт-Дент, стоматологический центр | Сигнал, архитектурно-строительная компания | Giraffe, ногтевая студия",
19571682,added,5,5,"МК Неовитэль, компания | Эталон-С, стоматологическая клиника | Шреддер Экспресс, компания",
19571686,added,2,2,"Почта России, отделение №115068 | Фараон, частная охранная организация",
19571759,added,2,1,"МиГ, стоматологическая клиника","Симпатия, салон красоты [area]"
19572036,added,9,9,"Северный берег, деловой центр | СанМед-Восток, медицинский центр | NikArt, художественная студия",
19572866,added,1,1,"Второе дыхание, мастерская",
19572889,added,7,5,"Салон красоты | Государственный музей В.В. Маяковского | Ключ, компания","Vconcept, школа фитнеса и питания [area] | City Retreat, велнес-клуб [area]"
19573011,added,1,1,"Журавина, салон красоты",
19573053,added,3,2,"Алкоплаза, алкогольный супермаркет | Тарас Бульба, корчма","Винлаб, супермаркет напитков [floor]"
19579937,added,7,7,"ВсеКолеса.ру | City Nails, сеть студий красоты | Столовая",
19579964,added,2,2,"Вкус сахара, салон красоты | ВИТА, ветеринарная клиника",
19579965,added,1,1,"Магнит, супермаркет",
19580911,added,3,3,"Сервисный центр по ремонту фотоаппаратов | Профи ФМ, торгово-прокатная компания | Photosale, сервисный центр по ремонту фотоаппаратов",
19580930,added,1,1,"Ion clinic, медицинский центр",
19581392,added,6,5,"Управа района Марфино | Администрация муниципального округа Марфино | Белая Лебедь, химчистка","Столички, аптека [floor]"
19581542,added,4,4,"Дента Лекс, стоматологическая клиника | Гос-Вет, ветеринарная клиника | Столички, аптека",
19582369,added,5,4,"Пожаробезопасность-1, частная пожарная охрана | Лица, салон красоты | Ecotools Greenworks, фирменный магазин","Территория грилей, магазин грилей и барбекю [area]"
19586953,added,15,15,"Магазин овощей и фруктов | Ассоль, продуктовый магазин | Сервисный центр по ремонту телефонов",
19589894,added,3,3,"MELS TRAVEL, туристическое агентство | SUNMAR, турагентство выгодных туров | Музей морского флота",
19592517,added,2,2,"Управа Ломоносовского района г. Москвы | Аркатаг, медицинский центр",
19597166,no_valid_candidates,1,0,,"Стиль волос, салон красоты [area]"
19599064,added,22,22,"Anteco Business Travel Management, компания по организации деловых поездок | Мясницкая 24, бизнес-центр | ReVerso, центр психологической реабилитации",
19599131,added,3,3,"Образ Здоровья, медицинский центр | АрхиМЕД, медицинский центр | Рукоделие, магазин товаров для творчества",
19603026,added,4,4,"Магнит, супермаркет | Проммонтаж-Л, строительно-монтажная компания | Восток, арт-кластер",
19614908,added,6,5,"Горздрав, аптека №845 | Магазин | Ателье",Эконом-парикмахерская [area]
19618725,added,1,1,"Оремтех, сервисный центр",
19618880,added,1,1,"Большая черепаха, семейный клуб",
19621206,added,8,8,"Экосмос, компания | Bigwig, языковой центр | Coworking Moscow, коворкинг-центр",
19621225,added,1,1,"Universal Translations, бюро переводов",
19624059,added,10,9,"Магазин молочной продукции | Магазин чая | Магазин орехов, овощей и солений",Детско-юношеский клуб боевых искусств [area]
19632994,added,3,3,"Медицина и Красота, клиника | White nails, ногтевая студия | Стоматологическая клиника Генри Кларка",
19634524,added,12,12,"ТЕЛЕКОНТАКТ, кол-центр | 99 евро, турагентство | Ателье по пошиву и ремонту одежды",
19636437,added,12,11,"Антикварная лавка в Калашном | #ХРАПОВTEAM, ивент-агентство | Very Thing jewelry, ювелирный магазин","На Вина!, бар-магазин [area]"
19637549,added,5,4,"Магазин кожгалантереи | One Price Coffee, экспресс-кофейня | Магазин сухофруктов","Ticketland МТС, Касса №022 [area]"
19637634,added,34,26,"MEMORANDUM, бюро переводов | Юрэкспресс, юридический центр | Адвокатский кабинет Абдуллиной А.Х.","36,6, аптека №2059 [area] | Myniceroom, Офис [area] | Теремок, ресторан быстрого питания [area]"
19640004,added,12,12,"ТЕЛЕКОНТАКТ, кол-центр | 99 евро, турагентство | Ателье по пошиву и ремонту одежды",
19640008,added,4,4,"Управа Гагаринского района | Старая школа, изостудия | Гагаринец, досуговый центр",
19641559,added,6,3,"Пятёрочка, супермаркет | Bestes-naus interieur, мебельный салон | Simplewine, винотека","Act Place, актерская школа [area] | Vinograd, танцевальная студия [area] | Лидер, фехтовальный клуб [area]"
19643824,added,1,1,"Жюли Вернель, салон красоты",
19646285,added,1,1,"Клиника Семейная, сеть медицинских клиник",
19648925,added,4,4,"VERSE, салон нижнего белья | DAD, бутик одежды | Юридический центр, фирма",
19649215,added,7,6,"Наран, клиника тибетской медицины | ИриС, ателье | Hair Artist, студия наращивания волос","DanceFox, салон одежды и обуви для бальных танцев [area]"
19650309,added,9,7,"РЕСО-Гарантия, страховая компания | ЛИК, стоматологическая клиника | Знамя, литературно-художественный журнал","Birdie, салон-парикмахерская [area] | SAMEDI, салон красоты [area]"
19652339,added,11,9,"Деловой Партнер, финансово-правовая компания | Russian Appraisal, компания | МСК Кран, компания по аренде спецтехники",Молодежный центр творческого развития личности [area] | Студия пилатеса и йоги [area]
19652350,added,1,1,"Администрация муниципального округа Гагаринский, Отдел опеки и попечительства",
19652710,added,4,4,"ТрансЛом, торговая компания | Ilaser, студия косметологии | МедЭстет, клиника эстетической медицины",
19652927,added,1,1,"Бест Клиник, медицинский центр",
19652929,added,1,1,"Бест Клиник, медицинский центр",
19661854,added,68,64,"Leda, сеть химчисток-прачечных | Леда, служба быта | Secret Style, салон красоты","City Star, обувной магазин [area] | Janita, обувной магазин [area] | Башмаг, магазин обуви [area]"
19662545,added,3,1,"Джулия нейлс, студия маникюра","Парикмахерская [area] | ПрофитКонсорт, фитнес-студия [area]"
19664366,added,4,4,"Ателье | Мастерская по ремонту обуви | Главное бюро медико-социальной экспертизы по г. Москве, Филиал №39",
19666620,added,2,1,"Марафет, салон красоты",Детско-юношеский клуб боевых искусств [area]
19667608,added,3,3,"Moonrise Coffee | Самокат, служба доставки | Ароматный мир, винный супермаркет",
19667640,added,6,6,"Ваш ломбард | Blooming empire, цветочный магазин | Ермолино, фирменный магазин",
19670833,added,4,1,"Стройка, сеть магазинов","Unique Beauty Boutique, салон красоты [area] | Почта Банк [area] | Винлаб, супермаркет напитков [area]"
19670870,added,4,1,"Стройка, сеть магазинов","Unique Beauty Boutique, салон красоты [area] | Почта Банк [area] | Винлаб, супермаркет напитков [area]"
19670966,added,4,1,"Стройка, сеть магазинов","Unique Beauty Boutique, салон красоты [area] | Почта Банк [area] | Винлаб, супермаркет напитков [floor]"
19670971,added,4,1,"Стройка, сеть магазинов","Unique Beauty Boutique, салон красоты [area] | Почта Банк [area] | Винлаб, супермаркет напитков [floor]"
19671057,added,4,1,"Стройка, сеть магазинов","Unique Beauty Boutique, салон красоты [area] | Почта Банк [area] | Винлаб, супермаркет напитков [floor]"
19676733,added,2,2,"Зооном, зоомагазин | Будь здоров!, аптека",
19676755,added,17,17,"Дом быта | Хлебница, пекарня | Магазин белорусских продуктов",
19677401,added,3,3,"Администрация муниципального округа Покровское-Стрешнево | Крылья, центр детских и молодежных социальных инициатив | ТрансСпецНаз, транспортная компания",
19678757,added,4,4,"Радуга звуков, центр хорошего слуха | Прикосновение, бутик для взрослых | Вкусно — и точка, ресторан быстрого питания",
19679305,added,6,6,"Окулюс Перово, магазин оптики | Ателье | Обувщик, обувная мастерская",
19679636,added,3,3,"Высшая школа экономики, национальный исследовательский университет | Институт управления закупками и продажами им. А.Б. Соловьева, НИУ ВШЭ | Институт строительства и ЖКХ",
19681179,added,1,1,"Авио, компания",
19681406,added,17,16,"Детский музыкальный театр юного актера | Авангард, союз арбитражных управляющих | No kidding press, издательство","Color studio, студия колористики [area]"
19681439,added,3,3,"АТМОквест, агентство по организации праздников и квестов | Студия Марии Романовой | Мое место, коворкинг",
19682081,added,3,3,"Магнит, супермаркет | PinUp, салон красоты | Wildberries, пункт выдачи товара",
19682978,added,14,14,"ВсеКолеса.ру | Бюро переводов | AyurvedaStore.ru, магазин",
19687936,added,16,15,"Цветочный магазин | Магазин овощей и фруктов | Ассоль, продуктовый магазин","Мегамаркет, пункт выдачи товаров [area]"
19687946,added,2,2,"Дорожная азбука, автошкола | Швейная мастерская",
19687966,added,1,1,"Рутины Нет, компания",
19688490,added,5,5,"JAQUAR GROUP, шоурум | Wildberries, Пункт выдачи товара | ПрофПеревод, бюро профессиональных переводов",
19688696,added,2,2,"Wildberries, Пункт выдачи товара | Марк, ремонтная мастерская",
19688787,added,1,1,Аппарат Совета депутатов муниципального округа Котловка,
19689269,added,13,13,"Продуктовый магазин | Дым у дома, табачный магазин | Семь чудес ореха, магазин орехов и сухофруктов",
19690172,added,3,2,"Кентавр, спортивно-досуговый центр | Хинкальный дом, кафе грузинской кухни","Winner Beauty Room, студия маникюра и педикюра [area]"
19690242,added,10,9,"Винлаб, супермаркет напитков | КЛАССИК ТАТУ, студия татуировки и пирсинга | Совкомбанк","Журавли, торговый дом [area]"
19690463,added,1,1,"BetBoom, спортклуб",
19693784,added,4,3,"Ozon | Папа Крафт, магазин | Магазин белорусской косметики",Дом быта [area]
19693831,added,2,2,"Студия красоты | Чудо, детский центр",
19695985,added,2,2,"Viart, салон красоты | Московский городской центр дезинфекции, филиал Северно-Западного административного округа №1",
19696023,added,9,8,"Hairsilk, студия-магазин по наращиванию волос | Wow Volosy, салон красоты | 6 am bread kitchen, кафе","Винум, сеть винных бутиков [area]"
19696264,added,3,3,"G-video project, видеостудия с прозрачной доской | Мастерская по ремонту одежды | Аквацентр, компания",
19696314,added,3,3,"Мир женщины, медицинский центр | Нотариус Мизинцев Н.А. | Подружки, салон-парикмахерская",
19696376,added,2,2,"Самокат, служба доставки | Протор-Сервис, технический центр",
19697175,added,5,4,"Берри, центр косметологии и здоровья | Арс-багет, багетная мастерская | Ozon","Планета здоровья, аптека [floor]"
19697236,added,3,3,"I`Am event, агентство | Глинка, гончарная мастерская | Схематика, компания по скупке радиодеталей",
19697305,added,3,3,"Мусорная площадка | Estet beauty, салон красоты | AMU, студия красоты",
19701828,added,4,4,"OZON | Феникс Риэл Эстейт, компания | Авокадо, магазин у дома",
19703800,added,3,3,"CityMed, медицинский центр | Медикал Клаб, стоматологическая клиника | А-фарм, аптека",
19705996,added,9,9,"A4, отель | Madam Polina, магазин цветов | CDEK, служба экспресс-доставки",
19707178,added,5,5,"Бистро | Октава, агентство недвижимости | Олимп, мини-отель",
19707950,added,4,4,"AutoInRus, компания автоподбора | Добрый жар | Красное&Белое, магазин",
19708321,added,4,4,"Пятёрочка, супермаркет | Мастерская бытовых услуг | Магазин товаров для дома",
19710156,added,1,1,Детская школа искусств им. А.А. Алябьева,
19710168,added,1,1,"Eniteo, офис продаж",
19711271,added,7,7,"TheBon, кафе | Центр медицины сна | Арбат, бизнес-центр",
19711669,added,4,4,"Горздрав, аптечный пункт №551 | Мышематика, центр игровой математики для детей | Кабинет ногтевого сервиса",
19712392,added,1,1,"Магнит, супермаркет",
19715071,added,5,5,"Ателье | Аврора, полиграфическая компания | БЮРО ПРАВОВЫХ ТЕХНОЛОГИЙ, юридическая фирма",
19716192,added,6,6,"Почта России, Отделение №124575 | Гатэри, швейное ателье | Аллегро, салон красоты",
19718089,added,3,3,"Самокат, служба доставки | 1AMED, стоматологическая клиника | Wildberries, пункт выдачи товара",
19718108,added,14,13,"Хлебница, пекарня | Мастероптик, салон оптики | Горздрав, аптека №1173","Планета здоровья, аптека [floor]"
19718251,added,1,1,"Demaxo, оптовая компания по поставке химических продуктов для промпереработки стекла",
19718327,added,10,10,"Пятёрочка, супермаркет | Стиль, магазин одежды и обуви | Yesmoking, магазин",
19718837,added,2,2,"Современное образование, частная школа | Sivoyar, салон красоты",
19719802,added,3,3,"Kerama Marazzi, фирменный магазин плитки и сантехники | Тирольские пироги, кафе-кондитерская | COLIZEUM, сеть киберспортивных арен",
19667778,added,2,2,"Ароматный мир, винный супермаркет | Иголка базовская, ателье",
19682659,added,1,1,"Нобус, центр развития",
19712781,added,1,1,"Додо Пицца, сеть пиццерий",
19712846,added,1,1,"Додо Пицца, сеть пиццерий",
19712849,added,1,1,"Додо Пицца, сеть пиццерий",
19721743,added,1,1,"Люкс, продуктовый магазин",
19721923,added,2,2,"Планета здоровья, аптека | Навсегда кофе",
19721983,added,10,10,"Luxberry, магазин текстиля для дома | Анонс, салон мебели | Runa tex, магазин тканей",
19722010,added,2,1,"Lure, меховое ателье-бутик","Арома-Фитс, оптовая компания [area]"
19722603,added,1,1,"Torro Grill, ресторан",
19723402,added,10,10,Неруд-транс | Химчистка №1 | Благовест-Инвест,
19723721,added,3,1,"Милена, салон красоты","Верный, супермаркет [floor] | Личность, центр досуга и спорта [area]"
19724311,added,2,2,"Новатор, кофейня | Нотариус Хальме И.Ю.",
19724315,added,1,1,"Glamgo, студия загара",
19726424,added,3,3,"Жюли Вернель, салон красоты | OZON | Ча и, магазин чая и чайных принадлежностей",
19726456,added,6,6,"Вц-домос, Торгово-сервисная компания | Вектор и сервис, компания по ремонту банковского оборудования | Городская реклама и информация",
19726568,added,11,10,"Магазин орехов и овощей | КуулКлевер Мясновъ Отдохни, Магазин №153 | Территориальный отдел Управления Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека по г. Москве в Северо-Восточном административном округе","Культура движения, спортивный клуб [area]"
19727051,added,1,1,"Примавера медика, клиника головного мозга",
19727088,added,4,3,"Мирта, офис | Thaihome spa | АРИС, торговая компания","Велья, салон красоты [area]"
19727098,added,4,3,"Мирта, офис | Thaihome spa | АРИС, торговая компания","Велья, салон красоты [area]"
19727150,added,13,13,"Марчеллис, ресторан | Дом маркет, агентство недвижимости | Архитектурное бюро Татьяны Мироновой",
19727303,added,34,33,"Московский фонд реновации жилой застройки | iCore, интернет-магазин | 4 Face, академия макияжа","CELEBRITY, салон красоты [area]"
19727332,added,2,2,"Технопарк загорье, бизнес-центр | Мои документы, Район Бирюлёво Восточное",
19727397,added,4,3,"Wildberries, пункт выдачи товара | Интерталант, центр сценических искусств | Щелкунчик, театр танца","Нарцисс, салон красоты [area]"
19727861,added,2,2,"Wildberries, Пункт выдачи товара | Марк, ремонтная мастерская",
19729515,added,1,1,Школа №1741,
19729750,added,1,1,Школа №1741,
19729767,added,1,1,Школа №1741,
19729770,added,1,1,Школа №1741,
19729967,added,3,2,"Дина, ателье | Ремонтная мастерская","Апрель, аптека [area]"
19730039,added,10,8,"Wake up, мини-кофейня | Табачный капитан, магазин | Рублёвский, магазин колбасных изделий","Династия, центр красоты [area] | Горздрав, аптека №1902 [area]"
19730591,added,1,1,Школа №1741,
19730670,added,1,1,Школа №1741,
19730925,added,3,3,"Syncope, кофейня | Ля фантази, кулинария | Добрынинский, продуктовый магазин",
19731293,added,2,2,"Самсон-Фарма, аптека | Додо Пицца, сеть пиццерий",
