lot_id,url,purchase_date,prev_snapshot_label,snapshot_label,snapshot_date,days_after_purchase,lot_address,lot_address_norm,candidate_count,confidence,multilot_building,likely_company,likely_usage,company_candidates_preview,usage_candidates_preview
19706654,https://investmoscow.ru/tenders/tender/19706654,2024-12-10,2024-10,2025-09,2025-09-30,294,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 10Н",улица введенского 5,6,low,1,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов | Авито, пункт выдачи заказов | Ozon",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты
19707800,https://investmoscow.ru/tenders/tender/19707800,2024-12-10,2024-10,2025-09,2025-09-30,294,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 11Н",улица введенского 5,6,low,1,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов | Авито, пункт выдачи заказов | Ozon",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты
19707801,https://investmoscow.ru/tenders/tender/19707801,2024-12-10,2024-10,2025-09,2025-09-30,294,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 15Н",улица введенского 5,6,low,1,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов | Авито, пункт выдачи заказов | Ozon",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты
19707802,https://investmoscow.ru/tenders/tender/19707802,2024-12-10,2024-10,2025-09,2025-09-30,294,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 17Н",улица введенского 5,6,low,1,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов | Авито, пункт выдачи заказов | Ozon",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты
19707803,https://investmoscow.ru/tenders/tender/19707803,2024-12-10,2024-10,2025-09,2025-09-30,294,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 18Н",улица введенского 5,6,low,1,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов | Авито, пункт выдачи заказов | Ozon",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты
19707804,https://investmoscow.ru/tenders/tender/19707804,2024-12-10,2024-10,2025-09,2025-09-30,294,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 19Н",улица введенского 5,6,low,1,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов | Авито, пункт выдачи заказов | Ozon",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты
19707950,https://investmoscow.ru/tenders/tender/19707950,2024-12-05,2024-10,2025-09,2025-09-30,299,"Северо-Восточный административный округ, Ярославский, Ярославское шоссе, дом 144, Этаж №1",ярославское шоссе 144,7,low,,"777 Чайхана | Красное&Белое, продуктовый магазин | Яндекс Маркет, пункт выдачи интернет-заказов","Общественное питание -> Кафе | Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов","777 Чайхана | Красное&Белое, продуктовый магазин | Яндекс Маркет, пункт выдачи интернет-заказов | Beauty line | Wildberries, пункт выдачи интернет-заказов","Общественное питание -> Кафе | Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Красота / Здоровье -> Ногтевые студии | Красота / Здоровье -> Косметолог, Массажист"
19709878,https://investmoscow.ru/tenders/tender/19709878,2024-12-16,2024-10,2025-09,2025-09-30,288,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 16Н",улица введенского 5,6,low,1,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,"Горздрав, аптека | Одс 244 | Wildberries, пункт выдачи интернет-заказов | Авито, пункт выдачи заказов | Ozon",Медицинские товары -> Аптеки | Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты
19709946,https://investmoscow.ru/tenders/tender/19709946,2024-12-06,2024-10,2025-09,2025-09-30,298,"Западный административный округ, Кунцево, улица Маршала Сергеева, дом 3, Этаж № 1, помещение 20Н",улица маршала сергеева 3,1,medium,1,"Soda, студия маникюра и красоты","Красота / Здоровье -> Ногтевые студии, Парикмахерские, Услуги по оформлению ресниц / бровей","Soda, студия маникюра и красоты","Красота / Здоровье -> Ногтевые студии, Парикмахерские, Услуги по оформлению ресниц / бровей"
19710195,https://investmoscow.ru/tenders/tender/19710195,2024-12-17,2024-10,2025-09,2025-09-30,287,"Восточный административный округ, Метрогородок, Открытое шоссе, дом 30, этаж 1, пом. 54Н",открытое шоссе 30,7,low,1,"Дикси Go!, минимаркет | Wildberries, пункт выдачи интернет-заказов | Буханка, пекарня",Торговые комплексы -> Супермаркеты | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Общественное питание -> Пекарни,"Дикси Go!, минимаркет | Wildberries, пункт выдачи интернет-заказов | Буханка, пекарня | Ozon | Красное&Белое, продуктовый магазин","Торговые комплексы -> Супермаркеты | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Общественное питание -> Пекарни | Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины | Медицинские товары -> Аптеки"
19710198,https://investmoscow.ru/tenders/tender/19710198,2024-12-17,2024-10,2025-09,2025-09-30,287,"Восточный административный округ, Метрогородок, Открытое шоссе, дом 30, этаж 1, пом. 59Н",открытое шоссе 30,7,low,1,"Дикси Go!, минимаркет | Wildberries, пункт выдачи интернет-заказов | Буханка, пекарня",Торговые комплексы -> Супермаркеты | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Общественное питание -> Пекарни,"Дикси Go!, минимаркет | Wildberries, пункт выдачи интернет-заказов | Буханка, пекарня | Ozon | Красное&Белое, продуктовый магазин","Торговые комплексы -> Супермаркеты | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Общественное питание -> Пекарни | Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины | Медицинские товары -> Аптеки"
19710839,https://investmoscow.ru/tenders/tender/19710839,2024-12-12,2024-10,2025-09,2025-09-30,292,"Восточный административный округ, Метрогородок, Открытое шоссе, дом 30, этаж 1, пом. 65Н",открытое шоссе 30,7,low,1,"Дикси Go!, минимаркет | Wildberries, пункт выдачи интернет-заказов | Буханка, пекарня",Торговые комплексы -> Супермаркеты | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Общественное питание -> Пекарни,"Дикси Go!, минимаркет | Wildberries, пункт выдачи интернет-заказов | Буханка, пекарня | Ozon | Красное&Белое, продуктовый магазин","Торговые комплексы -> Супермаркеты | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Общественное питание -> Пекарни | Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины | Медицинские товары -> Аптеки"
19713982,https://investmoscow.ru/tenders/tender/19713982,2024-12-11,2024-10,2025-09,2025-09-30,293,"Северо-Западный административный округ, Покровское-Стрешнево, Волоколамское шоссе, дом 96/2, этаж 1",волоколамское шоссе 96/2,1,medium,,Свечная мастерская,Дополнительное образование / Развивающие курсы -> Курсы творчества и рукоделия для взрослых,Свечная мастерская,Дополнительное образование / Развивающие курсы -> Курсы творчества и рукоделия для взрослых
19716514,https://investmoscow.ru/tenders/tender/19716514,2024-12-17,2024-10,2025-09,2025-09-30,287,"Западный административный округ, Кунцево, улица Маршала Сергеева, дом 3, Этаж № 1",улица маршала сергеева 3,1,medium,1,"Soda, студия маникюра и красоты","Красота / Здоровье -> Ногтевые студии, Парикмахерские, Услуги по оформлению ресниц / бровей","Soda, студия маникюра и красоты","Красота / Здоровье -> Ногтевые студии, Парикмахерские, Услуги по оформлению ресниц / бровей"
19718108,https://investmoscow.ru/tenders/tender/19718108,2024-12-18,2024-10,2025-09,2025-09-30,286,"Восточный административный округ, Измайлово, Измайловский бульвар, дом 38, Подвал № 0",измайловский бульвар 38,5,low,,"РемЗона, ремонт бытовой техники | ВкусВилл, супермаркет | ВкусВилл, кафе","Аудио / Видео / Бытовая техника, Оргтехника / Офисная техника -> Заправка картриджей, Расходные материалы для оргтехники, Ремонт / установка бытовой техники | Общественное питание, Спецмагазины, Торговые комплексы -> Доставка еды, Доставка продуктов, Кулинарии, Супермаркеты | Общественное питание -> Быстрое питание","РемЗона, ремонт бытовой техники | ВкусВилл, супермаркет | ВкусВилл, кафе | Copix, автомат копировальных услуг | M-coffee, экспресс-кофейня","Аудио / Видео / Бытовая техника, Оргтехника / Офисная техника -> Заправка картриджей, Расходные материалы для оргтехники, Ремонт / установка бытовой техники | Общественное питание, Спецмагазины, Торговые комплексы -> Доставка еды, Доставка продуктов, Кулинарии, Супермаркеты | Общественное питание -> Быстрое питание | Издательское дело / Полиграфия -> Копировальные услуги, Оперативная полиграфия | Общественное питание -> Кофейни"
19719802,https://investmoscow.ru/tenders/tender/19719802,2024-12-20,2024-10,2025-09,2025-09-30,284,"Юго-Западный административный округ, Гагаринский, Ленинский проспект, дом 67, Подвал № 0",ленинский проспект 67,4,low,,"Brand Carpet, магазин | Paini, магазин сантехники | Наутилус, ломбард","Отделочные материалы, Текстиль -> Ковры, Напольные покрытия | Мебель, Отделочные материалы, Сантехническое оборудование, Спецмагазины -> Аксессуары для ванных комнат, Керамическая плитка, Керамогранит, Мебель для ванных комнат, Сантехника | Банковские / финансовые услуги -> Ломбарды","Brand Carpet, магазин | Paini, магазин сантехники | Наутилус, ломбард | Ганг Люкс, автошкола","Отделочные материалы, Текстиль -> Ковры, Напольные покрытия | Мебель, Отделочные материалы, Сантехническое оборудование, Спецмагазины -> Аксессуары для ванных комнат, Керамическая плитка, Керамогранит, Мебель для ванных комнат, Сантехника | Банковские / финансовые услуги -> Ломбарды | Дополнительное образование / Развивающие курсы -> Автошколы"
19721915,https://investmoscow.ru/tenders/tender/19721915,2025-01-31,2024-10,2025-09,2025-09-30,242,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 1Н",улица введенского 5,6,low,1,"Одс 244 | Авито, пункт выдачи заказов | Ozon",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты,"Одс 244 | Авито, пункт выдачи заказов | Ozon | Магнит, супермаркет | Wildberries, пункт выдачи интернет-заказов",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты | Медицинские товары -> Аптеки
19721916,https://investmoscow.ru/tenders/tender/19721916,2025-01-31,2024-10,2025-09,2025-09-30,242,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 2Н",улица введенского 5,6,low,1,"Одс 244 | Авито, пункт выдачи заказов | Ozon",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты,"Одс 244 | Авито, пункт выдачи заказов | Ozon | Магнит, супермаркет | Wildberries, пункт выдачи интернет-заказов",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты | Медицинские товары -> Аптеки
19721917,https://investmoscow.ru/tenders/tender/19721917,2025-01-31,2024-10,2025-09,2025-09-30,242,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 3Н",улица введенского 5,6,low,1,"Одс 244 | Авито, пункт выдачи заказов | Ozon",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты,"Одс 244 | Авито, пункт выдачи заказов | Ozon | Магнит, супермаркет | Wildberries, пункт выдачи интернет-заказов",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты | Медицинские товары -> Аптеки
19721918,https://investmoscow.ru/tenders/tender/19721918,2025-01-31,2024-10,2025-09,2025-09-30,242,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 4Н",улица введенского 5,6,low,1,"Одс 244 | Авито, пункт выдачи заказов | Ozon",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты,"Одс 244 | Авито, пункт выдачи заказов | Ozon | Магнит, супермаркет | Wildberries, пункт выдачи интернет-заказов",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты | Медицинские товары -> Аптеки
19721920,https://investmoscow.ru/tenders/tender/19721920,2025-01-31,2024-10,2025-09,2025-09-30,242,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 6Н",улица введенского 5,6,low,1,"Одс 244 | Авито, пункт выдачи заказов | Ozon",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты,"Одс 244 | Авито, пункт выдачи заказов | Ozon | Магнит, супермаркет | Wildberries, пункт выдачи интернет-заказов",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты | Медицинские товары -> Аптеки
19721921,https://investmoscow.ru/tenders/tender/19721921,2025-01-31,2024-10,2025-09,2025-09-30,242,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 7Н",улица введенского 5,6,low,1,"Одс 244 | Авито, пункт выдачи заказов | Ozon",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты,"Одс 244 | Авито, пункт выдачи заказов | Ozon | Магнит, супермаркет | Wildberries, пункт выдачи интернет-заказов",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты | Медицинские товары -> Аптеки
19721922,https://investmoscow.ru/tenders/tender/19721922,2025-01-31,2024-10,2025-09,2025-09-30,242,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 20Н",улица введенского 5,6,low,1,"Одс 244 | Авито, пункт выдачи заказов | Ozon",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты,"Одс 244 | Авито, пункт выдачи заказов | Ozon | Магнит, супермаркет | Wildberries, пункт выдачи интернет-заказов",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты | Медицинские товары -> Аптеки
19721924,https://investmoscow.ru/tenders/tender/19721924,2025-01-31,2024-10,2025-09,2025-09-30,242,"Восточный административный округ, Метрогородок, Открытое шоссе, дом 30, этаж 1, пом. 69Н",открытое шоссе 30,7,low,1,"Ozon | Здесь, аптека | Красное&Белое, продуктовый магазин","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Медицинские товары -> Аптеки | Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины","Ozon | Здесь, аптека | Красное&Белое, продуктовый магазин | Дикси Go!, минимаркет | Wildberries, пункт выдачи интернет-заказов","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Медицинские товары -> Аптеки | Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины | Торговые комплексы -> Супермаркеты | Общественное питание -> Пекарни"
19721975,https://investmoscow.ru/tenders/tender/19721975,2025-01-31,2024-10,2025-09,2025-09-30,242,"Восточный административный округ, Метрогородок, Открытое шоссе, дом 30, этаж 1, пом. 76Н",открытое шоссе 30,7,low,1,"Ozon | Здесь, аптека | Красное&Белое, продуктовый магазин","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Медицинские товары -> Аптеки | Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины","Ozon | Здесь, аптека | Красное&Белое, продуктовый магазин | Дикси Go!, минимаркет | Wildberries, пункт выдачи интернет-заказов","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Медицинские товары -> Аптеки | Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины | Торговые комплексы -> Супермаркеты | Общественное питание -> Пекарни"
19721983,https://investmoscow.ru/tenders/tender/19721983,2025-01-22,2024-10,2025-09,2025-09-30,251,"Юго-Западный административный округ, Гагаринский, Ленинский проспект, дом 41/2, Подвал № 0",ленинский проспект 41/2,5,low,,"Manicursha | Ichi Drums Moscow, школа барабанов | Ногтевая студия","Красота / Здоровье -> Ногтевые студии | Дополнительное образование / Развивающие курсы -> Музыкальные курсы | Спецмагазины -> Сборные модели, Товары для творчества","Manicursha | Ichi Drums Moscow, школа барабанов | Ногтевая студия | Машинки, магазин масштабных моделей | Культкартин","Красота / Здоровье -> Ногтевые студии | Дополнительное образование / Развивающие курсы -> Музыкальные курсы | Спецмагазины -> Сборные модели, Товары для творчества | Художественные изделия / материалы -> Художественные товары"
19721999,https://investmoscow.ru/tenders/tender/19721999,2025-01-31,2024-10,2025-09,2025-09-30,242,"Восточный административный округ, Метрогородок, Открытое шоссе, дом 30, этаж 1, пом. 90Н",открытое шоссе 30,7,low,1,"Ozon | Здесь, аптека | Красное&Белое, продуктовый магазин","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Медицинские товары -> Аптеки | Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины","Ozon | Здесь, аптека | Красное&Белое, продуктовый магазин | Дикси Go!, минимаркет | Wildberries, пункт выдачи интернет-заказов","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Медицинские товары -> Аптеки | Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины | Торговые комплексы -> Супермаркеты | Общественное питание -> Пекарни"
19722603,https://investmoscow.ru/tenders/tender/19722603,2025-01-28,2024-10,2025-09,2025-09-30,245,"Юго-Восточный административный округ, Южнопортовый, 3-й Крутицкий переулок, дом 11, Этаж № 2",3 й крутицкий переулок 11,12,low,1,"Московское долголетие, центр московского долголетия и молодости | Revenue Scout, агентство | Dental&cosmetology clinic, клиника стоматологии и косметологии",Центры творчества и досуга -> Культурно-досуговые центры для взрослых | Работа / Карьера -> Кадровые агентства | Медицинские услуги -> Частные стоматологии,"Московское долголетие, центр московского долголетия и молодости | Revenue Scout, агентство | Dental&cosmetology clinic, клиника стоматологии и косметологии | Пбу Эксперт, компания | Nemedlenno","Центры творчества и досуга -> Культурно-досуговые центры для взрослых | Работа / Карьера -> Кадровые агентства | Медицинские услуги -> Частные стоматологии | Бизнес-услуги, Юридические услуги -> Аудиторские услуги, Бухгалтерские услуги, Юридические услуги | Бизнес-услуги, Работа / Карьера -> Бизнес-тренинги, Кадровые агентства, Управленческий консалтинг"
19723308,https://investmoscow.ru/tenders/tender/19723308,2025-01-24,2024-10,2025-09,2025-09-30,249,"Восточный административный округ, Восточное Измайлово, Первомайская улица, дом 128/9, Этаж № 1",первомайская улица 128/9,1,medium,,Детская музыкальная школа им. В.И. Сафонова,Дополнительное образование / Развивающие курсы -> Детские музыкальные школы,Детская музыкальная школа им. В.И. Сафонова,Дополнительное образование / Развивающие курсы -> Детские музыкальные школы
19723402,https://investmoscow.ru/tenders/tender/19723402,2025-01-24,2024-10,2025-09,2025-09-30,249,"Юго-Западный административный округ, Теплый Стан, Ленинский проспект, дом 123, Подвал № 0",ленинский проспект 123,5,low,,"Exosomore | ADT Studio | Букетиссимо, магазин цветов","Красота / Здоровье -> Косметика / Парфюмерия | Автосервис -> Детейлинг, Тонирование автостёкол, Тюнинг | Общественное питание, Спецмагазины, Тара / Упаковка -> Кофейни, Сувенирные композиции, Товары для праздников, Услуги по упаковке подарков, Цветы","Exosomore | ADT Studio | Букетиссимо, магазин цветов | Pigment kiss | Anna Key, студия красоты","Красота / Здоровье -> Косметика / Парфюмерия | Автосервис -> Детейлинг, Тонирование автостёкол, Тюнинг | Общественное питание, Спецмагазины, Тара / Упаковка -> Кофейни, Сувенирные композиции, Товары для праздников, Услуги по упаковке подарков, Цветы | Красота / Здоровье -> Перманентный макияж | Красота / Здоровье -> Ногтевые студии, Услуги по оформлению ресниц / бровей"
19724311,https://investmoscow.ru/tenders/tender/19724311,2025-01-24,2024-10,2025-09,2025-09-30,249,"Юго-Западный административный округ, Гагаринский, Ленинский проспект, дом 70/11, Подвал № 0",ленинский проспект 70/11,2,low,,"Иль де ботэ, магазин косметики | BHairCouture, салон красоты","Красота / Здоровье -> Косметика / Парфюмерия | Красота / Здоровье -> Ногтевые студии, Парикмахерские","Иль де ботэ, магазин косметики | BHairCouture, салон красоты","Красота / Здоровье -> Косметика / Парфюмерия | Красота / Здоровье -> Ногтевые студии, Парикмахерские"
19724765,https://investmoscow.ru/tenders/tender/19724765,2025-02-05,2024-10,2025-09,2025-09-30,237,"Восточный административный округ, Северное Измайлово, улица Константина Федина, дом 13, этаж 1, пом. 2Н",улица константина федина 13,2,medium,,"Здравсити, аптека | Ермолино, фирменный магазин","Медицинские товары -> Аптеки, БАДы, Медицинские расходные материалы, Фитопродукция | Продукты питания -> Колбасные изделия, Кондитерские изделия, Молочные продукты, Мясо / Полуфабрикаты, Продуктовые магазины, Продукты быстрого приготовления, Сыры","Здравсити, аптека | Ермолино, фирменный магазин","Медицинские товары -> Аптеки, БАДы, Медицинские расходные материалы, Фитопродукция | Продукты питания -> Колбасные изделия, Кондитерские изделия, Молочные продукты, Мясо / Полуфабрикаты, Продуктовые магазины, Продукты быстрого приготовления, Сыры"
19724768,https://investmoscow.ru/tenders/tender/19724768,2025-02-05,2024-10,2025-09,2025-09-30,237,"Юго-Западный административный округ, Коньково, улица Введенского, дом 5, этаж 1, пом. 9Н",улица введенского 5,6,low,1,"Одс 244 | Авито, пункт выдачи заказов | Ozon",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты,"Одс 244 | Авито, пункт выдачи заказов | Ozon | Магнит, супермаркет | Wildberries, пункт выдачи интернет-заказов",Аварийные / справочные / экстренные службы -> Аварийные службы | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты | Медицинские товары -> Аптеки
19724770,https://investmoscow.ru/tenders/tender/19724770,2025-02-05,2024-10,2025-09,2025-09-30,237,"Западный административный округ, Солнцево, Родниковая улица, дом 5А, этаж 1, пом. 81Н",родниковая улица 5а,6,low,1,"Красное&Белое, продуктовый магазин | Яндекс Маркет, пункт выдачи интернет-заказов | Wildberries, пункт выдачи интернет-заказов","Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты","Красное&Белое, продуктовый магазин | Яндекс Маркет, пункт выдачи интернет-заказов | Wildberries, пункт выдачи интернет-заказов | Фасоль, минимаркет | Гав, ветеринарный кабинет","Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Торговые комплексы -> Супермаркеты | Ветеринария -> Ветеринарные аптеки, Ветеринарные клиники"
19725708,https://investmoscow.ru/tenders/tender/19725708,2025-01-28,2024-10,2025-09,2025-09-30,245,"Юго-Восточный административный округ, Выхино-Жулебино, Ташкентская улица, дом 19, Этаж № 1",ташкентская улица 19,2,medium,,"ВкусВилл, супермаркет | Шварцкайзер, магазин разливного пива","Общественное питание, Спецмагазины, Торговые комплексы -> Доставка еды, Доставка продуктов, Кулинарии, Супермаркеты | Напитки, Продукты питания -> Разливное пиво, Снеки","ВкусВилл, супермаркет | Шварцкайзер, магазин разливного пива","Общественное питание, Спецмагазины, Торговые комплексы -> Доставка еды, Доставка продуктов, Кулинарии, Супермаркеты | Напитки, Продукты питания -> Разливное пиво, Снеки"
19726306,https://investmoscow.ru/tenders/tender/19726306,2025-03-06,2024-10,2025-09,2025-09-30,208,"Западный административный округ, Филевский парк, Береговой проезд, дом 1Б, этаж 1, помещение 2Н",береговой проезд 1б,2,medium,1,"Seven sky, телекоммуникационная компания | 36, 6, аптека","Интернет, Услуги связи -> IP-телефония, Интернет-провайдеры, Кабельное телевидение | Медицинские товары -> Аптеки","Seven sky, телекоммуникационная компания | 36, 6, аптека","Интернет, Услуги связи -> IP-телефония, Интернет-провайдеры, Кабельное телевидение | Медицинские товары -> Аптеки"
