lot_id,url,purchase_date,prev_snapshot_label,snapshot_label,snapshot_date,days_after_purchase,lot_address,lot_address_norm,candidate_count,confidence,multilot_building,likely_company,likely_usage,company_candidates_preview,usage_candidates_preview
18543128,https://investmoscow.ru/tenders/tender/18543128,2022-03-23,2022-08,2022-12,2022-12-31,283,"Западный административный округ, Можайский, город Москва, улица Багрицкого, дом 61, Подвал № 0",улица багрицкого 61,12,low,1,"Сервисный центр по ремонту телефонов | Магнит, супермаркет | Металлические системы, производственная компания","Аудио / Видео / Бытовая техника, Компьютеры, Средства связи -> Ремонт / установка бытовой техники, Ремонт компьютеров, Ремонт мобильных телефонов | Торговые комплексы -> Супермаркеты | Металлы -> Металлоизделия","Сервисный центр по ремонту телефонов | Магнит, супермаркет | Металлические системы, производственная компания | Магазин строительных и хозяйственных товаров | Строймир","Аудио / Видео / Бытовая техника, Компьютеры, Средства связи -> Ремонт / установка бытовой техники, Ремонт компьютеров, Ремонт мобильных телефонов | Торговые комплексы -> Супермаркеты | Металлы -> Металлоизделия | Книги / Канцелярия, Отделочные материалы, Садово-хозяйственные товары, Строительные материалы / конструкции -> Канцелярские товары / Учебные принадлежности, Лакокрасочные материалы, Строительные материалы, Сухие строительные смеси, Теплоизоляционные материалы, Хозяйственные товары | Садово-хозяйственные товары, Сантехническое оборудование, Строительные материалы / конструкции -> Сантехника / Санфаянс, Строительные материалы, Хозяйственные товары"
18543302,https://investmoscow.ru/tenders/tender/18543302,2022-03-24,2022-05,2022-08,2022-08-31,160,"Восточный административный округ, Измайлово, Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 7-я Парковая улица, дом 27, Этаж № 1",7 я парковая улица 27,1,medium,,Самокат,"Спецмагазины -> Дарксторы, Доставка продуктов / хозтоваров",Самокат,"Спецмагазины -> Дарксторы, Доставка продуктов / хозтоваров"
18548262,https://investmoscow.ru/tenders/tender/18548262,2022-03-28,2022-08,2022-12,2022-12-31,278,"Юго-Восточный административный округ, Марьино, Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, улица Перерва, дом 54, Подвал № 0",улица перерва 54,21,low,,"Онлайн, автошкола | Вгостях, хостел | Росинка, частный детский сад","Дополнительное образование / Развивающие курсы -> Автошколы, Мотошколы, Центры повышения водительского мастерства | Туризм / Отдых -> Хостелы | Общее образование / Центры раннего развития детей -> Частные детские сады","Онлайн, автошкола | Вгостях, хостел | Росинка, частный детский сад | Справки.ру, медицинский центр | Basseyn.pro, компания","Дополнительное образование / Развивающие курсы -> Автошколы, Мотошколы, Центры повышения водительского мастерства | Туризм / Отдых -> Хостелы | Общее образование / Центры раннего развития детей -> Частные детские сады | Медицинские услуги -> Медицинские комиссии | Промышленное оборудование, Строительные / монтажные работы, Строительство зданий / сооружений -> Оборудование для бассейнов, Сервисное обслуживание бассейнов, Строительство / монтаж бассейнов, аквапарков"
18548975,https://investmoscow.ru/tenders/tender/18548975,2022-03-30,2022-01,2022-05,2022-05-31,62,"Центральный административный округ, Хамовники, Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Кропоткинский переулок, дом 14, Подвал № 0",кропоткинский переулок 14,5,low,,"Ароматный мир, сеть винных супермаркетов | Промышленные системы УФ обеззараживания | Магазин ультрафиолетовых систем","Напитки -> Алкогольные напитки, Безалкогольные напитки | Климатическое оборудование, Сантехническое оборудование -> Оборудование для очистки воды, Очистители воздуха | Медицинские товары -> Медицинское оборудование / инструмент","Ароматный мир, сеть винных супермаркетов | Промышленные системы УФ обеззараживания | Магазин ультрафиолетовых систем | Компания по продаже компрессоров | МЭЛФОРД","Напитки -> Алкогольные напитки, Безалкогольные напитки | Климатическое оборудование, Сантехническое оборудование -> Оборудование для очистки воды, Очистители воздуха | Медицинские товары -> Медицинское оборудование / инструмент | Промышленное оборудование, Сантехническое оборудование -> Насосное оборудование, Пневматическое / компрессорное оборудование, Ремонт промышленного оборудования, Системы отопления / водоснабжения / канализации | Полезные ископаемые -> Добыча полезных ископаемых"
18551673,https://investmoscow.ru/tenders/tender/18551673,2022-04-01,2022-05,2022-08,2022-08-31,152,"Северо-Восточный административный округ, Северное Медведково, Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Медведково, Осташковская улица, дом 28, Этаж № 1",осташковская улица 28,7,low,,"СервисШоп | Градди, торговая компания | Банзайавто, интернет-магазин автозапчастей","Мебель, Торговое оборудование -> Корпусная мебель, Стеллажи / Витрины | Строительные материалы / конструкции -> Железобетонные изделия, Материалы для дорожного строительства | Автотовары -> Автозапчасти для иномарок","СервисШоп | Градди, торговая компания | Банзайавто, интернет-магазин автозапчастей | XSvet, интернет-магазин светотехники | Центр по ремонту телефонов","Мебель, Торговое оборудование -> Корпусная мебель, Стеллажи / Витрины | Строительные материалы / конструкции -> Железобетонные изделия, Материалы для дорожного строительства | Автотовары -> Автозапчасти для иномарок | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Средства связи -> Ремонт мобильных телефонов"
18554309,https://investmoscow.ru/tenders/tender/18554309,2022-04-01,2022-08,2022-12,2022-12-31,274,"Юго-Западный административный округ, Академический, Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Кржижановского, дом 3, Подвал № 0",улица кржижановского 3,11,low,,"Тритон-импорт, магазин запчастей для американских автомобилей и материалов для шиномонтажа | To4ika, студия заточки | Sabina, салон красоты","Автотовары, Оборудование для сферы услуг -> Автозапчасти для иномарок, Оборудование для автосервиса | Инструмент -> Заточка / шлифовка режущих инструментов | Красота / Здоровье -> Ногтевые студии, Парикмахерские, Услуги по уходу за ресницами / бровями","Тритон-импорт, магазин запчастей для американских автомобилей и материалов для шиномонтажа | To4ika, студия заточки | Sabina, салон красоты | Дом быта | Нуга бест, торговая компания","Автотовары, Оборудование для сферы услуг -> Автозапчасти для иномарок, Оборудование для автосервиса | Инструмент -> Заточка / шлифовка режущих инструментов | Красота / Здоровье -> Ногтевые студии, Парикмахерские, Услуги по уходу за ресницами / бровями | Ателье, Бытовые услуги, Обувь -> Ателье швейные, Изготовление ключей, Мастерские по ремонту одежды, Ремонт обуви / кожгалантереи | Медицинские товары -> Массажное оборудование / приборы, Медицинские приборы"
18555368,https://investmoscow.ru/tenders/tender/18555368,2022-03-29,2022-01,2022-05,2022-05-31,63,"Северный административный округ, Савеловский, Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, Петровско-Разумовский проезд, дом 16, Подвал № 0",петровско разумовский проезд 16,1,high,1,"Хмель&солод, сеть магазинов-баров","Напитки, Общественное питание -> Бары, Доставка готовых блюд, Магазины разливного пива","Хмель&солод, сеть магазинов-баров","Напитки, Общественное питание -> Бары, Доставка готовых блюд, Магазины разливного пива"
18556739,https://investmoscow.ru/tenders/tender/18556739,2022-03-30,2022-01,2022-05,2022-05-31,62,"Центральный административный округ, Мещанский, Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, проспект Мира, дом 38, Этаж № 1",проспект мира 38,7,low,,"Аурум | Аурум, центр скупки | Сервисный центр по ремонту телефонов","Банковские / финансовые услуги -> Ломбарды | Спецмагазины, Химия / Вторсырьё, Художественные изделия / материалы -> Антиквариат, Комиссионные магазины, Покупка драгоценных металлов / ювелирных изделий, Приём / переработка драгоценных металлов, Филателия / Нумизматика, Часы / Аксессуары, Ювелирные изделия, Ювелирные камни | Компьютеры, Средства связи -> Аксессуары к мобильным телефонам, Ремонт компьютеров, Ремонт мобильных телефонов","Аурум | Аурум, центр скупки | Сервисный центр по ремонту телефонов | Много цветов, цветочный магазин | Табачный магазин","Банковские / финансовые услуги -> Ломбарды | Спецмагазины, Химия / Вторсырьё, Художественные изделия / материалы -> Антиквариат, Комиссионные магазины, Покупка драгоценных металлов / ювелирных изделий, Приём / переработка драгоценных металлов, Филателия / Нумизматика, Часы / Аксессуары, Ювелирные изделия, Ювелирные камни | Компьютеры, Средства связи -> Аксессуары к мобильным телефонам, Ремонт компьютеров, Ремонт мобильных телефонов | Спецмагазины, Тара / Упаковка -> Доставка цветов, Подарочная упаковка, Сувенирные композиции, Сувениры, Цветы | Продукты питания -> Табачные изделия / Товары для курения, Электронные сигареты"
18559831,https://investmoscow.ru/tenders/tender/18559831,2022-04-08,2022-01,2022-05,2022-05-31,53,"Северо-Восточный административный округ, Останкинский, Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, проезд Ольминского, дом 3, Этаж № 1, Подвал № 0",проезд ольминского 3,2,medium,,"Смирнов Диджитал, маркетинговое агентство | АвтоШиномонтаж","Рекламные услуги -> Маркетинговые / социологические исследования, Размещение рекламы в интернете | Автосервис -> Авторемонт и техобслуживание (СТО), Ремонт ходовой части автомобиля, Шиномонтаж","Смирнов Диджитал, маркетинговое агентство | АвтоШиномонтаж","Рекламные услуги -> Маркетинговые / социологические исследования, Размещение рекламы в интернете | Автосервис -> Авторемонт и техобслуживание (СТО), Ремонт ходовой части автомобиля, Шиномонтаж"
18559903,https://investmoscow.ru/tenders/tender/18559903,2022-04-06,2022-05,2022-08,2022-08-31,147,"Восточный административный округ, Ивановское, Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Малый Купавенский проезд, дом 3, Этаж №1",малый купавенский проезд 3,1,high,,"Пятёрочка, супермаркет","Спецмагазины, Торговые комплексы -> Доставка продуктов / хозтоваров, Супермаркеты","Пятёрочка, супермаркет","Спецмагазины, Торговые комплексы -> Доставка продуктов / хозтоваров, Супермаркеты"
18560098,https://investmoscow.ru/tenders/tender/18560098,2022-04-08,2022-01,2022-05,2022-05-31,53,"Западный административный округ, Кунцево, город Москва, Рублёвское шоссе, дом 101, Этаж № 1",рублевское шоссе 101,2,medium,1,"Кофейня | Milano, химчистка","Ателье, Бытовые услуги -> Ателье меховые / кожаные, Ателье швейные, Мастерские по ремонту одежды, Химчистки одежды / текстиля","Кофейня | Milano, химчистка","Ателье, Бытовые услуги -> Ателье меховые / кожаные, Ателье швейные, Мастерские по ремонту одежды, Химчистки одежды / текстиля"
18560952,https://investmoscow.ru/tenders/tender/18560952,2022-04-06,2022-05,2022-08,2022-08-31,147,"Западный административный округ, Очаково-Матвеевское, Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Озёрная улица, дом 10, Подвал № 0",озерная улица 10,5,low,1,"СберМегаМаркет, маркетплейс | Нотариус Молокова Н.В. | Сбербанк Страхование, страховая компания",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Юридические услуги -> Нотариальные услуги | Страхование -> Страхование,"СберМегаМаркет, маркетплейс | Нотариус Молокова Н.В. | Сбербанк Страхование, страховая компания | СберБанк | Ниармедик, клиника","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Юридические услуги -> Нотариальные услуги | Страхование -> Страхование | Банковские / финансовые услуги -> Банки, Инвестиционные драгоценные металлы, Ипотечные кредиты, Обмен валюты | Красота / Здоровье, Медицинские услуги -> SPA-процедуры, Диагностические центры, Лечение ЛОР-заболеваний, Медицинские анализы, Медицинские комиссии, Многопрофильные медицинские центры, Ортопедия и травматология, Очищение организма, Пластическая хирургия, Стоматологические центры, Услуги аллерголога / иммунолога, Услуги ведения беременности, Услуги гастроэнтеролога, Услуги гематолога, Услуги гепатолога, Услуги гинеколога, Услуги дерматовенеролога, Услуги детских врачей, Услуги инфекциониста, Услуги кардиолога, Услуги косметолога, Услуги логопеда, Услуги маммолога, Услуги массажиста, Услуги"
18560975,https://investmoscow.ru/tenders/tender/18560975,2022-04-06,2022-05,2022-08,2022-08-31,147,"Западный административный округ, Очаково-Матвеевское, Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Озёрная улица, дом 10, подвал № 0",озерная улица 10,5,low,1,"СберМегаМаркет, маркетплейс | Нотариус Молокова Н.В. | Сбербанк Страхование, страховая компания",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Юридические услуги -> Нотариальные услуги | Страхование -> Страхование,"СберМегаМаркет, маркетплейс | Нотариус Молокова Н.В. | Сбербанк Страхование, страховая компания | СберБанк | Ниармедик, клиника","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Юридические услуги -> Нотариальные услуги | Страхование -> Страхование | Банковские / финансовые услуги -> Банки, Инвестиционные драгоценные металлы, Ипотечные кредиты, Обмен валюты | Красота / Здоровье, Медицинские услуги -> SPA-процедуры, Диагностические центры, Лечение ЛОР-заболеваний, Медицинские анализы, Медицинские комиссии, Многопрофильные медицинские центры, Ортопедия и травматология, Очищение организма, Пластическая хирургия, Стоматологические центры, Услуги аллерголога / иммунолога, Услуги ведения беременности, Услуги гастроэнтеролога, Услуги гематолога, Услуги гепатолога, Услуги гинеколога, Услуги дерматовенеролога, Услуги детских врачей, Услуги инфекциониста, Услуги кардиолога, Услуги косметолога, Услуги логопеда, Услуги маммолога, Услуги массажиста, Услуги"
18560986,https://investmoscow.ru/tenders/tender/18560986,2022-04-06,2022-05,2022-08,2022-08-31,147,"Западный административный округ, Очаково-Матвеевское, Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Озёрная улица, дом 10, подвал № 0",озерная улица 10,5,low,1,"СберМегаМаркет, маркетплейс | Нотариус Молокова Н.В. | Сбербанк Страхование, страховая компания",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Юридические услуги -> Нотариальные услуги | Страхование -> Страхование,"СберМегаМаркет, маркетплейс | Нотариус Молокова Н.В. | Сбербанк Страхование, страховая компания | СберБанк | Ниармедик, клиника","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Юридические услуги -> Нотариальные услуги | Страхование -> Страхование | Банковские / финансовые услуги -> Банки, Инвестиционные драгоценные металлы, Ипотечные кредиты, Обмен валюты | Красота / Здоровье, Медицинские услуги -> SPA-процедуры, Диагностические центры, Лечение ЛОР-заболеваний, Медицинские анализы, Медицинские комиссии, Многопрофильные медицинские центры, Ортопедия и травматология, Очищение организма, Пластическая хирургия, Стоматологические центры, Услуги аллерголога / иммунолога, Услуги ведения беременности, Услуги гастроэнтеролога, Услуги гематолога, Услуги гепатолога, Услуги гинеколога, Услуги дерматовенеролога, Услуги детских врачей, Услуги инфекциониста, Услуги кардиолога, Услуги косметолога, Услуги логопеда, Услуги маммолога, Услуги массажиста, Услуги"
18561004,https://investmoscow.ru/tenders/tender/18561004,2022-04-06,2022-05,2022-08,2022-08-31,147,"Западный административный округ, Очаково-Матвеевское, Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Озёрная улица, дом 10, подвал № 0",озерная улица 10,5,low,1,"СберМегаМаркет, маркетплейс | Нотариус Молокова Н.В. | Сбербанк Страхование, страховая компания",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Юридические услуги -> Нотариальные услуги | Страхование -> Страхование,"СберМегаМаркет, маркетплейс | Нотариус Молокова Н.В. | Сбербанк Страхование, страховая компания | СберБанк | Ниармедик, клиника","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Юридические услуги -> Нотариальные услуги | Страхование -> Страхование | Банковские / финансовые услуги -> Банки, Инвестиционные драгоценные металлы, Ипотечные кредиты, Обмен валюты | Красота / Здоровье, Медицинские услуги -> SPA-процедуры, Диагностические центры, Лечение ЛОР-заболеваний, Медицинские анализы, Медицинские комиссии, Многопрофильные медицинские центры, Ортопедия и травматология, Очищение организма, Пластическая хирургия, Стоматологические центры, Услуги аллерголога / иммунолога, Услуги ведения беременности, Услуги гастроэнтеролога, Услуги гематолога, Услуги гепатолога, Услуги гинеколога, Услуги дерматовенеролога, Услуги детских врачей, Услуги инфекциониста, Услуги кардиолога, Услуги косметолога, Услуги логопеда, Услуги маммолога, Услуги массажиста, Услуги"
18567841,https://investmoscow.ru/tenders/tender/18567841,2022-04-28,2022-01,2022-05,2022-05-31,33,"Северо-Восточный административный округ, Алексеевский, Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, проспект Мира, дом 146, подвал № 0",проспект мира 146,8,low,,"Пункт утилизации смартфонов | Аурум, сеть ломбардов и скупки золота | Аурум, сеть центров скупки золота и ювелирных изделий",Бытовые услуги -> Пункты приёма | Банковские / финансовые услуги -> Ломбарды | Спецмагазины -> Покупка драгоценных металлов / ювелирных изделий,"Пункт утилизации смартфонов | Аурум, сеть ломбардов и скупки золота | Аурум, сеть центров скупки золота и ювелирных изделий | Магазин женской одежды и текстиля | Мир табака, магазин табачных изделий","Бытовые услуги -> Пункты приёма | Банковские / финансовые услуги -> Ломбарды | Спецмагазины -> Покупка драгоценных металлов / ювелирных изделий | Одежда / Аксессуары, Текстиль -> Женская одежда, Постельные принадлежности / Текстиль для дома, Трикотажные изделия | Продукты питания -> Табачные изделия / Товары для курения"
18568027,https://investmoscow.ru/tenders/tender/18568027,2022-04-28,2022-01,2022-05,2022-05-31,33,"Северо-Западный административный округ, Южное Тушино, город Москва, улица Василия Петушкова, дом 17, Этаж № 1",улица василия петушкова 17,5,low,,"Авторский сад, ландшафтная мастерская | Planter, мастерская декоративных садовых контейнеров | Саша и Паша, компания","Архитектура / Проектирование / Дизайн -> Ландшафтная архитектура | Мебель -> Садово-парковая мебель / Аксессуары | Климатическое оборудование, Строительные / монтажные работы -> Высотные работы, Кондиционеры, Монтаж климатических систем, Сварочные работы","Авторский сад, ландшафтная мастерская | Planter, мастерская декоративных садовых контейнеров | Саша и Паша, компания | КОПРОКОН, интернет-магазин | EuroStock, магазин","Архитектура / Проектирование / Дизайн -> Ландшафтная архитектура | Мебель -> Садово-парковая мебель / Аксессуары | Климатическое оборудование, Строительные / монтажные работы -> Высотные работы, Кондиционеры, Монтаж климатических систем, Сварочные работы | Мебель, Тара / Упаковка, Торговое оборудование -> Металлическая мебель для помещений, Пластиковая тара, Стеллажи / Витрины | Одежда / Аксессуары -> Женская одежда, Мужская одежда"
18569627,https://investmoscow.ru/tenders/tender/18569627,2022-04-28,2022-05,2022-08,2022-08-31,125,"Северо-Западный административный округ, Хорошево-Мневники, город Москва, Новохорошёвский проезд, дом 18, Подвал № 0",новохорошевский проезд 18,2,medium,,"Дикси, супермаркет | Фортуна, салон красоты","Торговые комплексы -> Супермаркеты | Красота / Здоровье -> Ногтевые студии, Парикмахерские, Студии загара, Услуги визажиста, Услуги имидж-консультанта, Услуги косметолога, Услуги массажиста, Услуги по уходу за ресницами / бровями","Дикси, супермаркет | Фортуна, салон красоты","Торговые комплексы -> Супермаркеты | Красота / Здоровье -> Ногтевые студии, Парикмахерские, Студии загара, Услуги визажиста, Услуги имидж-консультанта, Услуги косметолога, Услуги массажиста, Услуги по уходу за ресницами / бровями"
18571596,https://investmoscow.ru/tenders/tender/18571596,2022-05-16,2022-08,2022-12,2022-12-31,229,"Северо-Восточный административный округ, Бибирево, город Москва, улица Пришвина, дом 21, Этаж № 1",улица пришвина 21,7,low,,"Ароматный мир, винный супермаркет | Анна, салон-парикмахерская | Филиал №1","Напитки -> Алкогольные напитки, Безалкогольные напитки | Красота / Здоровье -> Ногтевые студии, Парикмахерские, Услуги по уходу за ресницами / бровями | Социальные учреждения -> Молочные кухни","Ароматный мир, винный супермаркет | Анна, салон-парикмахерская | Филиал №1 | Ингосстрах, страховая компания | Tort4u, кондитерская мастерская","Напитки -> Алкогольные напитки, Безалкогольные напитки | Красота / Здоровье -> Ногтевые студии, Парикмахерские, Услуги по уходу за ресницами / бровями | Социальные учреждения -> Молочные кухни | Страхование -> Страхование | Одежда / Аксессуары, Продукты питания, Спецмагазины -> Кондитерские изделия, Свадебные товары, Товары для праздничного оформления / организации праздников, Хлебобулочные изделия"
18574941,https://investmoscow.ru/tenders/tender/18574941,2022-05-12,2022-05,2022-08,2022-08-31,111,"Юго-Восточный административный округ, Кузьминки, Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, улица Юных Ленинцев, дом 73, Этаж 1, пом. 1Н",улица юных ленинцев 73,1,high,,"Wildberries, интернет-магазин",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,"Wildberries, интернет-магазин",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов
18574962,https://investmoscow.ru/tenders/tender/18574962,2022-05-12,2022-08,2022-12,2022-12-31,233,"Северный административный округ, Головинский, Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Авангардная улица, дом 10А, Этаж 1, пом. 1Н",авангардная улица 10а,2,medium,1,"Мой новый дом, центр информирования по переселению | OZON, Пункт выдачи товара",Аварийные / справочные / экстренные службы -> Справочно-информационные услуги | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,"Мой новый дом, центр информирования по переселению | OZON, Пункт выдачи товара",Аварийные / справочные / экстренные службы -> Справочно-информационные услуги | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов
18574964,https://investmoscow.ru/tenders/tender/18574964,2022-05-12,2022-08,2022-12,2022-12-31,233,"Северный административный округ, Головинский, Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Авангардная улица, дом 10А, Этаж 1, пом. 5Н",авангардная улица 10а,2,medium,1,"Мой новый дом, центр информирования по переселению | OZON, Пункт выдачи товара",Аварийные / справочные / экстренные службы -> Справочно-информационные услуги | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,"Мой новый дом, центр информирования по переселению | OZON, Пункт выдачи товара",Аварийные / справочные / экстренные службы -> Справочно-информационные услуги | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов
18575249,https://investmoscow.ru/tenders/tender/18575249,2022-05-20,2022-08,2022-12,2022-12-31,225,"Юго-Восточный административный округ, Лефортово, Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Энергетическая улица, дом 4, Подвал № 0",энергетическая улица 4,3,medium,,"Библиотека №118 им. В.Н.Соколова | Юго-Восток, центр досуга и спорта | Лингвитания, языковой центр","Издательское дело / Полиграфия, Культура / Искусство -> Библиотеки, Копировальные услуги | Спортивные клубы / школы, Центры творчества и досуга -> Детские / подростковые клубы, Обучение танцам | Дополнительное образование / Развивающие курсы -> Помощь в обучении, Языковые школы","Библиотека №118 им. В.Н.Соколова | Юго-Восток, центр досуга и спорта | Лингвитания, языковой центр","Издательское дело / Полиграфия, Культура / Искусство -> Библиотеки, Копировальные услуги | Спортивные клубы / школы, Центры творчества и досуга -> Детские / подростковые клубы, Обучение танцам | Дополнительное образование / Развивающие курсы -> Помощь в обучении, Языковые школы"
18575421,https://investmoscow.ru/tenders/tender/18575421,2022-05-23,2022-08,2022-12,2022-12-31,222,"Восточный административный округ, Сокольники, Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Стромынка, дом 11, Этаж № 3",улица стромынка 11,14,low,1,"Росавтодор, федеральное дорожное агентство | Итема, туроператор | Сталкер, хостел",Органы государственного управления / надзора -> Федеральные службы | Туризм / Отдых -> Туроператоры | Туризм / Отдых -> Хостелы,"Росавтодор, федеральное дорожное агентство | Итема, туроператор | Сталкер, хостел | Стромынка, гостиница | Сокольники, детский молодежный центр",Органы государственного управления / надзора -> Федеральные службы | Туризм / Отдых -> Туроператоры | Туризм / Отдых -> Хостелы | Туризм / Отдых -> Гостиницы | Центры творчества и досуга -> Детские / подростковые клубы
18576173,https://investmoscow.ru/tenders/tender/18576173,2022-05-20,2022-01,2022-05,2022-05-31,11,"Юго-Западный административный округ, Котловка, Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, Севастопольский проспект, дом 37, этаж № 1, подвал № 0",севастопольский проспект 37,2,medium,,"Служба вскрытия и замены замков | Cainiao, пункт выдачи","Бытовые услуги -> Вскрытие / обслуживание замков, дверей | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов","Служба вскрытия и замены замков | Cainiao, пункт выдачи","Бытовые услуги -> Вскрытие / обслуживание замков, дверей | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов"
18576243,https://investmoscow.ru/tenders/tender/18576243,2022-05-20,2022-08,2022-12,2022-12-31,225,"Восточный административный округ, Измайлово, Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 7-я Парковая улица, дом 5, Подвал № 0",7 я парковая улица 5,1,high,,"Wildberries, интернет-магазин",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,"Wildberries, интернет-магазин",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов
