lot_id,status,after_days,after_snapshot,confidence,likely_company,dropped
19746770,all_filtered,200,2025-09,,,IMPLAUSIBLE: Центр информирования по переселению (Аварийные / справочные / экстренные службы -> Справочные)
19746771,all_filtered,200,2025-09,,,IMPLAUSIBLE: Центр информирования по переселению (Аварийные / справочные / экстренные службы -> Справочные)
19746772,all_filtered,200,2025-09,,,IMPLAUSIBLE: Центр информирования по переселению (Аварийные / справочные / экстренные службы -> Справочные)
19746773,all_filtered,200,2025-09,,,IMPLAUSIBLE: Центр информирования по переселению (Аварийные / справочные / экстренные службы -> Справочные)
19746774,all_filtered,200,2025-09,,,IMPLAUSIBLE: Центр информирования по переселению (Аварийные / справочные / экстренные службы -> Справочные)
19746775,all_filtered,200,2025-09,,,IMPLAUSIBLE: Центр информирования по переселению (Аварийные / справочные / экстренные службы -> Справочные)
19746942,all_filtered,200,2025-09,,,IMPLAUSIBLE: Центр информирования по переселению (Аварийные / справочные / экстренные службы -> Справочные)
19748671,all_filtered,195,2025-09,,,IMPLAUSIBLE: Центр информирования по переселению (Аварийные / справочные / экстренные службы -> Справочные)
19749222,all_filtered,195,2025-09,,,IMPLAUSIBLE: Центр информирования по переселению (Аварийные / справочные / экстренные службы -> Справочные)
19752317,added,196,2025-09,high,"Альба, туристическое агентство",
19753311,added,189,2025-09,medium,"Дикси, супермаркет","IMPLAUSIBLE: Бери заряд!, станция зарядки телефонов (Средства связи -> Станции зарядки телефонов)"
19756596,all_filtered,188,2025-09,,,"AREA(145m² vs 250-6000): Sfera dance club, студия танцев"
19757060,added,193,2025-09,high,Дом быта,
19758543,added,193,2025-09,medium,Охрана Росгвардии,"IMPLAUSIBLE: Участок №1, Участковый пункт полиции (Правоохранительные органы -> Участковые пункты полиции)"
19761296,added,188,2025-09,medium,"Ника, фирменный салон ювелирных часов | Центр неврологии и педиатрии",
19762293,all_filtered,183,2025-09,,,IMPLAUSIBLE: Центр информирования по переселению (Аварийные / справочные / экстренные службы -> Справочные)
19762312,all_filtered,183,2025-09,,,IMPLAUSIBLE: Центр информирования по переселению (Аварийные / справочные / экстренные службы -> Справочные)
19762327,all_filtered,183,2025-09,,,IMPLAUSIBLE: Центр информирования по переселению (Аварийные / справочные / экстренные службы -> Справочные)
19762430,all_filtered,187,2025-09,,,"AREA(31m² vs 50-42000): Самокат, офис"
