номер_лота,rs_chains_count,rs_categories,rs_top_chains,rs_top_category
18274754,59,"Аптеки, Банки, Детские товары, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК; HOME CREDIT BANK; 4 ЛАПЫ,Супермаркет/Гипермаркет
18335545,69,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Пунк выдачи, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ЮНИФАРМА; ПАРАЦЕЛЬС; 36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛИЧКИ; ДИАЛОГ; РОСАПТЕКА,Аптеки
18337692,51,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК; HOME CREDIT BANK; 4 ЛАПЫ,Ювелирный
18351262,67,"Аптеки, Банки, Дарксторы, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК; HOME CREDIT BANK; OZON fresh,Супермаркет/Гипермаркет
18356371,60,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК; HOME CREDIT BANK; 4 ЛАПЫ,Ювелирный
18359098,79,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Медицина, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Пунк выдачи, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",РИГЛА; 36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ГОРЗДРАВ; СТОЛЕТНИК; МЕЛОДИЯ ЗДОРОВЬЯ; МАСАВИТ,Аптеки
18360372,67,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК; HOME CREDIT BANK; 4 ЛАПЫ,Общепит
18419721,66,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Пунк выдачи, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",РИГЛА; ЮНИФАРМА; ПАРАЦЕЛЬС; 36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; МАСАВИТ,Аптеки
18419939,86,"Алкомаркеты, Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Медицина, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",КРАСНОЕ И БЕЛОЕ; ВИНЛАБ; ГРАДУСЫ; WINESTYLE; WINE STYLE; БУТЫЛЬ; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ,Ювелирный
18421800,72,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Медицина, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Пунк выдачи, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",РИГЛА; ЮНИФАРМА; ПАРАЦЕЛЬС; 36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; МАСАВИТ,Аптеки
18453571,52,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК,Ювелирный
18457393,46,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК; HOME CREDIT BANK; 4 ЛАПЫ,Ювелирный
18459539,69,"Алкомаркеты, Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ГРАДУСЫ; WINESTYLE; WINE STYLE; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ,Супермаркет/Гипермаркет
18460267,82,"Алкомаркеты, Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Медицина, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Пунк выдачи, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",КРАСНОЕ И БЕЛОЕ; ВИНЛАБ; АРОМАТНЫЙ МИР; МИЛЬСТРИМ; WINESTYLE; SIMPLE WINE; WINE STYLE; БУТЫЛЬ,Аптеки
18460351,65,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Пунк выдачи, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",РИГЛА; ЮНИФАРМА; 36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; МЕЛОДИЯ ЗДОРОВЬЯ; МАСАВИТ,Аптеки
18460371,54,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; ЖИВИКА,Аптеки
18460413,46,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК; HOME CREDIT BANK; 4 ЛАПЫ,Ювелирный
18460585,83,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Медицина, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛИЧКИ; ДИАЛОГ; НЕОФАРМ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; ПЛАНЕТА ЗДОРОВЬЯ,Ювелирный
18460595,54,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; ЖИВИКА; АЛЬФАБАНК,Ювелирный
18460639,86,"Алкомаркеты, Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Медицина, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",КРАСНОЕ И БЕЛОЕ; ВИНЛАБ; ГРАДУСЫ; WINESTYLE; WINE STYLE; БУТЫЛЬ; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ,Ювелирный
18460713,68,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Пунк выдачи, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",РИГЛА; ЮНИФАРМА; 36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; МЕЛОДИЯ ЗДОРОВЬЯ; МАСАВИТ,Аптеки
18460870,53,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК,Ювелирный
18461811,76,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛИЧКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; ПЛАНЕТА ЗДОРОВЬЯ; АЛЬФАБАНК,Ювелирный
18479205,51,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК; HOME CREDIT BANK; 4 ЛАПЫ,Ювелирный
18482318,73,"Алкомаркеты, Аптеки, Банки, Дарксторы, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ГРАДУСЫ; WINESTYLE; WINE STYLE; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ,Супермаркет/Гипермаркет
18482658,71,"Аптеки, Банки, Дарксторы, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; СБЕРБАНК; АЛЬФАБАНК; HOME CREDIT BANK,Супермаркет/Гипермаркет
18483745,55,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ЮНИФАРМА; 36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ,Ювелирный
18483889,41,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК; HOME CREDIT BANK; 4 ЛАПЫ,Ювелирный
18485079,44,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК; HOME CREDIT BANK; 4 ЛАПЫ,Ювелирный
18485247,60,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК; HOME CREDIT BANK; 4 ЛАПЫ,Ювелирный
18486140,68,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК; HOME CREDIT BANK; 4 ЛАПЫ,Супермаркет/Гипермаркет
18486174,80,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Медицина, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ЮНИФАРМА; ПАРАЦЕЛЬС; 36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛИЧКИ; ДИАЛОГ; НЕОФАРМ,Аптеки
18486305,54,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; ЖИВИКА; АЛЬФАБАНК,Ювелирный
18486346,89,"Алкомаркеты, Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Медицина, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",КРАСНОЕ И БЕЛОЕ; ВИНЛАБ; ГРАДУСЫ; WINESTYLE; WINE STYLE; БУТЫЛЬ; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ,Ювелирный
18486825,71,"Аптеки, Банки, Дарксторы, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; СБЕРБАНК; АЛЬФАБАНК; HOME CREDIT BANK,Супермаркет/Гипермаркет
18486955,55,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; ЖИВИКА,Ювелирный
18487639,68,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",РИГЛА; 36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; МЕЛОДИЯ ЗДОРОВЬЯ; МАСАВИТ; ДИАЛОГ,Аптеки
18489764,59,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; ЖИВИКА; АЛЬФАБАНК,Ювелирный
18493038,54,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; ЖИВИКА,Аптеки
18493146,82,"Аптеки, Банки, Дарксторы, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; ПЛАНЕТА ЗДОРОВЬЯ; АЛЬФАБАНК; HOME CREDIT BANK,Супермаркет/Гипермаркет
18493822,54,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; ЖИВИКА,Аптеки
18495606,52,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК,Ювелирный
18495797,75,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Медицина, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Пунк выдачи, Развлечения/кинотеатры, Салоны красоты, барбершопы, парикмахерские, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",РИГЛА; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; МЕЛОДИЯ ЗДОРОВЬЯ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; СБЕРБАНК,Ювелирный
18497539,80,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Медицина, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛИЧКИ; ДИАЛОГ; НЕОФАРМ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; ПЛАНЕТА ЗДОРОВЬЯ,Ювелирный
18497837,59,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Пунк выдачи, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ГОРЗДРАВ; СТОЛЕТНИК; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ,Ювелирный
18497908,67,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны красоты, барбершопы, парикмахерские, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",РИГЛА; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; МЕЛОДИЯ ЗДОРОВЬЯ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК,Ювелирный
18499876,59,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; ЖИВИКА; АЛЬФАБАНК,Ювелирный
18500653,55,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; СТОЛЕТНИК; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; АЛЬФАБАНК,Ювелирный
18500665,59,"Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",36И6; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ; ДИАЛОГ; РОСАПТЕКА; ГАРМОНИЯ ЗДОРОВЬЯ; ЖИВИКА; АЛЬФАБАНК,Ювелирный
18500697,85,"Алкомаркеты, Аптеки, Банки, Зоомагазины, Кофе с собой, Мебель, Медицина, Обувь, Общепит, Одежда, Оптика, Парфюмерия и косметика, Продукты, Развлечения/кинотеатры, Салоны связи, Спорт, Стройматериалы, Супермаркет/Гипермаркет, Товары для дома, Фото/печатные салоны, Электронника, бытовая техника, Ювелирный",КРАСНОЕ И БЕЛОЕ; ВИНЛАБ; ГРАДУСЫ; WINESTYLE; WINE STYLE; БУТЫЛЬ; ДОКТОР СТОЛЕТОВ; ОЗЕРКИ,Ювелирный
