номер_лота,площадь_м²,этаж,confidence,source,status,orig_company,new_company,dropped,drop_reasons
19917272,86.4,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
19917273,127.6,1,high,gap_snapshot_2026-04,unchanged,Винлаб,Винлаб,,
19917274,153.6,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
19917276,76.7,1,high,gap_snapshot_2026-04,unchanged,Винлаб,Винлаб,,
19917277,77.1,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
19917279,66.1,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
19917487,100.7,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
19917606,141.9,1,medium,0-180d_recent_2026-04,unchanged,"Ir, ногтевая студия","Ir, ногтевая студия",,
19917788,206.3,1,medium,0-180d_recent_2026-04,unchanged,"Wildberries, пункт выдачи заказов | Ozon","Wildberries, пункт выдачи заказов | Ozon",,
19917846,138.8,1,medium,gap_snapshot_2026-02,filtered_candidates,Астрея | Малышев Спорт,Астрея,Малышев Спорт,AREA_MISMATCH(139m² vs 250-6000 for Спорт): Малышев Спорт
19918092,117.9,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
19918109,52.1,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
19918124,124.6,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
19918153,91.4,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
19918169,157.4,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
19918172,59.8,3,medium,gap_snapshot_2026-04,unchanged,Вы здоровы | Kivi,Вы здоровы | Kivi,,
19918194,114.9,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
19918207,114.2,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
19918219,96.2,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries,Ozon | Wildberries,,
19920371,51.9,1,medium,0-180d_recent_2026-04,unchanged,"Лохматый Кашалот, офис","Лохматый Кашалот, офис",,
19922698,52.3,1,high,gap_snapshot_2026-02,unchanged,Ozon,Ozon,,
19923168,153.8,1,high,0-180d_recent_2026-04,unchanged,"Resort Holiday, туристическое агентство","Resort Holiday, туристическое агентство",,
19923263,279.5,Подвал,medium,0-180d_recent_2026-04,unchanged,"Авито, пункт выдачи заказов | Энергетическая улица, 7 | Wildberries, пункт выдачи заказов","Авито, пункт выдачи заказов | Энергетическая улица, 7 | Wildberries, пункт выдачи заказов",,
19924667,166.3,1,high,gap_snapshot_2026-04,unchanged,Wildberries,Wildberries,,
19924685,156.1,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Лотос,Ozon | Лотос,,
19924693,57.1,Подвал,medium,gap_snapshot_2026-02,filtered_candidates,Атлант | Магазин автозапчастей,Магазин автозапчастей,Атлант,AREA_MISMATCH(57m² vs 250-6000 for Спорт): Атлант
19924698,154.1,1,medium,0-180d_recent_2026-04,unchanged,"Ozon | Wildberries, пункт выдачи заказов","Ozon | Wildberries, пункт выдачи заказов",,
19911224,1221.3,"Мансарда, 5",high,gap_snapshot_2026-04,unchanged,Self Edge,Self Edge,,
19924965,113.4,Подвал,high,gap_snapshot_2026-04,unchanged,Дом Форест,Дом Форест,,
19927243,55.2,1,medium,gap_snapshot_2026-02,unchanged,Цветочная база,Цветочная база,,
19927890,93.5,"Подвал, 1",high,gap_snapshot_2026-02,unchanged,FixLab,FixLab,,
19934707,450.7,1,high,gap_snapshot_2026-02,unchanged,Smart Zamok,Smart Zamok,,
19935429,491.1,1,medium,gap_snapshot_2026-02,unchanged,Красная икра | PECO-гарантия,Красная икра | PECO-гарантия,,
19943292,109.3,Подвал,medium,0-180d_recent_2026-04,unchanged,"Ск, салон красоты","Ск, салон красоты",,
19943525,192.8,1,medium,0-180d_recent_2026-04,unchanged,"Яндекс Маркет, пункт выдачи заказов","Яндекс Маркет, пункт выдачи заказов",,
19944816,120.1,1 этаж,medium,0-180d_recent_2026-04,unchanged,Столовая | Ozon,Столовая | Ozon,,
19945055,514.3,Подвал,medium,gap_snapshot_2026-02,unchanged,Студия коррекции фигуры,Студия коррекции фигуры,,
19945173,163.3,2,high,0-180d_recent_2026-04,unchanged,"Дентавита, стоматологическая клиника","Дентавита, стоматологическая клиника",,
19945720,335.3,1,medium,0-180d_recent_2026-04,unchanged,"Корн-дог, кафе | Relaxero, банный комплекс | Здравсити, аптека","Корн-дог, кафе | Relaxero, банный комплекс | Здравсити, аптека",,
19945802,85.9,Подвал,high,gap_snapshot_2026-02,unchanged,Московская высшая школа экономики,Московская высшая школа экономики,,
19946115,53.6,1,medium,gap_snapshot_2026-02,unchanged,Флаверсы | BETONE MAN | Автор,Флаверсы | BETONE MAN | Автор,,
19946163,90.4,Подвал,medium,0-180d_recent_2026-04,unchanged,"Wildberries, пункт выдачи заказов","Wildberries, пункт выдачи заказов",,
19946193,129.3,1,medium,gap_snapshot_2026-04,unchanged,Студия красоты,Студия красоты,,
19946236,164.4,1,high,gap_snapshot_2026-04,unchanged,Wildberries,Wildberries,,
19947309,383.2,1 этаж,medium,gap_snapshot_2026-02,unchanged,Астрея | Малышев Спорт,Астрея | Малышев Спорт,,
19952051,179.7,1,medium,0-180d_recent_2026-04,unchanged,"Wildberries, пункт выдачи заказов | Ozon","Wildberries, пункт выдачи заказов | Ozon",,
19952430,53.3,1 этаж,medium,gap_snapshot_2026-02,unchanged,Флаверсы | BETONE MAN | Автор,Флаверсы | BETONE MAN | Автор,,
19952562,69.5,1 этаж,medium,gap_snapshot_2026-02,unchanged,Флаверсы | BETONE MAN | Автор,Флаверсы | BETONE MAN | Автор,,
19955485,214.3,1 этаж,high,0-180d_recent_2026-04,unchanged,7 Plus,7 Plus,,
19960202,89.5,1,medium,0-180d_recent_2026-04,unchanged,"Ozon | Wildberries, пункт выдачи заказов","Ozon | Wildberries, пункт выдачи заказов",,
19960718,274.8,Подвал,medium,0-180d_recent_2026-04,unchanged,"Яндекс Лавка, служба доставки продуктов","Яндекс Лавка, служба доставки продуктов",,
19962140,216.5,1 этаж,medium,gap_snapshot_2026-02,unchanged,INVITRO | Гарант | Форб,INVITRO | Гарант | Форб,,
19968280,113.0,1,medium,0-180d_recent_2026-04,unchanged,"Эсперо | Яндекс Маркет, постамат | Авито, пункт выдачи заказов","Эсперо | Яндекс Маркет, постамат | Авито, пункт выдачи заказов",,
19968990,130.1,1,medium,0-180d_recent_2026-04,unchanged,"Wildberries, пункт выдачи заказов | Не просто вещь, пункт приёма одежды","Wildberries, пункт выдачи заказов | Не просто вещь, пункт приёма одежды",,
19970150,27.1,Подвал,high,0-180d_recent_2026-04,unchanged,Страховой агент,Страховой агент,,
19971996,104.3,Подвал,medium,0-180d_recent_2026-04,unchanged,"Ad astra, учебный центр | Akula Visa | Внутривенно.рф","Ad astra, учебный центр | Akula Visa | Внутривенно.рф",,
19973072,18.3,1,high,,cleared,Ресо-Гарантия,,Ресо-Гарантия,AREA_MISMATCH(18m² vs 25-600 for Банки): Ресо-Гарантия
19973273,219.8,Подвал,medium,0-180d_recent_2026-04,unchanged,"Куплю ноутбук, комиссионный магазин","Куплю ноутбук, комиссионный магазин",,
19973506,198.7,Подвал,medium,0-180d_recent_2026-04,unchanged,Мирра Флора | Салон цветов,Мирра Флора | Салон цветов,,
19973971,82.5,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries | Авито,Ozon | Wildberries | Авито,,
19974063,225.4,1,high,gap_snapshot_2026-04,unchanged,Винлаб,Винлаб,,
19974101,53.6,1,high,gap_snapshot_2026-04,unchanged,Винлаб,Винлаб,,
19974134,42.8,1,high,gap_snapshot_2026-04,unchanged,Wildberries,Wildberries,,
19974153,91.2,1 этаж,high,gap_snapshot_2026-04,unchanged,Wildberries,Wildberries,,
19974200,43.4,1 этаж,high,gap_snapshot_2026-04,unchanged,Wildberries,Wildberries,,
19974411,69.0,Подвал,high,0-180d_recent_2026-04,unchanged,Ozon,Ozon,,
19992556,90.8,1,medium,gap_snapshot_2026-04,unchanged,Ozon | Wildberries | Винлаб,Ozon | Wildberries | Винлаб,,
19992759,15.1,Подвал,high,0-180d_recent_2026-04,unchanged,"Duck tex, магазин тканей","Duck tex, магазин тканей",,
19996778,180.8,Подвал,high,gap_snapshot_2026-04,unchanged,Мастерская,Мастерская,,
20002293,49.2,1,high,gap_snapshot_2026-04,unchanged,Wildberries,Wildberries,,
