номер_лота,площадь_м²,этаж,confidence,source,status,orig_company,new_company,dropped,drop_reasons
19243835,68.0,1,medium,gap_snapshot_2023-12,filtered_candidates,Совёнок | Masha beauty | Атака,Совёнок | Masha beauty,Атака,AREA_MISMATCH(68m² vs 250-6000 for Спорт): Атака
19245376,160.6,1,high,gap_snapshot_2023-12,unchanged,Школа-студия живописи,Школа-студия живописи,,
19252643,55.3,Подвал,medium,gap_snapshot_2023-12,unchanged,Магазин орехов | Магнит Косметик,Магазин орехов | Магнит Косметик,,
19254688,82.9,Подвал,medium,gap_snapshot_2023-12,unchanged,Магазин орехов | Магнит Косметик,Магазин орехов | Магнит Косметик,,
19255592,103.7,Подвал,high,gap_snapshot_2023-12,unchanged,Laguna VIP,Laguna VIP,,
19255777,46.1,1,medium,gap_snapshot_2023-12,unchanged,Viva,Viva,,
19256196,98.7,1 этаж,high,gap_snapshot_2024-05,unchanged,Научно-практический центр детской психоневрологии,Научно-практический центр детской психоневрологии,,
19256390,194.3,Подвал,high,gap_snapshot_2023-12,unchanged,Хёгфорс-Москва,Хёгфорс-Москва,,
19266735,159.2,2,medium,gap_snapshot_2023-12,unchanged,Evita Studio | Coral travel | ПроБезопасность,Evita Studio | Coral travel | ПроБезопасность,,
19270961,139.1,1,high,gap_snapshot_2024-05,unchanged,Volya school,Volya school,,
19274929,36.6,1,medium,gap_snapshot_2023-12,unchanged,Dиамант | LazerLPG,Dиамант | LazerLPG,,
19275137,168.6,1,medium,,cleared,Точка спорта | BarVel,,Точка спорта | BarVel,"AREA_MISMATCH(169m² vs 250-6000 for Спорт): Точка спорта || AREA_MISMATCH(169m² vs 5-160 for Салоны красоты, барбершопы, парикмахерские): BarVel"
19276559,53.8,Подвал,high,gap_snapshot_2023-12,unchanged,Markin Fine jewellery,Markin Fine jewellery,,
19278407,141.3,4,high,gap_snapshot_2023-12,unchanged,Проектно-инжиниринговое бюро,Проектно-инжиниринговое бюро,,
19282639,45.0,Подвал,medium,gap_snapshot_2023-12,unchanged,Магазин орехов | Магнит Косметик,Магазин орехов | Магнит Косметик,,
19287789,31.2,1,high,gap_snapshot_2023-12,unchanged,Огонек,Огонек,,
19288992,71.2,Подвал,high,gap_snapshot_2024-05,unchanged,Музосфера,Музосфера,,
19289116,109.8,Подвал,medium,gap_snapshot_2023-12,unchanged,Служба аварийного вскрытия замков | Студия эпиляции,Служба аварийного вскрытия замков | Студия эпиляции,,
19293154,57.0,1 этаж,medium,gap_snapshot_2024-09,unchanged,Dinora_beauty | Студия косметологии,Dinora_beauty | Студия косметологии,,
19293461,134.5,1,medium,gap_snapshot_2023-12,unchanged,Другая клиника | Хеликс | Wildberries,Другая клиника | Хеликс | Wildberries,,
19295830,193.1,Подвал,medium,gap_snapshot_2023-12,unchanged,Аптечный элемент | Москвич,Аптечный элемент | Москвич,,
19300436,470.6,Подвал,medium,gap_snapshot_2023-12,unchanged,Магнит | Красный | Снежана,Магнит | Красный | Снежана,,
19300903,114.8,1,medium,gap_snapshot_2023-12,unchanged,MonColor | Моя Николь | Цветочный магазин,MonColor | Моя Николь | Цветочный магазин,,
19301026,295.9,Подвал,medium,gap_snapshot_2024-09,filtered_candidates,Khakimova lashes | Квадрат 32 Beauty | Kimono style,Khakimova lashes | Kimono style,Квадрат 32 Beauty,"AREA_MISMATCH(296m² vs 5-160 for Салоны красоты, барбершопы, парикмахерские): Квадрат 32 Beauty"
19301461,181.9,Подвал,medium,gap_snapshot_2024-05,unchanged,Инженерно-техническая школа им. дважды Героя Советского Союза П.Р. Поповича,Инженерно-техническая школа им. дважды Героя Советского Союза П.Р. Поповича,,
19301564,116.6,1,high,gap_snapshot_2023-12,unchanged,Продуктовый магазин,Продуктовый магазин,,
19303058,386.0,"Подвал, 1",medium,gap_snapshot_2024-09,unchanged,Кладовкин | Объединённый центр Московский дом книги | Аспект,Кладовкин | Объединённый центр Московский дом книги | Аспект,,
19304192,213.7,1,high,gap_snapshot_2024-09,unchanged,ВкусВилл,ВкусВилл,,
19307000,217.2,Подвал,medium,gap_snapshot_2023-12,unchanged,Аптечный элемент | Москвич,Аптечный элемент | Москвич,,
19332942,36.7,1,medium,gap_snapshot_2024-09,filtered_candidates,Casa del ritmo | Back to travel,Back to travel,Casa del ritmo,AREA_MISMATCH(37m² vs 250-6000 for Спорт): Casa del ritmo
19352510,95.7,1,medium,gap_snapshot_2023-12,unchanged,Хмель&Cолод | Везендорф | Развитие,Хмель&Cолод | Везендорф | Развитие,,
19359234,435.0,Подвал,high,gap_snapshot_2024-05,unchanged,Кладовкин,Кладовкин,,
19363937,67.0,1,high,gap_snapshot_2024-09,unchanged,Barberdog,Barberdog,,
19364246,22.3,1,high,gap_snapshot_2023-12,unchanged,Borodach,Borodach,,
19379328,340.9,Подвал,medium,gap_snapshot_2024-09,unchanged,Youth shop | Nail Land | Nërd,Youth shop | Nail Land | Nërd,,
19379353,143.8,1,medium,gap_snapshot_2023-12,filtered_candidates,Авто Лэнд | Wildberries | Electro street,Авто Лэнд | Wildberries,Electro street,AREA_MISMATCH(144m² vs 250-6000 for Спорт): Electro street
19380046,135.0,1,medium,gap_snapshot_2024-10,unchanged,Торговая компания,Торговая компания,,
19380736,139.1,1,medium,gap_snapshot_2023-12,unchanged,Svetilo,Svetilo,,
19381559,183.8,Подвал,medium,gap_snapshot_2023-12,unchanged,Мастер колясок | Брикс,Мастер колясок | Брикс,,
19394503,266.1,1 этаж,high,gap_snapshot_2024-09,unchanged,Винлаб,Винлаб,,
19394527,108.3,Подвал,medium,gap_snapshot_2023-12,unchanged,Techno-world | Мини-маркет,Techno-world | Мини-маркет,,
19394667,134.4,1,medium,gap_snapshot_2023-12,unchanged,Халяль | Продуктовый магазин,Халяль | Продуктовый магазин,,
19405844,100.2,1 этаж,medium,gap_snapshot_2024-05,unchanged,Mango лавка | Berry Present,Mango лавка | Berry Present,,
18805521,44.9,1 этаж,high,gap_snapshot_2024-09,unchanged,Ирком,Ирком,,
19429720,93.1,2,high,gap_snapshot_2024-10,unchanged,Est.Epil White,Est.Epil White,,
19433801,238.8,1,medium,gap_snapshot_2024-05,unchanged,Ozon | Центр по ремонту бытовой техники,Ozon | Центр по ремонту бытовой техники,,
19434238,184.4,1,medium,,cleared,Салон-парикмахерская,,Салон-парикмахерская,"AREA_MISMATCH(184m² vs 5-160 for Салоны красоты, барбершопы, парикмахерские): Салон-парикмахерская"
19435255,52.9,1 этаж,medium,gap_snapshot_2024-05,unchanged,Sun&City | LuxeGroup,Sun&City | LuxeGroup,,
19462267,167.2,Подвал,medium,gap_snapshot_2024-05,unchanged,Добрынинский | А-класс,Добрынинский | А-класс,,
19464701,101.5,Подвал,medium,gap_snapshot_2024-05,unchanged,Дом быта | Авокадо | Адвокатский кабинет,Дом быта | Авокадо | Адвокатский кабинет,,
19468456,135.4,Подвал,medium,,cleared,Атлант,,Атлант,AREA_MISMATCH(135m² vs 250-6000 for Спорт): Атлант
19474567,136.2,1,medium,gap_snapshot_2024-10,unchanged,Start,Start,,
19474577,140.6,1,high,gap_snapshot_2024-05,unchanged,МиГез,МиГез,,
19476144,207.3,1,medium,gap_snapshot_2024-10,unchanged,Start,Start,,
19476170,187.1,1,medium,gap_snapshot_2024-10,unchanged,Start,Start,,
19476274,422.4,2,high,gap_snapshot_2024-10,unchanged,Wildberries,Wildberries,,
19478255,102.2,1,medium,gap_snapshot_2024-09,filtered_candidates,Тридельфина.club | Wildberries,Wildberries,Тридельфина.club,AREA_MISMATCH(102m² vs 250-6000 for Спорт): Тридельфина.club
19478301,154.5,1,medium,gap_snapshot_2024-09,filtered_candidates,Тридельфина.club | Wildberries,Wildberries,Тридельфина.club,AREA_MISMATCH(154m² vs 250-6000 for Спорт): Тридельфина.club
19478340,157.6,1,medium,gap_snapshot_2024-09,filtered_candidates,Тридельфина.club | Wildberries,Wildberries,Тридельфина.club,AREA_MISMATCH(158m² vs 250-6000 for Спорт): Тридельфина.club
19478355,122.6,1,high,gap_snapshot_2024-05,unchanged,Zerno,Zerno,,
19479416,62.6,Подвал,medium,gap_snapshot_2024-05,unchanged,Авокадо,Авокадо,,
19489329,125.5,1,high,gap_snapshot_2024-05,unchanged,Полиграфическая компания,Полиграфическая компания,,
19489484,111.7,1,high,gap_snapshot_2024-05,unchanged,Полиграфическая компания,Полиграфическая компания,,
19489636,56.4,1,high,gap_snapshot_2024-05,unchanged,Полиграфическая компания,Полиграфическая компания,,
19489846,104.8,1,high,gap_snapshot_2024-05,unchanged,Полиграфическая компания,Полиграфическая компания,,
19489913,66.3,1,high,gap_snapshot_2024-05,unchanged,Полиграфическая компания,Полиграфическая компания,,
19490013,57.6,1,high,gap_snapshot_2024-05,unchanged,Полиграфическая компания,Полиграфическая компания,,
19490118,96.5,1,high,gap_snapshot_2024-05,unchanged,Полиграфическая компания,Полиграфическая компания,,
19490177,90.1,1,high,gap_snapshot_2024-05,unchanged,Полиграфическая компания,Полиграфическая компания,,
19490575,78.2,1,high,gap_snapshot_2024-05,unchanged,Полиграфическая компания,Полиграфическая компания,,
19491302,107.3,1,medium,gap_snapshot_2024-09,unchanged,Сальдо,Сальдо,,
19491419,82.7,1,medium,gap_snapshot_2024-09,unchanged,Сальдо,Сальдо,,
19491545,171.4,1,medium,gap_snapshot_2024-09,unchanged,Сальдо,Сальдо,,
19491598,127.6,1,medium,gap_snapshot_2024-09,unchanged,Сальдо,Сальдо,,
19496100,196.9,1,medium,gap_snapshot_2024-05,unchanged,Интерталант | Модель-шоу,Интерталант | Модель-шоу,,
19499842,212.7,Подвал,medium,gap_snapshot_2024-05,unchanged,Инженерно-техническая школа им. дважды Героя Советского Союза П.Р. Поповича,Инженерно-техническая школа им. дважды Героя Советского Союза П.Р. Поповича,,
19504214,181.1,,high,gap_snapshot_2024-05,unchanged,Холотропное Дыхание и Расстановки Holotrop Moscow,Холотропное Дыхание и Расстановки Holotrop Moscow,,
19508595,91.4,1,medium,gap_snapshot_2024-05,unchanged,Фонд реновации,Фонд реновации,,
19508624,139.2,1,medium,gap_snapshot_2024-05,unchanged,Фонд реновации,Фонд реновации,,
19508633,56.5,1,medium,gap_snapshot_2024-05,unchanged,Фонд реновации,Фонд реновации,,
19508636,71.3,1,medium,gap_snapshot_2024-05,unchanged,Фонд реновации,Фонд реновации,,
19513088,133.7,2,high,gap_snapshot_2024-05,unchanged,Boxberry,Boxberry,,
19514087,201.7,Подвал,medium,gap_snapshot_2024-09,unchanged,Налоговая инспекция №14 | Гермес,Налоговая инспекция №14 | Гермес,,
19516503,276.2,Подвал,medium,gap_snapshot_2024-05,unchanged,Samokhin group | Мистер Плинтус,Samokhin group | Мистер Плинтус,,
19519742,49.9,1,high,gap_snapshot_2024-05,unchanged,Norke,Norke,,
19520794,79.9,Подвал,medium,,cleared,Jumping Kangaroo,,Jumping Kangaroo,AREA_MISMATCH(80m² vs 250-6000 for Спорт): Jumping Kangaroo
19521127,340.6,1,high,gap_snapshot_2024-09,unchanged,Медлайн-сервис,Медлайн-сервис,,
19521945,277.5,1 этаж,high,gap_snapshot_2024-10,unchanged,Wildberries,Wildberries,,
19532877,39.9,1,medium,gap_snapshot_2024-05,unchanged,Ozon,Ozon,,
19536751,282.2,1,medium,180-365d,unchanged,"Мск-сиз, интернет-магазин | Магнит, супермаркет","Мск-сиз, интернет-магазин | Магнит, супермаркет",,
19536759,76.8,1,high,gap_snapshot_2025-09,unchanged,Минимаркет,Минимаркет,,
19540217,46.6,Подвал,medium,gap_snapshot_2024-05,filtered_candidates,Магазин шампуров и казанов | Песчанский остров,Песчанский остров,Магазин шампуров и казанов,AREA_MISMATCH(47m² vs 250-6000 for Спорт): Магазин шампуров и казанов
19540250,65.4,Подвал,medium,gap_snapshot_2024-05,unchanged,Авокадо | Ваш Цветочный,Авокадо | Ваш Цветочный,,
19541662,130.7,Подвал,medium,gap_snapshot_2024-05,unchanged,Гормедтехника,Гормедтехника,,
19544553,111.7,Подвал,medium,gap_snapshot_2024-05,filtered_candidates,Шахматная школа №1 | Объединение культурных и досуговых центров центрального административного округа,Объединение культурных и досуговых центров центрального административного округа,Шахматная школа №1,AREA_MISMATCH(112m² vs 250-6000 for Спорт): Шахматная школа №1
19545333,129.9,Подвал,medium,gap_snapshot_2024-09,unchanged,Женская консультация №5 | Женская консультация №11 | Можно Торт,Женская консультация №5 | Женская консультация №11 | Можно Торт,,
19557841,78.2,Подвал,medium,gap_snapshot_2024-05,unchanged,Профи букет,Профи букет,,
19560013,51.6,1,medium,gap_snapshot_2024-09,unchanged,Север Ким | Ле-Фарм,Север Ким | Ле-Фарм,,
19562116,74.7,1,high,,cleared,Феерия,,Феерия,AREA_MISMATCH(75m² vs 250-6000 for Спорт): Феерия
19562275,90.4,Подвал,medium,gap_snapshot_2024-09,unchanged,Aurum | TechSkin | Coffee Moments,Aurum | TechSkin | Coffee Moments,,
19563687,879.8,Подвал,medium,gap_snapshot_2024-05,filtered_candidates,Студия красоты | Пиво Еда Люди | Егерь,Пиво Еда Люди | Егерь,Студия красоты,"AREA_MISMATCH(880m² vs 5-160 for Салоны красоты, барбершопы, парикмахерские): Студия красоты"
19567381,149.2,Подвал,high,gap_snapshot_2024-09,unchanged,More Decore,More Decore,,
19567645,679.7,Подвал,medium,gap_snapshot_2024-09,unchanged,Психоневрологический диспансер №18,Психоневрологический диспансер №18,,
19568942,152.4,1,medium,gap_snapshot_2024-09,filtered_candidates,INVITRO | ГРК,INVITRO,ГРК,AREA_MISMATCH(152m² vs 2-100 for Фото/печатные салоны): ГРК
19569846,54.6,Подвал,high,gap_snapshot_2024-09,unchanged,Sevaro elit,Sevaro elit,,
19570132,372.8,1,medium,gap_snapshot_2024-10,unchanged,Магнит,Магнит,,
19571334,292.1,Подвал,medium,gap_snapshot_2024-09,unchanged,Электрозона | Красное&Белое,Электрозона | Красное&Белое,,
19571722,77.6,Подвал,medium,gap_snapshot_2024-09,unchanged,Сервисный центр по ремонту цифровой техники | Лига юных,Сервисный центр по ремонту цифровой техники | Лига юных,,
19571946,125.6,Подвал,high,gap_snapshot_2024-09,unchanged,Cat Kris,Cat Kris,,
19572961,479.2,Подвал,medium,gap_snapshot_2024-09,unchanged,Уют Лтд | Стройхозмаг,Уют Лтд | Стройхозмаг,,
19572973,92.3,2,high,gap_snapshot_2024-09,unchanged,БТИ-2 2 корпус,БТИ-2 2 корпус,,
19573053,184.9,Подвал,high,gap_snapshot_2024-09,unchanged,Винлаб,Винлаб,,
19579111,15.3,1,high,gap_snapshot_2024-09,unchanged,Ozon,Ozon,,
19580948,369.3,Подвал,high,gap_snapshot_2024-09,unchanged,Орион,Орион,,
19581745,114.7,Подвал,high,gap_snapshot_2024-09,unchanged,Красное&Белое,Красное&Белое,,
19582052,62.4,"Подвал, 1",high,gap_snapshot_2024-10,unchanged,Uz,Uz,,
19582222,46.9,4,medium,gap_snapshot_2024-09,unchanged,Tradest | Kuba Hair | Школа био-баланса,Tradest | Kuba Hair | Школа био-баланса,,
19583874,108.8,Подвал,high,gap_snapshot_2024-09,unchanged,Дакрида,Дакрида,,
19584476,111.1,1,medium,gap_snapshot_2024-09,unchanged,Лунатик | Бристоль,Лунатик | Бристоль,,
19587178,139.5,"Подвал, 1",medium,gap_snapshot_2024-09,unchanged,Яндекс Маркет | Капитал Медицинское Страхование,Яндекс Маркет | Капитал Медицинское Страхование,,
19587386,26.3,Подвал,medium,,cleared,Hendrix Studio,,Hendrix Studio,AREA_MISMATCH(26m² vs 250-6000 for Спорт): Hendrix Studio
19591304,10.2,1,high,gap_snapshot_2024-10,unchanged,DeLaura,DeLaura,,
19591625,170.7,1,medium,gap_snapshot_2024-09,unchanged,Wildberries | ВкусВилл,Wildberries | ВкусВилл,,
19592265,154.1,1,high,gap_snapshot_2024-09,unchanged,DbPower,DbPower,,
19592478,99.1,1,medium,gap_snapshot_2024-09,unchanged,Wildberries,Wildberries,,
19592645,130.2,1,high,gap_snapshot_2024-09,unchanged,Wildberries,Wildberries,,
19592955,113.1,Подвал,medium,gap_snapshot_2024-09,unchanged,Artcervis | Точка любви,Artcervis | Точка любви,,
19594366,678.0,Подвал,high,gap_snapshot_2024-09,unchanged,Буквариум,Буквариум,,
19596110,399.7,Подвал,high,gap_snapshot_2024-09,unchanged,1Камень,1Камень,,
19600264,65.9,1,medium,gap_snapshot_2024-09,unchanged,Красное&Белое | Wildberries,Красное&Белое | Wildberries,,
19600317,63.4,1,high,gap_snapshot_2024-09,unchanged,Бристоль,Бристоль,,
19611746,55.9,1,high,gap_snapshot_2024-09,unchanged,Московское долголетие,Московское долголетие,,
19611750,74.2,1,high,gap_snapshot_2024-09,unchanged,Московское долголетие,Московское долголетие,,
19617532,282.1,"Подвал, 1",medium,gap_snapshot_2024-09,unchanged,КуулКлевер Мясновъ Отдохни | СалютДевайсы,КуулКлевер Мясновъ Отдохни | СалютДевайсы,,
19618379,96.6,Подвал,medium,gap_snapshot_2024-09,unchanged,Север Ким | Ле-Фарм,Север Ким | Ле-Фарм,,
19628272,349.0,1 этаж,medium,gap_snapshot_2024-09,unchanged,ВкусВилл,ВкусВилл,,
19629466,50.4,1 этаж,medium,gap_snapshot_2024-09,unchanged,Бизнес-консалтинг,Бизнес-консалтинг,,
19632046,338.4,Подвал,medium,gap_snapshot_2024-09,unchanged,Мир печатей | Viraqua,Мир печатей | Viraqua,,
19632050,28.2,0,medium,gap_snapshot_2024-10,unchanged,Московская государственная творческая мастерская под руководством А. Рыбникова,Московская государственная творческая мастерская под руководством А. Рыбникова,,
19635641,255.7,Подвал,medium,gap_snapshot_2024-09,unchanged,Онис | Tehnology,Онис | Tehnology,,
19637593,26.2,1 этаж,high,gap_snapshot_2024-09,unchanged,ЛабКвест,ЛабКвест,,
19639483,162.5,1,medium,gap_snapshot_2024-09,filtered_candidates,Wildberries | Молодежный центр,Wildberries,Молодежный центр,AREA_MISMATCH(162m² vs 250-6000 for Спорт): Молодежный центр
19640757,143.4,1,medium,gap_snapshot_2024-09,unchanged,Ozon | Авито,Ozon | Авито,,
19647633,264.0,Подвал,medium,gap_snapshot_2024-09,unchanged,Wildberries | Яндекс Маркет,Wildberries | Яндекс Маркет,,
19649501,65.4,1,high,gap_snapshot_2025-09,unchanged,Поляна,Поляна,,
19652206,60.2,Подвал,high,gap_snapshot_2024-09,unchanged,Моника,Моника,,
19652683,19.6,1,medium,gap_snapshot_2024-09,unchanged,Он и Она Экспресс,Он и Она Экспресс,,
19654059,39.9,1,medium,gap_snapshot_2024-09,unchanged,Wildberries | Яндекс Маркет | Bliss beach,Wildberries | Яндекс Маркет | Bliss beach,,
19659580,393.5,Подвал,medium,gap_snapshot_2024-09,unchanged,Феникс | Дариано | Стандарт,Феникс | Дариано | Стандарт,,
19666717,232.4,Подвал,high,gap_snapshot_2025-09,unchanged,Emex,Emex,,
19667627,139.5,1,high,gap_snapshot_2025-09,unchanged,Поляна,Поляна,,
19667630,151.2,1,high,gap_snapshot_2025-09,unchanged,Поляна,Поляна,,
19673637,250.1,Подвал,high,gap_snapshot_2024-10,unchanged,СберМобайл,СберМобайл,,
19676258,172.1,Подвал,high,gap_snapshot_2025-09,unchanged,Ак Йорт,Ак Йорт,,
19676350,207.9,Подвал,medium,gap_snapshot_2025-09,unchanged,Hendrix Studio | Коровка,Hendrix Studio | Коровка,,
19677110,46.2,Подвал,medium,180-365d,unchanged,"Renaissance, юридическая компания | Brandlove, магазин","Renaissance, юридическая компания | Brandlove, магазин",,
19677523,14.5,1,high,180-365d,unchanged,Университет Дополнительного Профессионального Образования,Университет Дополнительного Профессионального Образования,,
19678424,131.3,1,medium,gap_snapshot_2025-09,unchanged,Магнит,Магнит,,
19679308,131.8,1,high,180-365d,unchanged,"Барберхаус, барбершоп","Барберхаус, барбершоп",,
19679323,59.6,1,medium,180-365d,unchanged,"Wildberries, пункт выдачи интернет-заказов","Wildberries, пункт выдачи интернет-заказов",,
19679325,72.4,1,medium,180-365d,unchanged,"Wildberries, пункт выдачи интернет-заказов","Wildberries, пункт выдачи интернет-заказов",,
19679394,62.8,1,medium,180-365d,unchanged,"Wildberries, пункт выдачи интернет-заказов","Wildberries, пункт выдачи интернет-заказов",,
19679529,83.5,1,high,180-365d,unchanged,"Красное&Белое, продуктовый магазин","Красное&Белое, продуктовый магазин",,
19679530,171.2,1,high,180-365d,unchanged,"Wildberries, пункт выдачи интернет-заказов","Wildberries, пункт выдачи интернет-заказов",,
19679575,101.1,1,medium,180-365d,unchanged,Дикси go!,Дикси go!,,
19679644,136.0,1,medium,180-365d,unchanged,"Wildberries, пункт выдачи интернет-заказов | Ozon | Qlean, пункт приёма химчистки","Wildberries, пункт выдачи интернет-заказов | Ozon | Qlean, пункт приёма химчистки",,
19681448,105.3,Подвал,medium,gap_snapshot_2025-09,unchanged,SofiaZharova,SofiaZharova,,
19681493,69.4,Антресоль,medium,180-365d,unchanged,"Прекрасное далеко, музей советской игрушки","Прекрасное далеко, музей советской игрушки",,
19681751,136.7,1,medium,180-365d,unchanged,Ozon,Ozon,,
19681752,84.0,1,medium,180-365d,unchanged,Ozon,Ozon,,
19681753,59.3,1,medium,180-365d,unchanged,Ozon,Ozon,,
19682098,176.3,1,high,180-365d,unchanged,"Winestyle, магазин алкогольной продукции","Winestyle, магазин алкогольной продукции",,
19682670,138.5,1,medium,180-365d,unchanged,"RHotel4, отель | TPO&EPDM, компания","RHotel4, отель | TPO&EPDM, компания",,
19682891,32.9,1,high,180-365d,unchanged,"Миндаль , студия маникюра","Миндаль , студия маникюра",,
19688834,121.0,Подвал,medium,180-365d,unchanged,"Выездной сервисный центр по ремонту стиральных машин | Биовет, ветеринарная клиника","Выездной сервисный центр по ремонту стиральных машин | Биовет, ветеринарная клиника",,
19690538,55.2,1,medium,gap_snapshot_2025-09,unchanged,Хмель&Солод,Хмель&Солод,,
19690755,70.2,1,medium,180-365d,unchanged,"Wildberries, пункт выдачи интернет-заказов","Wildberries, пункт выдачи интернет-заказов",,
19691799,195.0,1 этаж,high,gap_snapshot_2025-09,unchanged,Альфа Детки,Альфа Детки,,
19693921,124.0,Подвал,medium,gap_snapshot_2025-09,unchanged,Авито,Авито,,
19695563,135.6,Подвал,high,180-365d,unchanged,"Не просто вещь, пункт приема одежды","Не просто вещь, пункт приема одежды",,
19696390,16.3,1,high,180-365d,unchanged,Митино-20,Митино-20,,
19706295,142.6,1,medium,gap_snapshot_2025-09,filtered_candidates,СтандАрт | Push vape | Московский свинг данс клуб,СтандАрт | Push vape,Московский свинг данс клуб,AREA_MISMATCH(143m² vs 250-6000 for Спорт): Московский свинг данс клуб
19706506,22.4,1,medium,180-365d,unchanged,Roses and lace,Roses and lace,,
19707925,49.8,1,medium,180-365d,unchanged,Ozon,Ozon,,
19707926,105.4,1,medium,180-365d,unchanged,Ozon,Ozon,,
19707927,64.5,1,medium,180-365d,unchanged,Ozon,Ozon,,
19709946,53.3,1 этаж,medium,gap_snapshot_2025-09,unchanged,Soda,Soda,,
19710186,138.9,1,medium,180-365d,unchanged,Дикси go!,Дикси go!,,
19710843,126.2,1,medium,180-365d,unchanged,Ozon,Ozon,,
19710857,180.9,1,medium,180-365d,unchanged,"Московское долголетие, центр московского долголетия и молодости | PёsDuke Grooming, груминг-салон","Московское долголетие, центр московского долголетия и молодости | PёsDuke Grooming, груминг-салон",,
19713982,182.3,1,medium,gap_snapshot_2025-09,unchanged,Свечная мастерская,Свечная мастерская,,
19716514,145.2,1,medium,gap_snapshot_2025-09,unchanged,Soda,Soda,,
19718909,190.5,Подвал,medium,180-365d,unchanged,SabiLab,SabiLab,,
19536763,210.7,1,high,gap_snapshot_2025-09,unchanged,Магнит,Магнит,,
19649725,333.3,1,low,180-365d,unchanged,"Пятёрочка, супермаркет","Пятёрочка, супермаркет",,
19683601,119.7,1,medium,gap_snapshot_2025-09,unchanged,Авито | Wildberries,Авито | Wildberries,,
19723015,126.4,1,medium,180-365d,unchanged,Дикси go!,Дикси go!,,
19723308,103.9,1 этаж,medium,gap_snapshot_2025-09,unchanged,Детская музыкальная школа им. В.И. Сафонова,Детская музыкальная школа им. В.И. Сафонова,,
19724703,288.5,1,medium,180-365d,unchanged,"СберМобайл, мобильный оператор связи","СберМобайл, мобильный оператор связи",,
19724765,113.0,1,medium,gap_snapshot_2025-09,unchanged,Здравсити | Ермолино,Здравсити | Ермолино,,
19725708,491.1,1,medium,gap_snapshot_2025-09,unchanged,ВкусВилл | Шварцкайзер,ВкусВилл | Шварцкайзер,,
19726250,262.8,1,medium,180-365d,unchanged,Китайский центр здоровья,Китайский центр здоровья,,
19726306,55.4,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726313,101.6,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726401,59.5,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726406,78.0,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726409,74.2,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726428,64.0,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726514,81.2,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726523,114.4,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726534,102.1,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726541,100.0,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726545,90.9,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726550,98.2,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726556,154.4,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726606,132.0,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726619,106.0,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726636,89.5,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726882,75.6,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726981,123.9,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19726989,83.7,1,medium,gap_snapshot_2025-09,unchanged,Seven sky | 36,Seven sky | 36,,
19727072,83.5,1,high,180-365d,unchanged,"Барберхаус, барбершоп","Барберхаус, барбершоп",,
19728515,77.3,1,medium,180-365d,unchanged,"Ozon | Wildberries, пункт выдачи интернет-заказов","Ozon | Wildberries, пункт выдачи интернет-заказов",,
19728516,76.3,1,medium,180-365d,unchanged,"Ozon | Wildberries, пункт выдачи интернет-заказов","Ozon | Wildberries, пункт выдачи интернет-заказов",,
19728517,81.1,1,medium,180-365d,unchanged,"Ozon | Wildberries, пункт выдачи интернет-заказов","Ozon | Wildberries, пункт выдачи интернет-заказов",,
19728518,73.7,1,medium,180-365d,unchanged,"Московское долголетие, центр московского долголетия и молодости | PёsDuke Grooming, груминг-салон","Московское долголетие, центр московского долголетия и молодости | PёsDuke Grooming, груминг-салон",,
19729692,322.9,Подвал,medium,gap_snapshot_2025-09,unchanged,ВкусВилл | Ozon | Яндекс Маркет,ВкусВилл | Ozon | Яндекс Маркет,,
19729967,849.6,"1 этаж, Подвал",high,,cleared,МосВет,,МосВет,AREA_MISMATCH(850m² vs 5-600 for Аптеки): МосВет
19731253,76.0,1 этаж,medium,180-365d,unchanged,"Гурман вкуса, продуктовый магазин","Гурман вкуса, продуктовый магазин",,
