lot_id,url,source,purchase_date,snapshot_label,days_after_purchase,confidence,likely_company,likely_usage,candidate_count
19889114,https://investmoscow.ru/tenders/tender/19889114,recent_2026_04,19.12.2025 17:00,2026-04,132,medium,"Geo Stom, стоматология | Бери заряд, станции с переносными зарядками",Медицинские услуги -> Частные стоматологии | Средства связи -> Станции зарядки телефонов,2
19890909,https://investmoscow.ru/tenders/tender/19890909,recent_2026_04,21.11.2025 17:00,2026-04,160,high,"Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,1
19892872,https://investmoscow.ru/tenders/tender/19892872,recent_2026_04,21.11.2025 17:00,2026-04,160,high,"Живая вода, автомат по продаже питьевой воды",Напитки -> Питьевая вода,1
19897627,https://investmoscow.ru/tenders/tender/19897627,recent_2026_04,26.11.2025 17:00,2026-04,155,medium,"Dance-AP Coffee, кофейня | Ozon",Общественное питание -> Точки кофе | Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19898441,https://investmoscow.ru/tenders/tender/19898441,recent_2026_04,26.11.2025 17:00,2026-04,155,high,"Яндекс Маркет, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,1
19907376,https://investmoscow.ru/tenders/tender/19907376,recent_2026_04,03.12.2025 17:00,2026-04,148,high,"Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,1
19909607,https://investmoscow.ru/tenders/tender/19909607,recent_2026_04,10.12.2025 17:00,2026-04,141,medium,"Ozon | Wildberries, пункт выдачи заказов | Авито, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,3
19909896,https://investmoscow.ru/tenders/tender/19909896,recent_2026_04,10.12.2025 17:00,2026-04,141,medium,"Ozon | Wildberries, пункт выдачи заказов | Авито, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,3
19912082,https://investmoscow.ru/tenders/tender/19912082,recent_2026_04,11.12.2025 17:00,2026-04,140,medium,"Ivm, водомат",Напитки -> Питьевая вода,1
19912550,https://investmoscow.ru/tenders/tender/19912550,recent_2026_04,12.12.2025 17:00,2026-04,139,medium,"Wildberries, пункт выдачи заказов | Ozon",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19912554,https://investmoscow.ru/tenders/tender/19912554,recent_2026_04,12.12.2025 17:00,2026-04,139,high,"Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,1
19912886,https://investmoscow.ru/tenders/tender/19912886,recent_2026_04,12.12.2025 17:00,2026-04,139,medium,"Яндекс Маркет, пункт выдачи заказов | Не просто вещь, пункт приёма одежды",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Бытовые услуги -> Пункты приёма,2
19912893,https://investmoscow.ru/tenders/tender/19912893,recent_2026_04,12.12.2025 17:00,2026-04,139,medium,"Ozon | Copix, автомат копировальных услуг","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Издательское дело / Полиграфия -> Копировальные услуги, Оперативная полиграфия, Прямая цифровая печать",2
19912900,https://investmoscow.ru/tenders/tender/19912900,recent_2026_04,12.12.2025 17:00,2026-04,139,medium,"Ozon | Copix, автомат копировальных услуг","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Издательское дело / Полиграфия -> Копировальные услуги, Оперативная полиграфия, Прямая цифровая печать",2
19912901,https://investmoscow.ru/tenders/tender/19912901,recent_2026_04,12.12.2025 17:00,2026-04,139,high,Ozon,Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,1
19912903,https://investmoscow.ru/tenders/tender/19912903,recent_2026_04,12.12.2025 17:00,2026-04,139,high,"Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,1
19912904,https://investmoscow.ru/tenders/tender/19912904,recent_2026_04,12.12.2025 17:00,2026-04,139,high,Ozon,Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,1
19912908,https://investmoscow.ru/tenders/tender/19912908,recent_2026_04,12.12.2025 17:00,2026-04,139,high,"Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,1
19912922,https://investmoscow.ru/tenders/tender/19912922,recent_2026_04,12.12.2025 17:00,2026-04,139,high,"Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,1
19912925,https://investmoscow.ru/tenders/tender/19912925,recent_2026_04,12.12.2025 17:00,2026-04,139,medium,"Wildberries, пункт выдачи заказов | Ozon",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19912930,https://investmoscow.ru/tenders/tender/19912930,recent_2026_04,12.12.2025 17:00,2026-04,139,medium,"Wildberries, пункт выдачи заказов | Ozon",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19912931,https://investmoscow.ru/tenders/tender/19912931,recent_2026_04,12.12.2025 17:00,2026-04,139,medium,"Wildberries, пункт выдачи заказов | Ozon",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19913320,https://investmoscow.ru/tenders/tender/19913320,recent_2026_04,12.12.2025 17:00,2026-04,139,medium,"Ozon | Лотос, химчистка | Lifehacker, кофейня самообслуживания","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Бытовые услуги -> Уход за пухо-перьевыми изделиями, Химчистки обуви, Химчистки одежды / текстиля | Общественное питание -> Кофейные автоматы",3
19915234,https://investmoscow.ru/tenders/tender/19915234,recent_2026_04,12.12.2025 17:00,2026-04,139,high,"Винлаб, супермаркет напитков","Напитки, Продукты питания, Спецмагазины -> Алкогольные напитки, Доставка продуктов, Продовольственные киоски",1
19915240,https://investmoscow.ru/tenders/tender/19915240,recent_2026_04,12.12.2025 17:00,2026-04,139,high,"Винлаб, супермаркет напитков","Напитки, Продукты питания, Спецмагазины -> Алкогольные напитки, Доставка продуктов, Продовольственные киоски",1
19916222,https://investmoscow.ru/tenders/tender/19916222,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,Магазин цветов,Спецмагазины -> Цветы,1
19916236,https://investmoscow.ru/tenders/tender/19916236,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,Магазин цветов,Спецмагазины -> Цветы,1
19916257,https://investmoscow.ru/tenders/tender/19916257,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,Магазин цветов,Спецмагазины -> Цветы,1
19916313,https://investmoscow.ru/tenders/tender/19916313,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,Магазин цветов,Спецмагазины -> Цветы,1
19916342,https://investmoscow.ru/tenders/tender/19916342,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,Магазин цветов,Спецмагазины -> Цветы,1
19916372,https://investmoscow.ru/tenders/tender/19916372,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,Магазин цветов,Спецмагазины -> Цветы,1
19916394,https://investmoscow.ru/tenders/tender/19916394,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,Магазин цветов,Спецмагазины -> Цветы,1
19916445,https://investmoscow.ru/tenders/tender/19916445,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,Магазин цветов,Спецмагазины -> Цветы,1
19916473,https://investmoscow.ru/tenders/tender/19916473,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,Магазин цветов,Спецмагазины -> Цветы,1
19916547,https://investmoscow.ru/tenders/tender/19916547,recent_2026_04,16.12.2025 17:00,2026-04,135,medium,"Вы здоровы, кабинет массажа | Kivi, центр обучения тату-мастеров","Красота / Здоровье, Медицинские услуги -> Мануальный терапевт, Массажист | Дополнительное образование / Развивающие курсы -> Обучение мастеров для салонов красоты",2
19917269,https://investmoscow.ru/tenders/tender/19917269,recent_2026_04,15.12.2025 17:00,2026-04,136,high,"Винлаб, супермаркет напитков","Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины",1
19917270,https://investmoscow.ru/tenders/tender/19917270,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19917272,https://investmoscow.ru/tenders/tender/19917272,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19917273,https://investmoscow.ru/tenders/tender/19917273,recent_2026_04,15.12.2025 17:00,2026-04,136,high,"Винлаб, супермаркет напитков","Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины",1
19917274,https://investmoscow.ru/tenders/tender/19917274,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19917276,https://investmoscow.ru/tenders/tender/19917276,recent_2026_04,15.12.2025 17:00,2026-04,136,high,"Винлаб, супермаркет напитков","Напитки, Продукты питания -> Алкогольные напитки, Продуктовые магазины",1
19917277,https://investmoscow.ru/tenders/tender/19917277,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19917279,https://investmoscow.ru/tenders/tender/19917279,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19917487,https://investmoscow.ru/tenders/tender/19917487,recent_2026_04,15.12.2025 17:00,2026-04,136,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19917606,https://investmoscow.ru/tenders/tender/19917606,recent_2026_04,16.12.2025 17:00,2026-04,135,medium,"Ir, ногтевая студия",Красота / Здоровье -> Ногтевые студии,1
19917788,https://investmoscow.ru/tenders/tender/19917788,recent_2026_04,16.12.2025 17:00,2026-04,135,medium,"Wildberries, пункт выдачи заказов | Ozon",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19918092,https://investmoscow.ru/tenders/tender/19918092,recent_2026_04,10.12.2025 17:00,2026-04,141,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19918109,https://investmoscow.ru/tenders/tender/19918109,recent_2026_04,10.12.2025 17:00,2026-04,141,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19918124,https://investmoscow.ru/tenders/tender/19918124,recent_2026_04,10.12.2025 17:00,2026-04,141,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19918153,https://investmoscow.ru/tenders/tender/19918153,recent_2026_04,10.12.2025 17:00,2026-04,141,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19918169,https://investmoscow.ru/tenders/tender/19918169,recent_2026_04,10.12.2025 17:00,2026-04,141,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19918172,https://investmoscow.ru/tenders/tender/19918172,recent_2026_04,16.12.2025 17:00,2026-04,135,medium,"Вы здоровы, кабинет массажа | Kivi, центр обучения тату-мастеров","Красота / Здоровье, Медицинские услуги -> Мануальный терапевт, Массажист | Дополнительное образование / Развивающие курсы -> Обучение мастеров для салонов красоты",2
19918194,https://investmoscow.ru/tenders/tender/19918194,recent_2026_04,10.12.2025 17:00,2026-04,141,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19918207,https://investmoscow.ru/tenders/tender/19918207,recent_2026_04,10.12.2025 17:00,2026-04,141,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19918219,https://investmoscow.ru/tenders/tender/19918219,recent_2026_04,10.12.2025 17:00,2026-04,141,medium,"Ozon | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,2
19918327,https://investmoscow.ru/tenders/tender/19918327,recent_2026_04,12.12.2025 17:00,2026-04,139,high,"Московские кварталы, жилой комплекс",Новостройки -> Новостройки,1
19918340,https://investmoscow.ru/tenders/tender/19918340,recent_2026_04,12.12.2025 17:00,2026-04,139,high,"Московские кварталы, жилой комплекс",Новостройки -> Новостройки,1
19920371,https://investmoscow.ru/tenders/tender/19920371,recent_2026_04,17.12.2025 17:00,2026-04,134,medium,"Лохматый Кашалот, офис","Спортивные товары -> Подводное снаряжение, Спортивная одежда / обувь, Товары для охоты, Товары для туризма и отдыха",1
19923168,https://investmoscow.ru/tenders/tender/19923168,recent_2026_04,23.12.2025 17:00,2026-04,128,high,"Resort Holiday, туристическое агентство",Туризм / Отдых -> Туроператоры,1
19923263,https://investmoscow.ru/tenders/tender/19923263,recent_2026_04,23.12.2025 17:00,2026-04,128,medium,"Авито, пункт выдачи заказов | Энергетическая улица, 7 | Wildberries, пункт выдачи заказов",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Туризм / Отдых -> Интересные здания,3
