url,номер_лота,площадь_м²,начальная_цена_руб,цена_за_м²,размер_задатка_руб,шаг_аукциона_руб,итоговая_цена_руб,превышение_цены_%,адрес,кадастровый_номер,метро,этаж,этажность,функциональное_назначение,тип_входа,форма_проведения,год_торгов,статус,дата_начала_приёма,дата_окончания_приёма,дата_отбора_участников,дата_проведения_торгов,дата_подведения_итогов,platformLink,ссылка_на_протокол,????????_????????_????,????????_????_????????????
https://investmoscow.ru/tenders/tender/19783751,19783751,280.3,39277000.0,140124.87,"3 927 700,00 руб.","1 963 850,00 руб.",,,"Северо-Восточный административный округ, Алексеевский, улица Бориса Галушкина, дом 26, этаж №1","77:02:0023006:1721, 77:02:0023006:1754",ВДНХ (1 мин),1 этаж,8.0,,Вход через подъезд,Открытый аукцион в электронной форме,2025,Завершено,07.04.2025 20:00:00,26.05.2025 15:00:00,02.06.2025 10:00,04.06.2025 10:00,04.06.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025147/1,,missing,false
https://investmoscow.ru/tenders/tender/19765255,19765255,280.3,39277000.0,140124.87,"3 927 700,00 руб.","1 963 850,00 руб.",,,"Северо-Восточный административный округ, Алексеевский, улица Бориса Галушкина, дом 26, этаж №1","77:02:0023006:1721, 77:02:0023006:1754",ВДНХ (1 мин),1 этаж,8.0,,Вход через подъезд,Открытый аукцион в электронной форме,2025,Завершено,20.02.2025 20:00:00,25.03.2025 15:00:00,01.04.2025 10:00,03.04.2025 10:00,03.04.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024581/1,,missing,false
https://investmoscow.ru/tenders/tender/19974550,19974550,14.7,4441000.0,302108.84,"444 100,00 руб.","222 050,00 руб.","6661500,00",50.0%,"Центральный административный округ, Тверской, Тихвинский переулок, дом 10-12, корпус 5, Этаж № 1, пом. 5Н",77:01:0004007:6510,Менделеевская (9 мин),1 этаж,5.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,20.01.2026 20:00:00,12.03.2026 15:00:00,19.03.2026 10:00,24.03.2026 10:00,24.03.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000028798/1,,protocol,true
https://investmoscow.ru/tenders/tender/19736425,19736425,126.6,8908000.0,70363.35,"890 800,00 руб.","445 400,00 руб.",,,"Центральный административный округ, Таганский, Николоямская улица, дом 45, строение 2, Подвал № 0",77:01:0002027:1598,Таганская (1 мин),Подвал,6.0,,Вход через подъезд,Открытый аукцион в электронной форме,2025,Завершено,12.12.2024 20:00:00,23.01.2025 15:00:00,30.01.2025 10:00,04.02.2025 10:00,04.02.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024026/1,,protocol,true
https://investmoscow.ru/tenders/tender/19826187,19826187,168.8,8838000.0,52357.82,"883 800,00 руб.","441 900,00 руб.","8838000,00",0.0%,"Восточный административный округ, Соколиная гора, Фортунатовская улица, дом 31/35, Подвал № 0",77:03:0003019:7631,Измайлово (6 мин),Подвал,5.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,04.08.2025 20:00:00,04.09.2025 15:00:00,11.09.2025 10:00,16.09.2025 10:00,16.09.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026147/1,,page,false
https://investmoscow.ru/tenders/tender/19945055,19945055,514.3,43993000.0,85539.57,"4 399 300,00 руб.","2 199 650,00 руб.","46192650,00",5.0%,"Западный административный округ, Дорогомилово, Большая Дорогомиловская улица, дом 7, Подвал № 0",77:07:0007002:10569,Киевская (10 мин),Подвал,7.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,26.11.2025 20:00:00,19.01.2026 15:00:00,26.01.2026 10:00,28.01.2026 10:00,28.01.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000028052/1,,protocol,true
https://investmoscow.ru/tenders/tender/19746757,19746757,35.7,13508100.0,378378.15,"1 350 810,00 руб.","675 405,00 руб.","15534315,00",15.0%,"Западный административный округ, Дорогомилово, Большая Дорогомиловская улица, дом 7, Этаж № 1",77:07:0007002:10576,Киевская (1 мин),1,7.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,24.01.2025 20:00:00,03.03.2025 15:00:00,10.03.2025 10:00,12.03.2025 10:00,12.03.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024297/1,,protocol,true
https://investmoscow.ru/tenders/tender/19922325,19922325,132.4,9318550.0,70381.8,"931 855,00 руб.","465 927,50 руб.",,,"Северный административный округ, Войковский, Ленинградское шоссе, дом 36, корпус 1, Подвал № 0",77:09:0003013:2480,Балтийская (0 мин),Подвал,5.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2026,Завершено,10.11.2025 20:00:00,14.01.2026 15:00:00,21.01.2026 10:00,23.01.2026 10:00,23.01.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000027582/1,,missing,false
https://investmoscow.ru/tenders/tender/19865962,19865962,132.4,9318550.0,70381.8,"931 855,00 руб.","465 927,50 руб.",,,"Северный административный округ, Войковский, Ленинградское шоссе, дом 36, корпус 1, Подвал № 0",77:09:0003013:2480,Балтийская (0 мин),Подвал,5.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,15.09.2025 20:00:00,16.10.2025 15:00:00,23.10.2025 10:00,28.10.2025 10:00,28.10.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026637/1,,missing,false
https://investmoscow.ru/tenders/tender/19762355,19762355,132.4,9827000.0,74222.05,"982 700,00 руб.","491 350,00 руб.",,,"Северный административный округ, Войковский, Ленинградское шоссе, дом 36, корпус 1, Подвал № 0",77:09:0003013:2480,Балтийская (0 мин),Подвал,5.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,13.02.2025 20:00:00,18.03.2025 15:00:00,25.03.2025 10:00,27.03.2025 10:00,27.03.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024494/1,,missing,false
https://investmoscow.ru/tenders/tender/19826091,19826091,250.8,32645000.0,130163.48,"3 264 500,00 руб.","816 125,00 руб.","31828875,00",,"Северо-Восточный административный округ, Алексеевский, улица Павла Корчагина, дом 10, Цокольный этаж № 0",77:02:0023005:3519,ВДНХ (0 мин),Цоколь,8.0,,Отдельный,Публичное предложение,2025,Завершено,29.08.2025 20:00:00,01.10.2025 15:00:00,08.10.2025 10:00,10.10.2025 10:00,10.10.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026402/1,,protocol,true
https://investmoscow.ru/tenders/tender/19786811,19786811,250.8,32645000.0,130163.48,"3 264 500,00 руб.","1 632 250,00 руб.",,,"Северо-Восточный административный округ, Алексеевский, улица Павла Корчагина, дом 10, Цокольный этаж № 0",77:02:0023005:3519,ВДНХ (0 мин),Цоколь,8.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,14.04.2025 20:00:00,09.06.2025 15:00:00,16.06.2025 10:00,18.06.2025 10:00,18.06.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025198/1,,missing,false
https://investmoscow.ru/tenders/tender/19782076,19782076,52.9,7372000.0,139357.28,"737 200,00 руб.","368 600,00 руб.","8109200,00",10.0%,"Северо-Восточный административный округ, Алексеевский, улица Павла Корчагина, дом 10, Цокольный этаж № 0",77:02:0023005:3520,ВДНХ (0 мин),Цоколь,8.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,02.04.2025 20:00:00,21.05.2025 15:00:00,28.05.2025 10:00,30.05.2025 10:00,30.05.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025077/1,,protocol,true
https://investmoscow.ru/tenders/tender/19764155,19764155,250.8,32645000.0,130163.48,"3 264 500,00 руб.","1 632 250,00 руб.",,,"Северо-Восточный административный округ, Алексеевский, улица Павла Корчагина, дом 10, Цокольный этаж № 0",77:02:0023005:3519,ВДНХ (0 мин),Цоколь,8.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,18.02.2025 20:00:00,26.03.2025 15:00:00,02.04.2025 10:00,04.04.2025 10:00,04.04.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024534/1,,missing,false
https://investmoscow.ru/tenders/tender/19795081,19795081,165.8,36445800.0,219817.85,"3 644 580,00 руб.","1 822 290,00 руб.","58313280,00",60.0%,"Северо-Западный административный округ, Северное Тушино, Туристская улица, дом 27, корпус 1, Этаж 1",77:08:0003006:10575,Планерная (0 мин),1 этаж,12.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,07.05.2025 20:00:00,18.06.2025 15:00:00,25.06.2025 10:00,27.06.2025 10:00,27.06.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025420/1,,protocol,true
https://investmoscow.ru/tenders/tender/19803175,19803175,46.2,4508000.0,97575.76,"450 800,00 руб.","225 400,00 руб.",,,"Центральный административный округ, Пресненский, Электрический переулок, дом 12, Подвал № 0","77:01:0004020:3224, 77:01:0004020:3222",Белорусская (0 мин),Подвал,4.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,30.05.2025 20:00:00,02.07.2025 15:00:00,09.07.2025 10:00,11.07.2025 10:00,11.07.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025644/1,,protocol,true
https://investmoscow.ru/tenders/tender/19778507,19778507,27.5,5253000.0,191018.18,"525 300,00 руб.","262 650,00 руб.","8404800,00",60.0%,"Юго-Восточный административный округ, Южнопортовый, 3-й Крутицкий переулок, дом 11, Этаж № 2,пом. 5/2",77:04:0001019:10475,Пролетарская (0 мин),2,19.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,01.04.2025 20:00:00,14.05.2025 15:00:00,21.05.2025 10:00,23.05.2025 10:00,23.05.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025066/1,,protocol,true
https://investmoscow.ru/tenders/tender/19722603,19722603,66.8,11693000.0,175044.91,"1 169 300,00 руб.","584 650,00 руб.","11693000,00",0.0%,"Юго-Восточный административный округ, Южнопортовый, 3-й Крутицкий переулок, дом 11, Этаж № 2",77:01:0006023:5781,Пролетарская (1 мин),2,19.0,,Вход через подъезд,Открытый аукцион в электронной форме,2025,Завершено,18.11.2024 20:00:00,16.01.2025 15:00:00,23.01.2025 10:00,28.01.2025 10:00,28.01.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000023720,,page,false
https://investmoscow.ru/tenders/tender/19950353,19950353,708.7,48856000.0,68937.49,"4 885 600,00 руб.","2 442 800,00 руб.","48856000,00",0.0%,"Центральный административный округ, Таганский, улица Сергия Радонежского, дом 2, Подвал № 0",77:01:0006029:2126,Площадь Ильича (7 мин),Подвал,10.0,,Вход через подъезд,Открытый аукцион в электронной форме,2026,Завершено,03.12.2025 20:00:00,29.01.2026 15:00:00,05.02.2026 10:00,10.02.2026 10:00,10.02.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000028229/1,,page,false
https://investmoscow.ru/tenders/tender/19993099,19993099,151.0,23879000.0,158139.07,"2 387 900,00 руб.","1 193 950,00 руб.",,,"Северо-Восточный административный округ, Северный, Долгопрудная аллея, дом 15, корпус 3, этаж 1, помещение 19Н (XIX)",77:02:0025010:2787,Физтех (35 мин),1,14.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,11.02.2026 10:00:00,16.03.2026 15:00:00,23.03.2026 10:00,24.03.2026 10:00,25.03.2026 10:00,https://www.roseltorg.ru/procedure/21000005000000029175/1,,missing,false
https://investmoscow.ru/tenders/tender/19993102,19993102,162.3,22061000.0,135927.3,"2 206 100,00 руб.","1 103 050,00 руб.",,,"Северо-Восточный административный округ, Северный, Долгопрудная аллея, дом 15, корпус 3, этаж 1, помещение 44Н (XLIV)",77:02:0025010:2812,Физтех (35 мин),1,14.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,11.02.2026 10:00:00,16.03.2026 15:00:00,23.03.2026 10:00,24.03.2026 10:00,25.03.2026 10:00,https://www.roseltorg.ru/procedure/21000005000000029179/1,,missing,false
https://investmoscow.ru/tenders/tender/19945592,19945592,162.3,22061000.0,135927.3,"2 206 100,00 руб.","1 103 050,00 руб.",,,"Северо-Восточный административный округ, Северный, Долгопрудная аллея, дом 15, корпус 3, этаж 1, помещение 44Н (XLIV)",77:02:0025010:2812,Физтех (35 мин),1,14.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,05.12.2025 10:00:00,19.01.2026 15:00:00,26.01.2026 10:00,27.01.2026 10:00,28.01.2026 10:00,https://www.roseltorg.ru/procedure/21000005000000028255/1,,missing,false
https://investmoscow.ru/tenders/tender/19945574,19945574,151.0,23879000.0,158139.07,"2 387 900,00 руб.","1 193 950,00 руб.",,,"Северо-Восточный административный округ, Северный, Долгопрудная аллея, дом 15, корпус 3, этаж 1, помещение 19Н (XIX)",77:02:0025010:2787,Физтех (35 мин),1,14.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,05.12.2025 10:00:00,19.01.2026 15:00:00,26.01.2026 10:00,27.01.2026 10:00,28.01.2026 10:00,https://www.roseltorg.ru/procedure/21000005000000028254/1,,missing,false
https://investmoscow.ru/tenders/tender/19606623,19606623,151.0,22277100.0,147530.46,"4 455 420,00 руб.","1 113 855,00 руб.",,,"Северо-Восточный административный округ, Северный, Долгопрудная аллея, дом 15, корпус 3, этаж 1, помещение 19Н (XIX)",77:02:0025010:2787,Алтуфьево (85 мин),1,14.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,14.06.2024 10:00:00,15.04.2025 15:00:00,22.04.2025 10:00,23.04.2025 10:00,24.04.2025 10:00,https://www.roseltorg.ru/procedure/21000005000000021034,,missing,false
https://investmoscow.ru/tenders/tender/18938426,18938426,250.9,29002645.0,115594.44,"5 800 529,00 руб.","1 450 132,25 руб.","29002645,00",0.0%,"Северо-Восточный административный округ, Северный, город Москва, Долгопрудная аллея, дом 15, корпус 3, помещение 13Н (XIII), этаж 1",77:02:0025010:2781,Алтуфьево (84 мин),1,14.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,03.03.2023 10:00:00,04.03.2025 15:00:00,11.03.2025 10:00,12.03.2025 10:00,13.03.2025 10:00,https://www.roseltorg.ru/procedure/21000005000000009191,,page,false
https://investmoscow.ru/tenders/tender/18938419,18938419,161.0,19566646.0,121531.96,"3 913 329,20 руб.","978 332,30 руб.",,,"Северо-Восточный административный округ, Северный, город Москва, Долгопрудная аллея, дом 15, корпус 3, помещение 12Н (XII), этаж 1",77:02:0025010:2780,Алтуфьево (84 мин),1,14.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,03.03.2023 10:00:00,04.03.2025 15:00:00,11.03.2025 10:00,12.03.2025 10:00,13.03.2025 10:00,https://www.roseltorg.ru/procedure/21000005000000009192,,missing,false
https://investmoscow.ru/tenders/tender/18938368,18938368,161.2,19582117.0,121477.15,"3 916 423,40 руб.","979 105,85 руб.",,,"Северо-Восточный административный округ, Северный, город Москва, Долгопрудная аллея, дом 15, корпус 3, помещение II, этаж 1",77:02:0025010:2770,Алтуфьево (84 мин),1,14.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,03.03.2023 10:00:00,04.03.2025 15:00:00,11.03.2025 10:00,12.03.2025 10:00,13.03.2025 10:00,https://www.roseltorg.ru/procedure/21000005000000009195,,missing,false
https://investmoscow.ru/tenders/tender/19987435,19987435,158.1,31344000.0,198254.27,"3 134 400,00 руб.","1 567 200,00 руб.",,,"Южный административный округ, Москворечье-Сабурово, улица Борисовские Пруды, дом 7, корпус 2, этаж 1, помещение 5Н",77:05:0011010:9855,Борисово (25 мин),1,22.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,27.01.2026 15:00:00,02.03.2026 15:00:00,06.03.2026 10:00,10.03.2026 10:00,11.03.2026 10:00,https://www.roseltorg.ru/procedure/21000005000000028885/1,,missing,false
https://investmoscow.ru/tenders/tender/19945182,19945182,158.1,31344000.0,198254.27,"3 134 400,00 руб.","1 567 200,00 руб.",,,"Южный административный округ, Москворечье-Сабурово, улица Борисовские Пруды, дом 7, корпус 2, этаж 1, помещение 5Н",77:05:0011010:9855,Борисово (25 мин),1,22.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,05.12.2025 10:00:00,19.01.2026 15:00:00,26.01.2026 10:00,27.01.2026 10:00,28.01.2026 10:00,https://www.roseltorg.ru/procedure/21000005000000028289/1,,missing,false
https://investmoscow.ru/tenders/tender/19824121,19824121,99.6,12212400.0,122614.46,"2 442 480,00 руб.","610 620,00 руб.",,,"Восточный административный округ, Измайлово, 9-я Парковая улица, дом 27, Этаж 3, помещение 4/3",77:03:0005014:11861,Первомайская (1 мин),3,3.0,,nsi:1032:1032004,Открытый аукцион в электронной форме,2025,Завершено,04.08.2025 20:00:00,04.09.2025 15:00:00,11.09.2025 10:00,16.09.2025 10:00,16.09.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026148/1,,missing,false
https://investmoscow.ru/tenders/tender/19796652,19796652,308.5,89394000.0,289769.85,"8 939 400,00 руб.","4 469 700,00 руб.",,,"Западный административный округ, Раменки, Мосфильмовская улица, дом 55, Цокольный этаж № 0",77:07:0013003:21086,Раменки (0 мин),Цоколь,35.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,13.05.2025 20:00:00,19.06.2025 15:00:00,26.06.2025 10:00,01.07.2025 10:00,01.07.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025458/1,,protocol,true
https://investmoscow.ru/tenders/tender/19719870,19719870,238.8,60216000.0,252160.8,"6 021 600,00 руб.","3 010 800,00 руб.",,,"Западный административный округ, Раменки, Мосфильмовская улица, дом 55, Цокольный этаж № 0",77:07:0013003:21089,Раменки (7 мин),Цоколь,35.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,11.11.2024 15:00:00,09.01.2025 15:00:00,16.01.2025 10:00,21.01.2025 10:00,21.01.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000023674,,protocol,true
https://investmoscow.ru/tenders/tender/19800743,19800743,93.1,27640000.0,296885.07,"2 764 000,00 руб.","1 382 000,00 руб.",,,"Западный административный округ, Кунцево, улица Академика Павлова, дом 40, Этаж № 1",77:07:0004002:15162,Молодёжная (0 мин),1 этаж,11.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,26.05.2025 20:00:00,02.07.2025 15:00:00,09.07.2025 10:00,11.07.2025 10:00,11.07.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025568,,protocol,true
https://investmoscow.ru/tenders/tender/19849868,19849868,94.2,29845000.0,316825.9,"2 984 500,00 руб.","1 492 250,00 руб.","29845000,00",0.0%,"Западный административный округ, Кунцево, улица Академика Павлова, дом 28, Этаж № 1, пом. 12Н",77:07:0004002:14767,Молодёжная (11 мин),1 этаж,28.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,27.08.2025 20:00:00,30.09.2025 15:00:00,07.10.2025 10:00,09.10.2025 10:00,09.10.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026365/1,,page,false
https://investmoscow.ru/tenders/tender/19721296,19721296,201.6,37723000.0,187118.06,"3 772 300,00 руб.","1 886 150,00 руб.","75446000,00",100.0%,"Западный административный округ, Проспект Вернадского, проспект Вернадского, дом 42, корпус 1, Этаж № 1",77:07:0013006:12637,Проспект Вернадского (5 мин),1 этаж,25.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,13.11.2024 20:00:00,13.01.2025 15:00:00,20.01.2025 10:00,22.01.2025 10:00,22.01.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000023685,,protocol,true
https://investmoscow.ru/tenders/tender/19758534,19758534,30.0,4062000.0,135400.0,"406 200,00 руб.","203 100,00 руб.",,,"Западный административный округ, Филевский парк, Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Багратионовский проезд, дом 12, Этаж № 4",77:07:0005008:5720,Фили (18 мин),4,4.0,,Вход через подъезд,Открытый аукцион в электронной форме,2025,Завершено,06.02.2025 20:00:00,12.03.2025 15:00:00,19.03.2025 10:00,21.03.2025 10:00,21.03.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024416/1,,missing,false
https://investmoscow.ru/tenders/tender/19885058,19885058,101.1,24051000.0,237893.18,"2 405 100,00 руб.","1 202 550,00 руб.","24051000,00",0.0%,"Южный административный округ, Даниловский, Люсиновская улица, дом 53, Этаж № 1",77:01:0006010:3114,Серпуховская (13 мин),1,10.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,01.10.2025 20:00:00,06.11.2025 15:00:00,13.11.2025 10:00,18.11.2025 10:00,18.11.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026876/1,,page,false
https://investmoscow.ru/tenders/tender/19775433,19775433,28.7,3192000.0,111219.51,"319 200,00 руб.","159 600,00 руб.","4468800,00",40.0%,"Южный административный округ, Даниловский, Люсиновская улица, дом 53, Подвал № 0",77:01:0006010:3113,Серпуховская (0 мин),Подвал,10.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,18.03.2025 20:00:00,21.04.2025 15:00:00,28.04.2025 10:00,30.04.2025 10:00,30.04.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024893/1,,protocol,true
https://investmoscow.ru/tenders/tender/19747265,19747265,84.6,18360000.0,217021.28,"1 836 000,00 руб.","918 000,00 руб.",,,"Южный административный округ, Даниловский, Люсиновская улица, дом 53, Этаж № 1",77:01:0006010:3118,Серпуховская (1 мин),1,10.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,22.01.2025 20:00:00,25.02.2025 15:00:00,04.03.2025 10:00,06.03.2025 10:00,06.03.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024244/1,,protocol,true
https://investmoscow.ru/tenders/tender/19945605,19945605,248.3,31853000.0,128284.33,"3 185 300,00 руб.","1 592 650,00 руб.","31853000,00",0.0%,"Северо-Восточный административный округ, Северный, Долгопрудная аллея, дом 15, корпус 5, этаж 1, помещение 2/1 (II)",77:02:0025010:1301,Физтех (38 мин),1,14.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,05.12.2025 10:00:00,19.01.2026 15:00:00,26.01.2026 10:00,27.01.2026 10:00,28.01.2026 10:00,https://www.roseltorg.ru/procedure/21000005000000028291/1,,page,false
https://investmoscow.ru/tenders/tender/19945620,19945620,160.0,21882000.0,136762.5,"2 188 200,00 руб.","1 094 100,00 руб.","21882000,00",0.0%,"Северо-Восточный административный округ, Северный, Долгопрудная аллея, дом 15, корпус 5, этаж 1, помещение 3/1 (III)",77:02:0025010:1302,Физтех (38 мин),1,14.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,05.12.2025 10:00:00,19.01.2026 15:00:00,26.01.2026 10:00,27.01.2026 10:00,28.01.2026 10:00,https://www.roseltorg.ru/procedure/21000005000000028258/1,,page,false
