url,номер_лота,площадь_м²,начальная_цена_руб,цена_за_м²,размер_задатка_руб,шаг_аукциона_руб,итоговая_цена_руб,превышение_цены_%,адрес,кадастровый_номер,метро,этаж,этажность,функциональное_назначение,тип_входа,форма_проведения,год_торгов,статус,дата_начала_приёма,дата_окончания_приёма,дата_отбора_участников,дата_проведения_торгов,дата_подведения_итогов,platformLink,ссылка_на_протокол,????????_????????_????,????????_????_????????????
https://investmoscow.ru/tenders/tender/19859352,19859352,131.3,9196000.0,70038.08,"919 600,00 руб.","459 800,00 руб.",,,"Северо-Восточный административный округ, Бутырский, улица Руставели, дом 15, Подвал № 0, помещение 7П",77:02:0021005:3056,Бутырская (3 мин),Подвал,7.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,12.09.2025 20:00:00,16.10.2025 15:00:00,23.10.2025 10:00,28.10.2025 10:00,28.10.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026608/1,,missing,false
https://investmoscow.ru/tenders/tender/19815757,19815757,131.3,9196000.0,70038.08,"919 600,00 руб.","459 800,00 руб.",,,"Северо-Восточный административный округ, Бутырский, улица Руставели, дом 15, Подвал № 0, помещение 7П",77:02:0021005:3056,Бутырская (3 мин),Подвал,7.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,15.07.2025 20:00:00,19.08.2025 15:00:00,26.08.2025 10:00,28.08.2025 10:00,28.08.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025911/1,,missing,false
https://investmoscow.ru/tenders/tender/19732940,19732940,126.1,9498600.0,75325.93,"949 860,00 руб.","474 930,00 руб.",,,"Южный административный округ, Даниловский, Автозаводская улица, дом 2, Подвал № 0",77:05:0002005:2914,Автозаводская (1 мин),Подвал,9.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,03.12.2024 20:00:00,21.01.2025 15:00:00,28.01.2025 10:00,30.01.2025 10:00,30.01.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000023944/1,,missing,false
https://investmoscow.ru/tenders/tender/19969065,19969065,343.1,47622000.0,138799.18,"4 762 200,00 руб.","2 381 100,00 руб.",,,"Южный административный округ, Братеево, улица Борисовские Пруды, дом 46, корпус 2, 1 этаж, помещение 5/1",77:05:0012004:6663,Алма-Атинская (16 мин),1,17.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,26.12.2025 20:00:00,04.03.2026 15:00:00,11.03.2026 10:00,13.03.2026 10:00,13.03.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000028686/1,,missing,false
https://investmoscow.ru/tenders/tender/19916800,19916800,343.1,47622000.0,138799.18,"4 762 200,00 руб.","2 381 100,00 руб.",,,"Южный административный округ, Братеево, улица Борисовские Пруды, дом 46, корпус 2, 1 этаж, помещение 5/1",77:05:0012004:6663,Алма-Атинская (16 мин),1,17.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,30.10.2025 20:00:00,04.12.2025 15:00:00,11.12.2025 10:00,16.12.2025 10:00,16.12.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000027461/1,,missing,false
https://investmoscow.ru/tenders/tender/19768163,19768163,90.3,6311000.0,69889.26,"631 100,00 руб.","157 775,00 руб.","7099875,00",,"Восточный административный округ, Соколиная гора, Буракова улица, дом 25А, Подвал № 0, помещение 1/П",77:03:0004005:5305,Шоссе Энтузиастов (12 мин),Подвал,4.0,,Отдельный,Публичное предложение,2025,Завершено,05.03.2025 20:00:00,09.04.2025 15:00:00,16.04.2025 10:00,18.04.2025 10:00,18.04.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024737/1,,protocol,true
https://investmoscow.ru/tenders/tender/19761285,19761285,181.5,8954000.0,49333.33,"895 400,00 руб.","223 850,00 руб.","7834750,00",,"Восточный административный округ, Соколиная гора, Буракова улица, дом 25А, Подвал № 0",77:03:0004005:5306,Шоссе Энтузиастов (12 мин),Подвал,4.0,,Отдельный,Публичное предложение,2025,Завершено,12.02.2025 20:00:00,19.03.2025 15:00:00,26.03.2025 10:00,28.03.2025 10:00,28.03.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024469/1,,protocol,true
https://investmoscow.ru/tenders/tender/19736764,19736764,181.5,8954000.0,49333.33,"895 400,00 руб.","447 700,00 руб.",,,"Восточный административный округ, Соколиная гора, Буракова улица, дом 25А, Подвал № 0",77:03:0004005:5306,Шоссе Энтузиастов (12 мин),Подвал,4.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,11.12.2024 20:00:00,14.01.2025 15:00:00,21.01.2025 10:00,23.01.2025 10:00,23.01.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024007/1,,missing,false
https://investmoscow.ru/tenders/tender/19729877,19729877,90.3,6311000.0,69889.26,"631 100,00 руб.","315 550,00 руб.",,,"Восточный административный округ, Соколиная гора, Буракова улица, дом 25А, Подвал № 0, помещение 1/П",77:03:0004005:5305,Шоссе Энтузиастов (12 мин),Подвал,4.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,27.11.2024 20:00:00,13.01.2025 15:00:00,20.01.2025 10:00,22.01.2025 10:00,22.01.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000023842/1,,missing,false
https://investmoscow.ru/tenders/tender/19728599,19728599,147.7,17092000.0,115721.06,"1 709 200,00 руб.","427 300,00 руб.","15382800,00",,"Зеленоградский административный округ, Старое Крюково, город Зеленоград, корпус 922, Этаж № 1","77:10:0000000:2204, 77:10:0000000:3562",Зеленоград-Крюково (1 мин),1,16.0,,Вход через места общего пользования,Публичное предложение,2025,Завершено,26.11.2024 20:00:00,22.01.2025 15:00:00,29.01.2025 10:00,31.01.2025 10:00,31.01.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000023795/1,,protocol,true
https://investmoscow.ru/tenders/tender/19727108,19727108,147.7,17092000.0,115721.06,"1 709 200,00 руб.","427 300,00 руб.",,,"Зеленоградский административный округ, Старое Крюково, город Зеленоград, корпус 922, Этаж № 1","77:10:0000000:2204, 77:10:0000000:3562",Зеленоград-Крюково (1 мин),1,16.0,,Вход через места общего пользования,Публичное предложение,2025,Завершено,21.11.2024 20:00:00,22.01.2025 15:00:00,29.01.2025 10:00,31.01.2025 10:00,31.01.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000023758/1,,missing,false
https://investmoscow.ru/tenders/tender/19765137,19765137,84.6,6694000.0,79125.3,"669 400,00 руб.","334 700,00 руб.","11045100,00",65.0%,"Центральный административный округ, Басманный, Мясницкая улица, дом 22, строение 1, Подвал № 0",77:01:0001033:2755,Сретенский бульвар (1 мин),Подвал,5.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,20.02.2025 20:00:00,26.03.2025 15:00:00,02.04.2025 10:00,04.04.2025 10:00,04.04.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024574/1,,protocol,true
https://investmoscow.ru/tenders/tender/19757424,19757424,38.2,12057000.0,315628.27,"1 205 700,00 руб.","602 850,00 руб.","17482650,00",45.0%,"Центральный административный округ, Басманный, Мясницкая улица, дом 22, строение 1, Антресоль № 3","77:01:0001033:2752, 77:01:0001038:2590",Сретенский бульвар (4 мин),Антресоль,5.0,,Вход через подъезд,Открытый аукцион в электронной форме,2025,Завершено,06.02.2025 20:00:00,10.03.2025 15:00:00,17.03.2025 10:00,19.03.2025 10:00,19.03.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024396/1,,protocol,true
https://investmoscow.ru/tenders/tender/19798244,19798244,122.4,18193000.0,148635.62,"1 819 300,00 руб.","909 650,00 руб.",,,"Юго-Восточный административный округ, Некрасовка, проспект Защитников Москвы, дом 9, корпус 1, не указано",77:00:0000000:45663,Некрасовка (0 мин),1,,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,19.05.2025 20:00:00,24.06.2025 15:00:00,01.07.2025 10:00,03.07.2025 10:00,03.07.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025509/1,,protocol,true
https://investmoscow.ru/tenders/tender/19798601,19798601,143.3,20307000.0,141709.7,"2 030 700,00 руб.","1 015 350,00 руб.","20307000,00",0.0%,"Юго-Восточный административный округ, Некрасовка, проспект Защитников Москвы, дом 9, корпус 1, Этаж № 1, помещение 2/Н",77:00:0000000:45662,Некрасовка (0 мин),1,,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,19.05.2025 20:00:00,24.06.2025 15:00:00,01.07.2025 10:00,03.07.2025 10:00,03.07.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025518/1,,page,false
