url,номер_лота,площадь_м²,начальная_цена_руб,цена_за_м²,размер_задатка_руб,шаг_аукциона_руб,итоговая_цена_руб,превышение_цены_%,адрес,кадастровый_номер,метро,этаж,этажность,функциональное_назначение,тип_входа,форма_проведения,год_торгов,статус,дата_начала_приёма,дата_окончания_приёма,дата_отбора_участников,дата_проведения_торгов,дата_подведения_итогов,platformLink,ссылка_на_протокол,latitude,longitude
https://investmoscow.ru/tenders/tender/19860773,19860773,41.4,3231900.0,78065.22,"323 190,00 руб.","161 595,00 руб.",,,"Северо-Восточный административный округ, Ростокино, проезд Кадомцева, дом 9, Цокольный этаж № 0",77:02:0019008:3016,Ростокино (18 мин),Цоколь,5.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,09.09.2025 20:00:00,14.10.2025 15:00:00,21.10.2025 10:00,23.10.2025 10:00,23.10.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026539/1,,55.8291986,37.661796
https://investmoscow.ru/tenders/tender/19969955,19969955,39.5,1907000.0,48278.48,"190 700,00 руб.","95 350,00 руб.","2383750,00",25.0%,"Зеленоградский административный округ, Силино, город Зеленоград, корпус 1106, Подвал № 0",77:10:0001003:4118,Ховрино (316 мин),Подвал,12.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2026,Завершено,26.12.2025 20:00:00,16.03.2026 15:00:00,23.03.2026 10:00,25.03.2026 10:00,25.03.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000028693/1,,55.991971,37.214241
https://investmoscow.ru/tenders/tender/19924985,19924985,39.5,1907000.0,48278.48,"190 700,00 руб.","95 350,00 руб.",,,"Зеленоградский административный округ, Силино, город Зеленоград, корпус 1106, Подвал № 0",77:10:0001003:4118,Ховрино (316 мин),Подвал,12.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,10.11.2025 20:00:00,11.12.2025 15:00:00,18.12.2025 10:00,23.12.2025 10:00,23.12.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000027622/1,,55.991971,37.214241
https://investmoscow.ru/tenders/tender/19744697,19744697,12.2,4471000.0,366475.41,"447 100,00 руб.","223 550,00 руб.","6482950,00",45.0%,"Центральный административный округ, Тверской, Новая площадь, дом 8, строение 1, Этаж № 4",77:01:0001010:2955,Лубянка (1 мин),4,4.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,24.01.2025 20:00:00,05.03.2025 15:00:00,12.03.2025 10:00,14.03.2025 10:00,14.03.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024280/1,,55.7580963,37.6266937
https://investmoscow.ru/tenders/tender/19773158,19773158,13.6,1453000.0,106838.24,"145 300,00 руб.","72 650,00 руб.","2542750,00",75.0%,"Северный административный округ, Западное Дегунино, Новая улица, дом 10, этаж №1",77:01:0001010:2370,Речной вокзал (0 мин),1,14.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,14.03.2025 20:00:00,28.04.2025 15:00:00,05.05.2025 10:00,07.05.2025 10:00,07.05.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024852,,55.875382,37.5126944
https://investmoscow.ru/tenders/tender/19816788,19816788,34.2,1610000.0,47076.02,"322 000,00 руб.","80 500,00 руб.",,,"Северный административный округ, Коптево, улица Космонавта Волкова, дом 25/2, Подвал № 0","77:09:0003020:6427, 77:09:0003020:6428",Войковская (0 мин),Подвал,7.0,,Вход через подъезд,Открытый аукцион в электронной форме,2025,Завершено,23.07.2025 20:00:00,26.08.2025 15:00:00,02.09.2025 10:00,05.09.2025 10:00,05.09.2025 17:00,https://www.roseltorg.ru/procedure/178fz23072500041/1,,55.816807,37.5221534
https://investmoscow.ru/tenders/tender/19773312,19773312,23.8,2125000.0,89285.71,"425 000,00 руб.","106 250,00 руб.",,,"Центральный административный округ, Арбат, Большой Афанасьевский переулок, дом 31, Подвал","77:01:0001047:4392, 77:01:0001047:4393",Арбатская (0 мин),Подвал,6.0,,Вход через подъезд,Открытый аукцион в электронной форме,2025,Завершено,02.04.2025 10:00:00,07.05.2025 15:00:00,16.05.2025 10:00,21.05.2025 10:00,21.05.2025 17:00,https://www.roseltorg.ru/procedure/178fz02042500001/1,,55.7489358,37.5964578
https://investmoscow.ru/tenders/tender/19788741,19788741,69.8,4790000.0,68624.64,"479 000,00 руб.","239 500,00 руб.","7185000,00",50.0%,"Южный административный округ, Нагорный, Варшавское шоссе, дом 69, корпус 2, Подвал № 0, помещение 1П",77:05:0001020:3476,Нахимовский проспект (0 мин),Подвал,8.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,25.04.2025 20:00:00,11.06.2025 15:00:00,18.06.2025 10:00,20.06.2025 10:00,20.06.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025295/1,,55.6616848,37.6202645
https://investmoscow.ru/tenders/tender/19801688,19801688,51.0,2957000.0,57980.39,"295 700,00 руб.","147 850,00 руб.",,,"Северо-Восточный административный округ, Ростокино, улица Сергея Эйзенштейна, дом 6, подвал № 0",77:02:0018009:1385,ВДНХ (0 мин),Подвал,8.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,27.05.2025 20:00:00,30.06.2025 15:00:00,07.07.2025 10:00,09.07.2025 10:00,09.07.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025582/1,,55.8333174,37.6408621
https://investmoscow.ru/tenders/tender/19742657,19742657,15.0,4753800.0,316920.0,"475 380,00 руб.","237 690,00 руб.",,,"Северо-Западный административный округ, Щукино, улица Маршала Бирюзова, дом 8, корпус 1, Этаж №1",77:08:0009033:3441,Октябрьское поле (1 мин),1 этаж,9.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,24.01.2025 20:00:00,26.02.2025 15:00:00,05.03.2025 10:00,07.03.2025 10:00,07.03.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024291/1,,55.7924608,37.4984186
https://investmoscow.ru/tenders/tender/19993855,19993855,7.8,1945800.0,249461.54,"194 580,00 руб.","97 290,00 руб.","1945800,00",0.0%,"Центральный административный округ, Басманный, Садовая-Черногрязская улица, дом 3Б, строение 1, Подвал № 0",77:01:0003008:3971,Красные Ворота (0 мин),Подвал,5.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2026,Завершено,03.02.2026 20:00:00,05.03.2026 15:00:00,12.03.2026 10:00,17.03.2026 10:00,17.03.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000029042/1,,55.7671851,37.6532942
https://investmoscow.ru/tenders/tender/19943387,19943387,7.8,1945800.0,249461.54,"194 580,00 руб.","97 290,00 руб.",,,"Центральный административный округ, Басманный, Садовая-Черногрязская улица, дом 3Б, строение 1, Подвал № 0",77:01:0003008:3971,Красные Ворота (0 мин),Подвал,5.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2026,Завершено,25.11.2025 20:00:00,19.01.2026 15:00:00,26.01.2026 10:00,28.01.2026 10:00,28.01.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000028028/1,,55.7671851,37.6532942
https://investmoscow.ru/tenders/tender/19800047,19800047,7.8,2249000.0,288333.33,"224 900,00 руб.","112 450,00 руб.",,,"Центральный административный округ, Басманный, Садовая-Черногрязская улица, дом 3Б, строение 1, Подвал № 0",77:01:0003008:3971,Красные Ворота (0 мин),Подвал,5.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,27.05.2025 20:00:00,07.07.2025 15:00:00,14.07.2025 10:00,16.07.2025 10:00,16.07.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025575/1,,55.7671851,37.6532942
https://investmoscow.ru/tenders/tender/19920371,19920371,51.9,4311000.0,83063.58,"431 100,00 руб.","215 550,00 руб.","12286350,00",185.0%,"Юго-Западный административный округ, Гагаринский, Ленинский проспект, дом 52, Этаж № 1,пом. 7А/1",77:06:0001002:3413,Академическая (0 мин),1,8.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,05.11.2025 20:00:00,08.12.2025 15:00:00,15.12.2025 10:00,17.12.2025 10:00,17.12.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000027516/1,,55.6994073,37.5638172
https://investmoscow.ru/tenders/tender/19969959,19969959,14.3,2885000.0,201748.25,"288 500,00 руб.","144 250,00 руб.","3750500,00",30.0%,"Юго-Западный административный округ, Гагаринский, улица Косыгина, дом 5, Этаж № 1",77:06:0001002:11128,Ленинский проспект (13 мин),1,10.0,,Вход через подъезд,Открытый аукцион в электронной форме,2026,Завершено,24.12.2025 20:00:00,03.03.2026 15:00:00,10.03.2026 10:00,12.03.2026 10:00,12.03.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000028617/1,,55.7066717,37.5718672
https://investmoscow.ru/tenders/tender/19768252,19768252,80.1,4522000.0,56454.43,"452 200,00 руб.","113 050,00 руб.","3165400,00",-30.0%,"Восточный административный округ, Измайлово, 7-я Парковая улица, дом 28, Подвал № 0, помещение 1/П",77:03:0005012:7659,Первомайская (10 мин),Подвал,9.0,,Вход через подъезд,Публичное предложение,2025,Завершено,05.03.2025 20:00:00,09.04.2025 15:00:00,16.04.2025 10:00,18.04.2025 10:00,18.04.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024735/1,,55.8012145,37.7943195
https://investmoscow.ru/tenders/tender/19731664,19731664,80.1,4522000.0,56454.43,"452 200,00 руб.","226 100,00 руб.",,,"Восточный административный округ, Измайлово, 7-я Парковая улица, дом 28, Подвал № 0, помещение 1/П",77:03:0005012:7659,Первомайская (10 мин),Подвал,9.0,,Вход через подъезд,Открытый аукцион в электронной форме,2025,Завершено,29.11.2024 20:00:00,13.01.2025 15:00:00,20.01.2025 10:00,22.01.2025 10:00,22.01.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000023919/1,,55.8012145,37.7943195
https://investmoscow.ru/tenders/tender/19734641,19734641,84.4,4550000.0,53909.95,"455 000,00 руб.","227 500,00 руб.","4550000,00",0.0%,"Юго-Восточный административный округ, Лефортово, Красноказарменная улица, дом 9, Подвал № 0",77:04:0001005:5599,Лефортово (13 мин),Подвал,9.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,06.12.2024 20:00:00,21.01.2025 15:00:00,28.01.2025 10:00,30.01.2025 10:00,30.01.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000023985/1,,55.7582809,37.6971787
https://investmoscow.ru/tenders/tender/19733742,19733742,62.0,4418000.0,71258.06,"441 800,00 руб.","220 900,00 руб.","9719600,00",120.0%,"Юго-Восточный административный округ, Текстильщики, 7-я улица Текстильщиков, дом 7, корпус 2, Подвал № 0",77:04:0004007:14086,Волжская (1 мин),Подвал,3.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,05.12.2024 20:00:00,21.01.2025 15:00:00,28.01.2025 10:00,30.01.2025 10:00,30.01.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000023974/1,,55.6970766,37.7493702
https://investmoscow.ru/tenders/tender/19904767,19904767,11.2,1561000.0,139375.0,"156 100,00 руб.","78 050,00 руб.","1561000,00",0.0%,"Восточный административный округ, Соколиная гора, проспект Будённого, дом 30/8, Этаж № 1",77:03:0004008:2632,Шоссе Энтузиастов (13 мин),1,9.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,20.10.2025 20:00:00,26.11.2025 15:00:00,03.12.2025 10:00,05.12.2025 10:00,05.12.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000027216/1,,55.7620919,37.7347278
https://investmoscow.ru/tenders/tender/19847303,19847303,11.2,1561000.0,139375.0,"156 100,00 руб.","78 050,00 руб.",,,"Восточный административный округ, Соколиная гора, проспект Будённого, дом 30/8, Этаж № 1",77:03:0004008:2632,Шоссе Энтузиастов (13 мин),1,9.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,26.08.2025 15:00:00,25.09.2025 15:00:00,02.10.2025 10:00,07.10.2025 10:00,07.10.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026327/1,,55.7620919,37.7347278
https://investmoscow.ru/tenders/tender/19741839,19741839,27.2,3563000.0,130992.65,"356 300,00 руб.","178 150,00 руб.","10332700,00",190.0%,"Юго-Западный административный округ, Коньково, улица Миклухо-Маклая, дом 18, корпус 1, Техническое подполье № 0",77:06:0006001:11275,Беляево (1 мин),Техническое подполье,3.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,15.01.2025 20:00:00,18.02.2025 15:00:00,25.02.2025 10:00,27.02.2025 10:00,27.02.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024197,,55.6460452,37.5167022
https://investmoscow.ru/tenders/tender/19997242,19997242,18.3,3653000.0,199617.49,"365 300,00 руб.","182 650,00 руб.",,,"Западный административный округ, Солнцево, муниципальный округ Солнцево, улица 50 лет Октября, дом 6, 1 этаж",77:07:0015003:33526,Говорово (9 мин),1,5.0,,Вход через подъезд,Открытый аукцион в электронной форме,2026,Завершено,04.02.2026 20:00:00,12.03.2026 15:00:00,19.03.2026 10:00,24.03.2026 10:00,24.03.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000029071/1,,55.655234,37.4147697
https://investmoscow.ru/tenders/tender/19924693,19924693,57.1,4828000.0,84553.42,"482 800,00 руб.","241 400,00 руб.","7966200,00",65.0%,"Юго-Западный административный округ, Ломоносовский, улица Кравченко, дом 8, Подвал № 0",77:04:0001006:4694,Проспект Вернадского (14 мин),Подвал,10.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,10.11.2025 20:00:00,11.12.2025 15:00:00,18.12.2025 10:00,23.12.2025 10:00,23.12.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000027614/1,,55.6765886,37.5188693
https://investmoscow.ru/tenders/tender/19981511,19981511,11.1,4054000.0,365225.23,"405 400,00 руб.","202 700,00 руб.","7905300,00",95.0%,"Центральный административный округ, Таганский, 1-й Гончарный переулок, дом 7, Этаж № 1",77:01:0002023:1951,Таганская (5 мин),1,10.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,20.01.2026 20:00:00,16.03.2026 15:00:00,23.03.2026 10:00,25.03.2026 10:00,25.03.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000028797/1,,55.7400923,37.6497681
https://investmoscow.ru/tenders/tender/19805661,19805661,20.3,3872000.0,190738.92,"387 200,00 руб.","193 600,00 руб.","5808000,00",50.0%,"Северный административный округ, Войковский, Ленинградское шоссе, дом 15, Этаж № 3",77:09:0003017:8538,Войковская (0 мин),3,10.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,11.06.2025 20:00:00,14.07.2025 15:00:00,21.07.2025 10:00,23.07.2025 10:00,23.07.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025727/1,,55.8296668,37.4889468
https://investmoscow.ru/tenders/tender/19743023,19743023,85.4,4204000.0,49227.17,"420 400,00 руб.","210 200,00 руб.","10089600,00",140.0%,"Западный административный округ, Можайский, Сколковское шоссе, дом 7, Подвал № 0",77:07:0008005:10214,Молодёжная (1 мин),Подвал,5.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,24.01.2025 20:00:00,05.03.2025 15:00:00,12.03.2025 10:00,14.03.2025 10:00,14.03.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024303/1,,55.7135755,37.4066526
https://investmoscow.ru/tenders/tender/19856890,19856890,15.4,3338000.0,216753.25,"333 800,00 руб.","166 900,00 руб.",,,"Южный административный округ, Москворечье-Сабурово, улица Кошкина, дом 12, корпус 1, Этаж № 1, помещение 1Б/1",77:05:0005010:8889,Кантемировская (17 мин),1 этаж,17.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,05.09.2025 20:00:00,13.10.2025 15:00:00,20.10.2025 10:00,22.10.2025 10:00,22.10.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026525/1,,55.639699,37.6689412
https://investmoscow.ru/tenders/tender/19757670,19757670,83.7,4052000.0,48410.99,"405 200,00 руб.","202 600,00 руб.",,,"Южный административный округ, Орехово-Борисово Северное, Шипиловская улица, дом 17, корпус 3, Техническое подполье № 0",77:05:0011001:11549,Орехово (1 мин),Техническое подполье,9.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,06.02.2025 20:00:00,11.03.2025 15:00:00,18.03.2025 10:00,20.03.2025 10:00,20.03.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024386/1,,55.6199128,37.7086911
https://investmoscow.ru/tenders/tender/19775671,19775671,9.3,1583000.0,170215.05,"158 300,00 руб.","79 150,00 руб.","3166000,00",100.0%,"Западный административный округ, Можайский, Можайское шоссе, дом 45, корпус 1, Этаж № 1",77:07:0008005:6389,Молодёжная (0 мин),1,18.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,18.03.2025 20:00:00,21.04.2025 15:00:00,28.04.2025 10:00,30.04.2025 10:00,30.04.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024907/1,,55.7156662,37.4079996
https://investmoscow.ru/tenders/tender/19881735,19881735,16.8,1832000.0,109047.62,"183 200,00 руб.","91 600,00 руб.","2015200,00",10.0%,"Южный административный округ, Даниловский, Автозаводская улица, дом 13/1, Подвал № 0, помещение 1/П",77:05:0002003:4379,Автозаводская (1 мин),Подвал,8.0,,Вход через подъезд,Открытый аукцион в электронной форме,2025,Завершено,01.10.2025 20:00:00,06.11.2025 15:00:00,13.11.2025 10:00,18.11.2025 10:00,18.11.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026874/1,,55.7058365,37.6564248
https://investmoscow.ru/tenders/tender/19879646,19879646,28.5,4554900.0,159821.05,"455 490,00 руб.","227 745,00 руб.","4554900,00",0.0%,"Восточный административный округ, Сокольники, улица Короленко, дом 7, корпус 3, Этаж № 1",77:03:0003010:5093,Сокольники (14 мин),1 этаж,5.0,,Вход через подъезд,Открытый аукцион в электронной форме,2025,Завершено,26.09.2025 20:00:00,30.10.2025 15:00:00,06.11.2025 10:00,11.11.2025 10:00,11.11.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026816/1,,55.7957871,37.6945949
https://investmoscow.ru/tenders/tender/19973072,19973072,18.3,3703000.0,202349.73,"370 300,00 руб.","185 150,00 руб.","5184200,00",40.0%,"Северо-Восточный административный округ, Бибирево, Алтуфьевское шоссе, дом 100, Этаж № 1, пом. 9/1",77:02:0003002:2888,Алтуфьево (9 мин),1,22.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2026,Завершено,20.01.2026 20:00:00,12.03.2026 15:00:00,19.03.2026 10:00,24.03.2026 10:00,24.03.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000028796/1,,55.9042737,37.5899243
https://investmoscow.ru/tenders/tender/19750710,19750710,70.5,3442000.0,48822.7,"344 200,00 руб.","172 100,00 руб.",,,"Юго-Западный административный округ, Обручевский, Профсоюзная улица, дом 64, корпус 2, Подвал № 3",77:06:0003012:6113,Новые Черёмушки (1 мин),Подвал,40.0,,Вход через подъезд,Открытый аукцион в электронной форме,2025,Завершено,24.01.2025 20:00:00,25.02.2025 15:00:00,04.03.2025 10:00,06.03.2025 10:00,06.03.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024282/1,,55.6664313,37.5475871
https://investmoscow.ru/tenders/tender/19781894,19781894,34.2,2410000.0,70467.84,"241 000,00 руб.","120 500,00 руб.","2410000,00",0.0%,"Северный административный округ, Сокол, Ленинградский проспект, дом 75, корпус 1Б, Подвал № 0",77:09:0005002:11351,Сокол (0 мин),Подвал,10.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,02.04.2025 20:00:00,14.05.2025 15:00:00,21.05.2025 10:00,23.05.2025 10:00,23.05.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025088/1,,55.8051354,37.5107086
https://investmoscow.ru/tenders/tender/19970050,19970050,21.5,2638000.0,122697.67,"263 800,00 руб.","131 900,00 руб.","6595000,00",150.0%,"Центральный административный округ, Басманный, г. Москва, пер. Аптекарский, д. 8/2, стр. 1, Подвал № 0",77:01:0003011:3167,Бауманская (8 мин),Подвал,14.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,24.12.2025 20:00:00,03.03.2026 15:00:00,10.03.2026 10:00,12.03.2026 10:00,12.03.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000028618/1,,55.7595155,37.6311674
https://investmoscow.ru/tenders/tender/19773239,19773239,52.3,3593000.0,68699.81,"359 300,00 руб.","179 650,00 руб.","3593000,00",0.0%,"Южный административный округ, Нагорный, Варшавское шоссе, дом 72, корпус 1, Подвал № 0",77:05:0003004:11962,Нахимовский проспект (0 мин),Подвал,5.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,14.03.2025 20:00:00,15.04.2025 15:00:00,22.04.2025 10:00,24.04.2025 10:00,24.04.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024849,,55.6567936,37.6187882
https://investmoscow.ru/tenders/tender/19967729,19967729,86.6,4551000.0,52551.96,"455 100,00 руб.","227 550,00 руб.","4551000,00",0.0%,"Юго-Западный административный округ, Гагаринский, Ленинский проспект, дом 70/11, Подвал № 0,помещение 8/17/П",77:05:0001009:8088,Университет (11 мин),Подвал,9.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2026,Завершено,23.12.2025 20:00:00,03.03.2026 15:00:00,10.03.2026 10:00,12.03.2026 10:00,12.03.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000028582/1,,55.6879261,37.5407755
https://investmoscow.ru/tenders/tender/19724311,19724311,86.6,4475000.0,51674.36,"447 500,00 руб.","111 875,00 руб.","4475000,00",0.0%,"Юго-Западный административный округ, Гагаринский, Ленинский проспект, дом 70/11, Подвал № 0",77:05:0001009:8088,Университет (11 мин),Подвал,9.0,,Вход через подъезд,Публичное предложение,2025,Завершено,18.11.2024 20:00:00,15.01.2025 15:00:00,22.01.2025 10:00,24.01.2025 10:00,24.01.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000023718,,55.6879261,37.5407755
https://investmoscow.ru/tenders/tender/19875454,19875454,20.3,1142000.0,56256.16,"114 200,00 руб.","57 100,00 руб.","2626600,00",130.0%,"Северо-Восточный административный округ, Бабушкинский, Радужная улица, дом 15, корпус 2, Подвал № 0",77:02:0015004:4029,Свиблово (11 мин),Подвал,4.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,23.09.2025 20:00:00,29.10.2025 15:00:00,05.11.2025 10:00,07.11.2025 10:00,07.11.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026748/1,,55.8595919,37.6635003
https://investmoscow.ru/tenders/tender/19747134,19747134,19.2,4269000.0,222343.75,"426 900,00 руб.","213 450,00 руб.",,,"Западный административный округ, Раменки, улица Довженко, дом 6, Этаж № 2",77:07:0006004:14877,Минская (1 мин),2,9.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,22.01.2025 20:00:00,24.02.2025 15:00:00,03.03.2025 10:00,05.03.2025 10:00,05.03.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024240/1,,55.7235118,37.5143334
https://investmoscow.ru/tenders/tender/19974550,19974550,14.7,4441000.0,302108.84,"444 100,00 руб.","222 050,00 руб.","6661500,00",50.0%,"Центральный административный округ, Тверской, Тихвинский переулок, дом 10-12, корпус 5, Этаж № 1, пом. 5Н",77:01:0004007:6510,Менделеевская (9 мин),1 этаж,5.0,,Отдельный,Открытый аукцион в электронной форме,2026,Завершено,20.01.2026 20:00:00,12.03.2026 15:00:00,19.03.2026 10:00,24.03.2026 10:00,24.03.2026 17:00,https://www.roseltorg.ru/procedure/21000005000000028798/1,,55.7861212,37.5987762
https://investmoscow.ru/tenders/tender/19803175,19803175,46.2,4508000.0,97575.76,"450 800,00 руб.","225 400,00 руб.",,,"Центральный административный округ, Пресненский, Электрический переулок, дом 12, Подвал № 0","77:01:0004020:3224, 77:01:0004020:3222",Белорусская (0 мин),Подвал,4.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,30.05.2025 20:00:00,02.07.2025 15:00:00,09.07.2025 10:00,11.07.2025 10:00,11.07.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025644/1,,55.772595,37.5764561
https://investmoscow.ru/tenders/tender/19758534,19758534,30.0,4062000.0,135400.0,"406 200,00 руб.","203 100,00 руб.",,,"Западный административный округ, Филевский парк, Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Багратионовский проезд, дом 12, Этаж № 4",77:07:0005008:5720,Фили (18 мин),4,4.0,,Вход через подъезд,Открытый аукцион в электронной форме,2025,Завершено,06.02.2025 20:00:00,12.03.2025 15:00:00,19.03.2025 10:00,21.03.2025 10:00,21.03.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024416/1,,55.7450272,37.5084521
https://investmoscow.ru/tenders/tender/19775433,19775433,28.7,3192000.0,111219.51,"319 200,00 руб.","159 600,00 руб.","4468800,00",40.0%,"Южный административный округ, Даниловский, Люсиновская улица, дом 53, Подвал № 0",77:01:0006010:3113,Серпуховская (0 мин),Подвал,10.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,18.03.2025 20:00:00,21.04.2025 15:00:00,28.04.2025 10:00,30.04.2025 10:00,30.04.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000024893/1,,55.7186265,37.6232779
https://investmoscow.ru/tenders/tender/19853603,19853603,55.8,2778000.0,49784.95,"277 800,00 руб.","69 450,00 руб.","2083500,00",-25.0%,"Восточный административный округ, Измайлово, 3-я Парковая улица, дом 6, Подвал № 0",77:03:0005006:6479,Измайловская (3 мин),Подвал,5.0,,Вход через места общего пользования,Публичное предложение,2025,Завершено,02.09.2025 20:00:00,08.10.2025 15:00:00,15.10.2025 10:00,17.10.2025 10:00,17.10.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026435/1,,55.7895924,37.7846536
https://investmoscow.ru/tenders/tender/19804540,19804540,55.8,2778000.0,49784.95,"277 800,00 руб.","138 900,00 руб.",,,"Восточный административный округ, Измайлово, 3-я Парковая улица, дом 6, Подвал № 0",77:03:0005006:6479,Измайловская (3 мин),Подвал,5.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,04.06.2025 20:00:00,09.07.2025 15:00:00,16.07.2025 10:00,18.07.2025 10:00,18.07.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025699/1,,55.7895924,37.7846536
https://investmoscow.ru/tenders/tender/19781520,19781520,55.8,2778000.0,49784.95,"277 800,00 руб.","138 900,00 руб.",,,"Восточный административный округ, Измайлово, 3-я Парковая улица, дом 6, Подвал № 0",77:03:0005006:6479,Измайловская (3 мин),Подвал,5.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2025,Завершено,03.04.2025 20:00:00,21.05.2025 15:00:00,28.05.2025 10:00,30.05.2025 10:00,30.05.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000025112/1,,55.7895924,37.7846536
https://investmoscow.ru/tenders/tender/19864703,19864703,12.4,1885000.0,152016.13,"188 500,00 руб.","94 250,00 руб.","3016000,00",60.0%,"Западный административный округ, Солнцево, Волынская улица, дом 9, Этаж № 1, помещение 13Н",77:07:0015003:5765,Солнцево (26 мин),1 этаж,17.0,,Отдельный,Открытый аукцион в электронной форме,2025,Завершено,15.09.2025 20:00:00,16.10.2025 15:00:00,23.10.2025 10:00,28.10.2025 10:00,28.10.2025 17:00,https://www.roseltorg.ru/procedure/21000005000000026641/1,,55.6425686,37.4165143
