url,номер_лота,площадь_м²,начальная_цена_руб,цена_за_м²,размер_задатка_руб,шаг_аукциона_руб,итоговая_цена_руб,превышение_цены_%,адрес,кадастровый_номер,метро,этаж,этажность,функциональное_назначение,тип_входа,форма_проведения,год_торгов,статус,дата_начала_приёма,дата_окончания_приёма,дата_отбора_участников,дата_проведения_торгов,дата_подведения_итогов,platformLink,ссылка_на_протокол,latitude,longitude,????????_????????_????,????????_????_????????????
https://investmoscow.ru/tenders/tender/17215210,17215210,57.3,4062000.0,70890.05,"812 400,00 руб.","203 100,00 руб.",,,"Юго-Восточный административный округ, Марьино, Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, улица Нижние Поля, дом 29, строение 1, Этаж № 2",77:04:0004018:1611,Братиславская (18 мин),2,3.0,,Вход через подъезд,Открытый аукцион в электронной форме,2022,Завершено,24.06.2022 20:00:00,28.07.2022 15:00:00,04.08.2022 10:00,08.08.2022 10:00,08.08.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/397907,,55.6569214,37.7309093,missing,false
https://investmoscow.ru/tenders/tender/18299245,18299245,312.3,13062000.0,41825.17,"2 612 400,00 руб.","653 100,00 руб.",,,"Северный административный округ, Восточное Дегунино, город Москва, Дубнинская улица, дом 4, корпус 1, Подвал № 0",77:02:0001019:1315,Верхние Лихоборы (8 мин),Подвал,9.0,,Вход через подъезд,Открытый аукцион в электронной форме,2022,Завершено,26.11.2021 20:00:00,19.01.2022 15:00:00,26.01.2022 10:00,28.01.2022 10:00,28.01.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381565,,55.857656,37.569233,missing,false
https://investmoscow.ru/tenders/tender/18335545,18335545,107.8,11484000.0,106530.61,"2 296 800,00 руб.","574 200,00 руб.","12058200,00",5.0%,"г. Москва, ул. Сухонская, Дом 11, Этаж №1, Этаж №1",77:02:0004008:4809,Медведково (13 мин),1,16.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,29.12.2021 20:00:00,15.02.2022 15:00:00,17.02.2022 10:00,22.02.2022 10:00,22.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/385152,,55.8783089,37.6537862,page,false
https://investmoscow.ru/tenders/tender/18337692,18337692,17.8,2671000.0,150056.18,"534 200,00 руб.","133 550,00 руб.","4807800,00",80.0%,"Южный административный округ, Бирюлево Восточное, Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Загорьевский проезд, дом 9, корпус 1, Этаж № 1",77:05:0010004:30563,Царицыно (75 мин),1,1.0,,Вход через подъезд,Открытый аукцион в электронной форме,2022,Завершено,09.11.2021 20:00:00,04.02.2022 15:00:00,09.02.2022 10:00,11.02.2022 10:00,11.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/379384,,55.5740394,37.6689853,page,false
https://investmoscow.ru/tenders/tender/18351262,18351262,492.8,17990000.0,36505.68,"3 598 000,00 руб.","449 750,00 руб.","16191000,00",,"Восточный административный округ, Соколиная гора, город Москва, Лечебная улица, дом 1/36, Подвал № 0",77:03:0003019:7641,Измайлово (9 мин),Подвал,5.0,,Вход через места общего пользования,Публичное предложение,2022,Завершено,19.11.2021 21:00:00,11.01.2022 15:00:00,18.01.2022 10:00,20.01.2022 10:00,20.01.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/380724,,55.790385,37.733051,page,false
https://investmoscow.ru/tenders/tender/18356371,18356371,159.7,5425000.0,33969.94,"1 085 000,00 руб.","271 250,00 руб.","5967500,00",10.0%,"Восточный административный округ, Соколиная гора, город Москва, 5-я улица Соколиной Горы, дом 16, корпус 2, подвал № 0",77:03:0004007:11891,Шоссе Энтузиастов (10 мин),Подвал,5.0,,Вход через места общего пользования,Открытый аукцион в электронной форме,2022,Завершено,23.12.2021 20:00:00,03.02.2022 15:00:00,10.02.2022 10:00,14.02.2022 10:00,14.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/384668,,55.7633769,37.7389236,page,false
https://investmoscow.ru/tenders/tender/18358914,18358914,164.1,11819000.0,72023.16,"2 363 800,00 руб.","590 950,00 руб.",,,"Юго-Западный административный округ, Академический, Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Кржижановского, дом 3, Подвал № 0","77:06:0003004:2758, 77:06:0003004:2647",Профсоюзная (8 мин),Подвал,5.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,22.11.2021 20:00:00,13.01.2022 15:00:00,20.01.2022 10:00,24.01.2022 10:00,24.01.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/380892,,55.683329,37.561554,missing,false
https://investmoscow.ru/tenders/tender/18359098,18359098,41.8,2369000.0,56674.64,"473 800,00 руб.","118 450,00 руб.","6396300,00",170.0%,"Северо-Западный административный округ, Покровское-Стрешнево, город Москва, Большая Набережная улица, дом 15, Этаж № 1",77:08:0000000:3055,Тушинская (18 мин),1,7.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,22.12.2021 20:00:00,02.02.2022 15:00:00,09.02.2022 10:00,11.02.2022 10:00,11.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/384053,,55.830675,37.457378,page,false
https://investmoscow.ru/tenders/tender/18360372,18360372,232.1,10251000.0,44166.31,"2 050 200,00 руб.","256 275,00 руб.","11532375,00",,"Юго-Западный административный округ, Академический, город Москва, улица Ивана Бабушкина, дом 15, корпус 1-2, Подвал № 0",77:06:0003003:4107,Академическая (10 мин),Подвал,5.0,,Вход через места общего пользования,Публичное предложение,2022,Завершено,26.11.2021 20:00:00,18.01.2022 15:00:00,25.01.2022 10:00,27.01.2022 10:00,27.01.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381513,,55.685184,37.562495,page,false
https://investmoscow.ru/tenders/tender/18402271,18402271,372.1,28285000.0,76014.51,"5 657 000,00 руб.","1 414 250,00 руб.",,,"г. Москва, ул. Мартеновская, Дом 6 Корпус 1, Подвал № 0, Этаж № 1",77:03:0006014:3030,Новогиреево (15 мин),"Подвал, 0, 1",5.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,13.05.2022 20:00:00,16.06.2022 15:00:00,21.06.2022 10:00,23.06.2022 10:00,23.06.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/393763,,55.7585388,37.8050679,missing,false
https://investmoscow.ru/tenders/tender/18419472,18419472,433.1,26526000.0,61246.83,"5 305 200,00 руб.","1 326 300,00 руб.",,,"Южный административный округ, Царицыно, Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Ереванская улица, дом 26, корпус 1, Подвал №0",77:05:0005009:16806,Царицыно (12 мин),Подвал,12.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,15.11.2021 20:00:00,25.01.2022 15:00:00,27.01.2022 10:00,01.02.2022 10:00,01.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/379958,,55.6278679,37.6769986,missing,false
https://investmoscow.ru/tenders/tender/18419721,18419721,85.4,6702000.0,78477.75,"1 340 400,00 руб.","335 100,00 руб.","11728500,00",75.0%,"г. Москва, ул. Салтыковская, Дом 5 Корпус 1, Этаж № 1",77:03:0009004:15519,Новокосино (19 мин),1,6.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,03.12.2021 20:00:00,01.02.2022 15:00:00,03.02.2022 10:00,08.02.2022 10:00,08.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382242,,55.7319608,37.8602749,page,false
https://investmoscow.ru/tenders/tender/18419939,18419939,178.3,11839000.0,66399.33,"2 367 800,00 руб.","591 950,00 руб.","13614850,00",15.0%,"Московская область, г. Подольск, Ул. 43-й Армии, д. 23а, 1 этаж",50:55:0000000:78216,Аннино (256 мин),1,18.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,03.12.2021 20:00:00,31.01.2022 15:00:00,02.02.2022 10:00,07.02.2022 10:00,07.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382136,,55.418608,37.497468,page,false
https://investmoscow.ru/tenders/tender/18420599,18420599,379.1,40557000.0,106982.33,"8 111 400,00 руб.","2 027 850,00 руб.",,,"г. Москва, ул. Марии Ульяновой, Дом 9 Корпус 3, Подвал № 0, Цокольный этаж № 0",77:06:0001007:8873,Проспект Вернадского (16 мин),,7.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,03.12.2021 20:00:00,01.02.2022 15:00:00,03.02.2022 10:00,08.02.2022 10:00,08.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382262,,55.743806,37.407142,missing,false
https://investmoscow.ru/tenders/tender/18421695,18421695,9.3,744409.0,80043.98,"148 881,80 руб.","37 220,45 руб.",,,"Северо-Восточный административный округ, Бабушкинский, г. Москва, ул. Менжинского, Дом 3, подвал № 0","77:02:0010016:2910, 77:02:0010016:2909",Бабушкинская (13 мин),Подвал,5.0,,nsi:1032:1032004,Открытый аукцион в электронной форме,2022,Завершено,29.04.2022 20:00:00,09.06.2022 15:00:00,14.06.2022 10:00,16.06.2022 10:00,16.06.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/392662,,55.865752,37.679893,missing,false
https://investmoscow.ru/tenders/tender/18421800,18421800,84.2,9434020.6,112043.0,"1 886 804,12 руб.","471 701,03 руб.","9434020,60",0.0%,"Южный административный округ, Даниловский, город Москва, 2-й Автозаводский проезд, дом 2, Помещение 8Н",77:05:0002003:4293,Автозаводская (3 мин),1,6.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,03.12.2021 20:00:00,31.01.2022 15:00:00,02.02.2022 10:00,07.02.2022 10:00,07.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382080,,55.7062768,37.6584631,page,false
https://investmoscow.ru/tenders/tender/18423397,18423397,206.8,7496000.0,36247.58,"1 499 200,00 руб.","374 800,00 руб.",,,"Москва, ул. Лётчика Бабушкина, д. 38, корп. 2, подвал №0",77:02:0010009:3795,Бабушкинская (12 мин),"Подвал, 0",3.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,15.11.2021 20:00:00,25.01.2022 15:00:00,27.01.2022 10:00,01.02.2022 10:00,01.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/380070,,55.8722915,37.6793636,missing,false
https://investmoscow.ru/tenders/tender/18434490,18434490,159.6,12345000.0,77349.62,"1 234 500,00 руб.","617 250,00 руб.",,,"Северо-Западный административный округ, Покровское-Стрешнево, город Москва, Вишнёвая улица, дом 14/11, Подвал № 0, пом. IVa, ком. 7, 9-14, 16, 17",77:08:0006003:2390,Тушинская (0 мин),Подвал,5.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,25.10.2021 20:00:00,11.02.2022 15:00:00,18.02.2022 10:00,22.02.2022 10:00,22.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/377670,,55.8326,37.447928,missing,false
https://investmoscow.ru/tenders/tender/18453260,18453260,381.2,18738000.0,49155.3,"3 747 600,00 руб.","936 900,00 руб.",,,"г. Москва, пр-кт. Ленинский, Дом 69, Подвал № 0",77:05:0001009:8061,Университет (16 мин),,,,,Открытый аукцион в электронной форме,2022,Завершено,07.12.2021 20:00:00,07.02.2022 15:00:00,09.02.2022 10:00,14.02.2022 10:00,14.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382359,,55.690374,37.550657,missing,false
https://investmoscow.ru/tenders/tender/18453337,18453337,330.0,16639000.0,50421.21,"3 327 800,00 руб.","831 950,00 руб.",,,"г. Москва, ул. Винокурова, Дом 10 Корпус 1, Подвал № 0",77:06:0002013:4309,Академическая (12 мин),,,,,Открытый аукцион в электронной форме,2022,Завершено,07.12.2021 20:00:00,07.02.2022 15:00:00,09.02.2022 10:00,14.02.2022 10:00,14.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382460,,55.6872367,37.5881168,missing,false
https://investmoscow.ru/tenders/tender/18453514,18453514,1183.1,100777641.1,85181.0,"20 155 528,22 руб.","1 007 776,41 руб.",,,"г. Москва, ул. Писцовая, Дом 16  Строение 5, Подвал №0, Этаж №2",77:09:0004015:6208,Петровский парк (14 мин),,,,,Открытый аукцион в электронной форме,2022,Завершено,07.12.2021 20:00:00,07.02.2022 15:00:00,09.02.2022 10:00,14.02.2022 10:00,14.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382510,,55.7987367,37.5708403,missing,false
https://investmoscow.ru/tenders/tender/18453552,18453552,21.0,2008000.0,95619.05,"401 600,00 руб.","100 400,00 руб.",,,"г. Москва, ул. Новорогожская, д. 11, корп. 2, Подвал №0, Этаж №1",77:01:0006031:3152,Римская (7 мин),,,,,Открытый аукцион в электронной форме,2022,Завершено,26.11.2021 20:00:00,25.01.2022 15:00:00,27.01.2022 10:00,01.02.2022 10:00,01.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381534,,55.7425391,37.6821498,missing,false
https://investmoscow.ru/tenders/tender/18453571,18453571,67.2,7527019.0,112009.21,"1 505 403,80 руб.","376 350,95 руб.","12419581,35",65.0%,"г. Москва, ш. Дмитровское, Дом 165Е Корпус 1, Этаж №1",77:02:0025016:1593,Алтуфьево (58 мин),,,,,Открытый аукцион в электронной форме,2022,Завершено,07.12.2021 20:00:00,07.02.2022 15:00:00,09.02.2022 10:00,14.02.2022 10:00,14.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382246,,55.924815,37.543695,page,false
https://investmoscow.ru/tenders/tender/18456802,18456802,154.5,9832843.5,63643.0,"1 966 568,70 руб.","491 642,18 руб.",,,"Южный административный округ, Даниловский, город Москва, улица Лобанова, дом 5, Подвал № 0",77:05:0002005:3014,Автозаводская (8 мин),Подвал,5.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,03.12.2021 20:00:00,31.01.2022 15:00:00,02.02.2022 10:00,07.02.2022 10:00,07.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382005,,55.7007831,37.6598821,missing,false
https://investmoscow.ru/tenders/tender/18457393,18457393,18.8,2405000.0,127925.53,"481 000,00 руб.","120 250,00 руб.","2405000,00",0.0%,"Центральный административный округ, Тверской, Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 3-я Тверская-Ямская улица, дом 3, строение 2, Цокольный этаж № 0, Цокольный этаж № 0",77:01:0004011:6183,Маяковская (3 мин),Цоколь,3.0,,Вход через подъезд,Открытый аукцион в электронной форме,2022,Завершено,06.12.2021 20:00:00,03.02.2022 15:00:00,08.02.2022 10:00,10.02.2022 10:00,,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382442,,55.771116,37.597059,page,false
https://investmoscow.ru/tenders/tender/18459350,18459350,131.7,10516000.0,79848.14,"2 103 200,00 руб.","525 800,00 руб.",,,"Северный административный округ, Войковский, город Москва, 1-я Радиаторская улица, дом 9, Подвал № 0",77:09:0003017:7892,Войковская (3 мин),Подвал,5.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,06.12.2021 20:00:00,03.02.2022 15:00:00,08.02.2022 10:00,10.02.2022 10:00,10.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382438,,55.819368,37.493443,missing,false
https://investmoscow.ru/tenders/tender/18459539,18459539,463.8,38479000.0,82964.64,"7 695 800,00 руб.","1 923 950,00 руб.","38479000,00",0.0%,"Западный административный округ, Можайский, город Москва, улица Багрицкого, дом 61, Подвал № 0, Этаж № 1",77:07:0008003:10331,Кунцевская (21 мин),"Подвал, 1",5.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,08.12.2021 20:00:00,09.02.2022 15:00:00,14.02.2022 10:00,16.02.2022 10:00,16.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382572,,55.7157588,37.4379639,page,false
https://investmoscow.ru/tenders/tender/18459791,18459791,4.5,530000.0,117777.78,"106 000,00 руб.","26 500,00 руб.",,,"Северный административный округ, Войковский, город Москва, улица Зои и Александра Космодемьянских, дом 4, корпус 1, Подвал № 0",77:09:0003018:10832,Войковская (3 мин),"Подвал, 0",9.0,,Вход через подъезд,Открытый аукцион в электронной форме,2022,Завершено,08.12.2021 20:00:00,09.02.2022 15:00:00,14.02.2022 10:00,16.02.2022 10:00,16.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382565,,55.8182009,37.502131,missing,false
https://investmoscow.ru/tenders/tender/18459852,18459852,448.4,46212000.0,103059.77,"9 242 400,00 руб.","2 310 600,00 руб.",,,"Северо-Восточный административный округ, Алексеевский, город Москва, улица Павла Корчагина, дом 16, Цокольный этаж № 0",77:02:0023005:3498,ВДНХ (17 мин),Цоколь,9.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,08.12.2021 20:00:00,09.02.2022 15:00:00,14.02.2022 10:00,16.02.2022 10:00,16.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382823,,55.817659,37.661843,missing,false
https://investmoscow.ru/tenders/tender/18460267,18460267,97.4,11477000.0,117833.68,"2 295 400,00 руб.","573 850,00 руб.","16641650,00",45.0%,"Северный административный округ, Войковский, город Москва, 6-й Новоподмосковный переулок, дом 3, Этаж № 1",77:09:0003016:4418,Войковская (14 мин),1,16.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,08.12.2021 20:00:00,09.02.2022 15:00:00,14.02.2022 10:00,16.02.2022 10:00,16.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382826,,55.8230807,37.511493,page,false
https://investmoscow.ru/tenders/tender/18460351,18460351,66.4,7647000.0,115165.66,"1 529 400,00 руб.","382 350,00 руб.","8029350,00",5.0%,"г. Москва, ул. Маршала Кожедуба, Дом 16 Корпус 1, Этаж № 1",77:04:0004029:8463,Люблино (28 мин),1,14.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,06.12.2021 20:00:00,03.02.2022 15:00:00,08.02.2022 10:00,10.02.2022 10:00,10.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382148,,55.6732065,37.7926063,page,false
https://investmoscow.ru/tenders/tender/18460371,18460371,98.8,7912000.0,80080.97,"1 582 400,00 руб.","395 600,00 руб.","14241600,00",80.0%,"Юго-Восточный административный округ, Некрасовка, Москва, ул. Вольская 2-я, Дом 3, Подвал №0",77:04:0006002:2799,Некрасовка (35 мин),"Подвал, 0",17.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,01.12.2021 21:00:00,10.02.2022 15:00:00,15.02.2022 10:00,17.02.2022 10:00,17.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382053,,55.687142,37.91971,page,false
https://investmoscow.ru/tenders/tender/18460413,18460413,15.1,1117000.0,73973.51,"223 400,00 руб.","55 850,00 руб.","2010600,00",80.0%,"Юго-Западный административный округ, Академический, город Москва, проспект 60-летия Октября, дом 31/18, корпус 3, Подвал № 0",77:06:0002008:5124,Академическая (2 мин),Подвал,8.0,,Вход через подъезд,Открытый аукцион в электронной форме,2022,Завершено,08.12.2021 20:00:00,09.02.2022 15:00:00,14.02.2022 10:00,16.02.2022 10:00,16.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382827,,55.688019,37.577071,page,false
https://investmoscow.ru/tenders/tender/18460459,18460459,335.0,55793000.0,166546.27,"11 158 600,00 руб.","2 789 650,00 руб.",,,"г. Москва, ул. Дубининская, Дом 40, Этаж № 3, Этаж № 1, Этаж № 2",77:01:0006042:1173,Серпуховская (9 мин),"1, 2, 3",9.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,06.12.2021 20:00:00,03.02.2022 15:00:00,08.02.2022 10:00,10.02.2022 10:00,10.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382230,,55.725056,37.6352027,missing,false
https://investmoscow.ru/tenders/tender/18460585,18460585,194.1,19293000.0,99397.22,"3 858 600,00 руб.","964 650,00 руб.","19293000,00",0.0%,"Северо-Восточный административный округ, Ярославский, город Москва, Югорский проезд, дом 6, Этаж №1",77:02:0013003:2662,Бабушкинская (46 мин),1,14.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,08.12.2021 20:00:00,09.02.2022 15:00:00,14.02.2022 10:00,16.02.2022 10:00,16.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382571,,55.876774,37.709465,page,false
https://investmoscow.ru/tenders/tender/18460595,18460595,102.3,8186000.0,80019.55,"1 637 200,00 руб.","409 300,00 руб.","17190600,00",110.0%,"г. Москва, ул. Фадеева, Дом 6  Строение 1, Подвал № 0",77:01:0004010:3495,Новослободская (7 мин),"Подвал, 0",7.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,06.12.2021 20:00:00,03.02.2022 15:00:00,08.02.2022 10:00,10.02.2022 10:00,10.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382232,,55.7755226,37.598592,page,false
https://investmoscow.ru/tenders/tender/18460639,18460639,173.0,18693000.0,108052.02,"3 738 600,00 руб.","934 650,00 руб.","22431600,00",20.0%,"Юго-Восточный административный округ, Рязанский, Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, улица Михайлова, дом 41, Этаж № 1",77:04:0002007:13441,Окская (6 мин),1,5.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,07.07.2022 20:00:00,09.08.2022 15:00:00,11.08.2022 10:00,16.08.2022 10:00,16.08.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/399406,,55.72326,37.781274,page,false
https://investmoscow.ru/tenders/tender/18460713,18460713,59.7,7407000.0,124070.35,"1 481 400,00 руб.","370 350,00 руб.","11480850,00",55.0%,"г. Москва, ул. Сельскохозяйственная, Дом 13 Корпус 3, Этаж № 1",77:02:0018009:2931,Улица Сергея Эйзенштейна (10 мин),1,5.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,06.12.2021 20:00:00,03.02.2022 15:00:00,08.02.2022 10:00,10.02.2022 10:00,10.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382221,,55.8351654,37.6418723,page,false
https://investmoscow.ru/tenders/tender/18460773,18460773,163.6,21457000.0,131155.26,"4 291 400,00 руб.","1 072 850,00 руб.",,,"г. Москва, б-р. Филёвский, Дом 1, Этаж № 1",77:07:0002002:6956,Филёвский парк (48 мин),1,12.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,06.12.2021 20:00:00,03.02.2022 15:00:00,08.02.2022 10:00,10.02.2022 10:00,10.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382233,,55.7645711,37.4944095,missing,false
https://investmoscow.ru/tenders/tender/18460870,18460870,52.6,3093000.0,58802.28,"618 600,00 руб.","154 650,00 руб.","5103450,00",65.0%,"г.МОСКВА, ЗЕЛЕНОГРАД, дом корп. 601А, Цокольный этаж № 0",77:10:0000000:3393,Ховрино (162 мин),"Цоколь, 0",2.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,26.11.2021 20:00:00,25.01.2022 15:00:00,27.01.2022 10:00,01.02.2022 10:00,01.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381540,,55.789063,37.394418,page,false
https://investmoscow.ru/tenders/tender/18461811,18461811,157.4,8475000.0,53843.71,"1 695 000,00 руб.","423 750,00 руб.","11441250,00",35.0%,"г. Москва, ул. Нижние Поля, Дом 29  Строение 2, Этаж № 1",77:04:0004018:5109,Братиславская (19 мин),1,1.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,08.12.2021 20:00:00,07.02.2022 15:00:00,09.02.2022 10:00,14.02.2022 10:00,14.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382824,,55.6569214,37.7309093,page,false
https://investmoscow.ru/tenders/tender/18466988,18466988,169.8,8631000.0,50830.39,"1 726 200,00 руб.","431 550,00 руб.",,,"Северный административный округ, Головинский, город Москва, Пулковская улица, дом 3, корпус 3, Подвал №0",77:09:0001020:2318,Водный стадион (7 мин),Подвал,5.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,16.11.2021 20:00:00,01.02.2022 15:00:00,03.02.2022 10:00,08.02.2022 10:00,08.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/380133,,55.8449704,37.4814571,missing,false
https://investmoscow.ru/tenders/tender/18467014,18467014,215.8,25334488.4,117398.0,"5 066 897,68 руб.","1 266 724,42 руб.",,,"г. Москва, ул. 800-летия Москвы, Дом 10, Этаж № 1",77:09:0002028:16189,Селигерская (17 мин),1,16.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,15.11.2021 20:00:00,20.01.2022 15:00:00,25.01.2022 10:00,27.01.2022 10:00,27.01.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/379978,,55.8768322,37.5416684,missing,false
https://investmoscow.ru/tenders/tender/18467095,18467095,575.1,54708000.0,95127.8,"10 941 600,00 руб.","2 735 400,00 руб.",,,"Центральный административный округ, Басманный, Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Земляной Вал, дом 25, Подвал №0",77:01:0003004:1769,Курская (7 мин),Подвал,9.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,16.11.2021 20:00:00,01.02.2022 15:00:00,03.02.2022 10:00,08.02.2022 10:00,08.02.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/380121,,55.759734,37.658185,missing,false
https://investmoscow.ru/tenders/tender/18467124,18467124,47.2,9731412.8,206174.0,"1 946 282,56 руб.","486 570,64 руб.",,,"г.Москва, пер.Карманицкий, д.3А, стр.4, Подвал № 0",77:01:0001060:2215,Смоленская (3 мин),0,5.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,15.11.2021 20:00:00,20.01.2022 15:00:00,25.01.2022 10:00,27.01.2022 10:00,27.01.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/379981,,55.748701,37.5857,missing,false
https://investmoscow.ru/tenders/tender/18469264,18469264,99.3,6373000.0,64179.25,"1 274 600,00 руб.","318 650,00 руб.",,,"г. Москва, проезд. Рижский, Дом 11, Подвал № 0",77:02:0023019:2023,ВДНХ (18 мин),"Подвал, 0",8.0,,nsi:1032:9001302,Открытый аукцион в электронной форме,2022,Завершено,19.11.2021 20:00:00,24.01.2022 15:00:00,26.01.2022 10:00,31.01.2022 10:00,31.01.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/380584,,55.8164697,37.6626231,missing,false
https://investmoscow.ru/tenders/tender/18469386,18469386,287.8,37848290.2,131509.0,"7 569 658,04 руб.","1 892 414,51 руб.",,,"г. Москва, проезд. Шмитовский, Дом 1, Подвал №0",77:01:0004044:1828,Улица 1905 года (9 мин),Подвал,6.0,,Отдельный,Открытый аукцион в электронной форме,2022,Завершено,24.11.2021 20:00:00,24.01.2022 15:00:00,26.01.2022 10:00,31.01.2022 10:00,31.01.2022 17:00,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381228,,55.7586175,37.5571914,missing,false
