url,номер_лота,platformLink,ссылка_на_протокол,год_торгов,форма_проведения,статус,адрес,метро,кадастровый_номер,latitude,longitude,площадь_м²,этаж,этажность,функциональное_назначение,тип_входа,начальная_цена_руб,итоговая_цена_руб,превышение_цены_%,цена_за_м²,размер_задатка_руб,шаг_аукциона_руб,дата_начала_приёма,дата_окончания_приёма,дата_отбора_участников,дата_проведения_торгов,дата_подведения_итогов,address_norm,match_before_snapshot_label,match_after_snapshot_label,match_before_company_count,match_after_company_count,match_new_company_count,match_after_days,match_time_window,likely_company,likely_usage,match_confidence,company_candidates_preview,usage_candidates_preview
https://investmoscow.ru/tenders/tender/18335545,18335545,https://178fz.roseltorg.ru/#com/procedure/view/procedure/385152,,2022,Открытый аукцион в электронной форме,Завершено,"г. Москва, ул. Сухонская, Дом 11, Этаж №1, Этаж №1",Медведково (13 мин),77:02:0004008:4809,55.8783089,37.6537862,107.8,1,16.0,,nsi:1032:9001302,11484000.0,12058200.0,5.0%,106530.61,"2 296 800,00 руб.","574 200,00 руб.",29.12.2021 20:00:00,15.02.2022 15:00:00,17.02.2022 10:00,22.02.2022 10:00,22.02.2022 17:00,улица сухонская 11,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18337692,18337692,https://178fz.roseltorg.ru/#com/procedure/view/procedure/379384,,2022,Открытый аукцион в электронной форме,Завершено,"Южный административный округ, Бирюлево Восточное, Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Загорьевский проезд, дом 9, корпус 1, Этаж № 1",Царицыно (75 мин),77:05:0010004:30563,55.5740394,37.6689853,17.8,1,1.0,,Вход через подъезд,2671000.0,4807800.0,80.0%,150056.18,"534 200,00 руб.","133 550,00 руб.",09.11.2021 20:00:00,04.02.2022 15:00:00,09.02.2022 10:00,11.02.2022 10:00,11.02.2022 17:00,загорьевский проезд 9 корп 1,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18351262,18351262,https://178fz.roseltorg.ru/#com/procedure/view/procedure/380724,,2022,Публичное предложение,Завершено,"Восточный административный округ, Соколиная гора, город Москва, Лечебная улица, дом 1/36, Подвал № 0",Измайлово (9 мин),77:03:0003019:7641,55.790385,37.733051,492.8,Подвал,5.0,,Вход через места общего пользования,17990000.0,16191000.0,,36505.68,"3 598 000,00 руб.","449 750,00 руб.",19.11.2021 21:00:00,11.01.2022 15:00:00,18.01.2022 10:00,20.01.2022 10:00,20.01.2022 17:00,лечебная улица 1/36,2022-12,2023-12,,1,1,,,,,,,
https://investmoscow.ru/tenders/tender/18356371,18356371,https://178fz.roseltorg.ru/#com/procedure/view/procedure/384668,,2022,Открытый аукцион в электронной форме,Завершено,"Восточный административный округ, Соколиная гора, город Москва, 5-я улица Соколиной Горы, дом 16, корпус 2, подвал № 0",Шоссе Энтузиастов (10 мин),77:03:0004007:11891,55.7633769,37.7389236,159.7,Подвал,5.0,,Вход через места общего пользования,5425000.0,5967500.0,10.0%,33969.94,"1 085 000,00 руб.","271 250,00 руб.",23.12.2021 20:00:00,03.02.2022 15:00:00,10.02.2022 10:00,14.02.2022 10:00,14.02.2022 17:00,5 я улица соколиной горы 16 корп 2,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18359098,18359098,https://178fz.roseltorg.ru/#com/procedure/view/procedure/384053,,2022,Открытый аукцион в электронной форме,Завершено,"Северо-Западный административный округ, Покровское-Стрешнево, город Москва, Большая Набережная улица, дом 15, Этаж № 1",Тушинская (18 мин),77:08:0000000:3055,55.830675,37.457378,41.8,1,7.0,,Отдельный,2369000.0,6396300.0,170.0%,56674.64,"473 800,00 руб.","118 450,00 руб.",22.12.2021 20:00:00,02.02.2022 15:00:00,09.02.2022 10:00,11.02.2022 10:00,11.02.2022 17:00,большая набережная улица 15,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18360372,18360372,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381513,,2022,Публичное предложение,Завершено,"Юго-Западный административный округ, Академический, город Москва, улица Ивана Бабушкина, дом 15, корпус 1-2, Подвал № 0",Академическая (10 мин),77:06:0003003:4107,55.685184,37.562495,232.1,Подвал,5.0,,Вход через места общего пользования,10251000.0,11532375.0,,44166.31,"2 050 200,00 руб.","256 275,00 руб.",26.11.2021 20:00:00,18.01.2022 15:00:00,25.01.2022 10:00,27.01.2022 10:00,27.01.2022 17:00,улица ивана бабушкина 15 корп 1 2,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18419721,18419721,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382242,,2022,Открытый аукцион в электронной форме,Завершено,"г. Москва, ул. Салтыковская, Дом 5 Корпус 1, Этаж № 1",Новокосино (19 мин),77:03:0009004:15519,55.7319608,37.8602749,85.4,1,6.0,,nsi:1032:9001302,6702000.0,11728500.0,75.0%,78477.75,"1 340 400,00 руб.","335 100,00 руб.",03.12.2021 20:00:00,01.02.2022 15:00:00,03.02.2022 10:00,08.02.2022 10:00,08.02.2022 17:00,улица салтыковская 5 корп 1,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18419939,18419939,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382136,,2022,Открытый аукцион в электронной форме,Завершено,"Московская область, г. Подольск, Ул. 43-й Армии, д. 23а, 1 этаж",Аннино (256 мин),50:55:0000000:78216,55.418608,37.497468,178.3,1,18.0,,Отдельный,11839000.0,13614850.0,15.0%,66399.33,"2 367 800,00 руб.","591 950,00 руб.",03.12.2021 20:00:00,31.01.2022 15:00:00,02.02.2022 10:00,07.02.2022 10:00,07.02.2022 17:00,улица 43 й армии 23а 1,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18421800,18421800,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382080,,2022,Открытый аукцион в электронной форме,Завершено,"Южный административный округ, Даниловский, город Москва, 2-й Автозаводский проезд, дом 2, Помещение 8Н",Автозаводская (3 мин),77:05:0002003:4293,55.7062768,37.6584631,84.2,1,6.0,,Отдельный,9434020.6,9434020.6,0.0%,112043.0,"1 886 804,12 руб.","471 701,03 руб.",03.12.2021 20:00:00,31.01.2022 15:00:00,02.02.2022 10:00,07.02.2022 10:00,07.02.2022 17:00,2 й автозаводский проезд 2,2022-01,2022-05,,2,2,113,gap_snapshot_2022-05,"Семейные традиции, кофейня-пекарня | Магазин табачной продукции","Общественное питание -> Быстрое питание, Точки кофе | Продукты питания -> Табачные изделия / Товары для курения, Электронные сигареты",medium,"Семейные традиции, кофейня-пекарня | Магазин табачной продукции","Общественное питание -> Быстрое питание, Точки кофе | Продукты питания -> Табачные изделия / Товары для курения, Электронные сигареты"
https://investmoscow.ru/tenders/tender/18453571,18453571,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382246,,2022,Открытый аукцион в электронной форме,Завершено,"г. Москва, ш. Дмитровское, Дом 165Е Корпус 1, Этаж №1",Алтуфьево (58 мин),77:02:0025016:1593,55.924815,37.543695,67.2,,,,,7527019.0,12419581.35,65.0%,112009.21,"1 505 403,80 руб.","376 350,95 руб.",07.12.2021 20:00:00,07.02.2022 15:00:00,09.02.2022 10:00,14.02.2022 10:00,14.02.2022 17:00,шоссе дмитровское 165е корп 1,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18457393,18457393,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382442,,2022,Открытый аукцион в электронной форме,Завершено,"Центральный административный округ, Тверской, Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 3-я Тверская-Ямская улица, дом 3, строение 2, Цокольный этаж № 0, Цокольный этаж № 0",Маяковская (3 мин),77:01:0004011:6183,55.771116,37.597059,18.8,Цоколь,3.0,,Вход через подъезд,2405000.0,2405000.0,0.0%,127925.53,"481 000,00 руб.","120 250,00 руб.",06.12.2021 20:00:00,03.02.2022 15:00:00,08.02.2022 10:00,10.02.2022 10:00,,3 я тверская ямская улица 3 стр 2 цокольный,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18459539,18459539,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382572,,2022,Открытый аукцион в электронной форме,Завершено,"Западный административный округ, Можайский, город Москва, улица Багрицкого, дом 61, Подвал № 0, Этаж № 1",Кунцевская (21 мин),77:07:0008003:10331,55.7157588,37.4379639,463.8,"Подвал, 1",5.0,,Отдельный,38479000.0,38479000.0,0.0%,82964.64,"7 695 800,00 руб.","1 923 950,00 руб.",08.12.2021 20:00:00,09.02.2022 15:00:00,14.02.2022 10:00,16.02.2022 10:00,16.02.2022 17:00,улица багрицкого 61,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18460267,18460267,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382826,,2022,Открытый аукцион в электронной форме,Завершено,"Северный административный округ, Войковский, город Москва, 6-й Новоподмосковный переулок, дом 3, Этаж № 1",Войковская (14 мин),77:09:0003016:4418,55.8230807,37.511493,97.4,1,16.0,,Отдельный,11477000.0,16641650.0,45.0%,117833.68,"2 295 400,00 руб.","573 850,00 руб.",08.12.2021 20:00:00,09.02.2022 15:00:00,14.02.2022 10:00,16.02.2022 10:00,16.02.2022 17:00,6 й новоподмосковный переулок 3,2022-08,2022-12,,1,1,318,gap_snapshot_2022-12,"Физкультура и спорт, журнал",СМИ -> Журналы,medium,"Физкультура и спорт, журнал",СМИ -> Журналы
https://investmoscow.ru/tenders/tender/18460351,18460351,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382148,,2022,Открытый аукцион в электронной форме,Завершено,"г. Москва, ул. Маршала Кожедуба, Дом 16 Корпус 1, Этаж № 1",Люблино (28 мин),77:04:0004029:8463,55.6732065,37.7926063,66.4,1,14.0,,nsi:1032:9001302,7647000.0,8029350.0,5.0%,115165.66,"1 529 400,00 руб.","382 350,00 руб.",06.12.2021 20:00:00,03.02.2022 15:00:00,08.02.2022 10:00,10.02.2022 10:00,10.02.2022 17:00,улица маршала кожедуба 16 корп 1,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18460371,18460371,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382053,,2022,Открытый аукцион в электронной форме,Завершено,"Юго-Восточный административный округ, Некрасовка, Москва, ул. Вольская 2-я, Дом 3, Подвал №0",Некрасовка (35 мин),77:04:0006002:2799,55.687142,37.91971,98.8,"Подвал, 0",17.0,,Отдельный,7912000.0,14241600.0,80.0%,80080.97,"1 582 400,00 руб.","395 600,00 руб.",01.12.2021 21:00:00,10.02.2022 15:00:00,15.02.2022 10:00,17.02.2022 10:00,17.02.2022 17:00,улица вольская 2 я 3,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18460413,18460413,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382827,,2022,Открытый аукцион в электронной форме,Завершено,"Юго-Западный административный округ, Академический, город Москва, проспект 60-летия Октября, дом 31/18, корпус 3, Подвал № 0",Академическая (2 мин),77:06:0002008:5124,55.688019,37.577071,15.1,Подвал,8.0,,Вход через подъезд,1117000.0,2010600.0,80.0%,73973.51,"223 400,00 руб.","55 850,00 руб.",08.12.2021 20:00:00,09.02.2022 15:00:00,14.02.2022 10:00,16.02.2022 10:00,16.02.2022 17:00,проспект 60 летия октября 31/18 корп 3,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18460585,18460585,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382571,,2022,Открытый аукцион в электронной форме,Завершено,"Северо-Восточный административный округ, Ярославский, город Москва, Югорский проезд, дом 6, Этаж №1",Бабушкинская (46 мин),77:02:0013003:2662,55.876774,37.709465,194.1,1,14.0,,Отдельный,19293000.0,19293000.0,0.0%,99397.22,"3 858 600,00 руб.","964 650,00 руб.",08.12.2021 20:00:00,09.02.2022 15:00:00,14.02.2022 10:00,16.02.2022 10:00,16.02.2022 17:00,югорский проезд 6,2023-12,2024-05,,2,2,835,gap_snapshot_2024-05,"Ozon, пункт выдачи товара | Полюса, офис","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Наружная реклама, Рекламные услуги -> Дизайн рекламы, Изготовление рекламных конструкций, Размещение наружной рекламы",medium,"Ozon, пункт выдачи товара | Полюса, офис","Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов | Наружная реклама, Рекламные услуги -> Дизайн рекламы, Изготовление рекламных конструкций, Размещение наружной рекламы"
https://investmoscow.ru/tenders/tender/18460595,18460595,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382232,,2022,Открытый аукцион в электронной форме,Завершено,"г. Москва, ул. Фадеева, Дом 6  Строение 1, Подвал № 0",Новослободская (7 мин),77:01:0004010:3495,55.7755226,37.598592,102.3,"Подвал, 0",7.0,,nsi:1032:9001302,8186000.0,17190600.0,110.0%,80019.55,"1 637 200,00 руб.","409 300,00 руб.",06.12.2021 20:00:00,03.02.2022 15:00:00,08.02.2022 10:00,10.02.2022 10:00,10.02.2022 17:00,улица фадеева 6 стр 1,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18460639,18460639,https://178fz.roseltorg.ru/#com/procedure/view/procedure/399406,,2022,Открытый аукцион в электронной форме,Завершено,"Юго-Восточный административный округ, Рязанский, Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, улица Михайлова, дом 41, Этаж № 1",Окская (6 мин),77:04:0002007:13441,55.72326,37.781274,173.0,1,5.0,,Отдельный,18693000.0,22431600.0,20.0%,108052.02,"3 738 600,00 руб.","934 650,00 руб.",07.07.2022 20:00:00,09.08.2022 15:00:00,11.08.2022 10:00,16.08.2022 10:00,16.08.2022 17:00,улица михайлова 41,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18460713,18460713,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382221,,2022,Открытый аукцион в электронной форме,Завершено,"г. Москва, ул. Сельскохозяйственная, Дом 13 Корпус 3, Этаж № 1",Улица Сергея Эйзенштейна (10 мин),77:02:0018009:2931,55.8351654,37.6418723,59.7,1,5.0,,nsi:1032:9001302,7407000.0,11480850.0,55.0%,124070.35,"1 481 400,00 руб.","370 350,00 руб.",06.12.2021 20:00:00,03.02.2022 15:00:00,08.02.2022 10:00,10.02.2022 10:00,10.02.2022 17:00,улица сельскохозяйственная 13 корп 3,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18460870,18460870,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381540,,2022,Открытый аукцион в электронной форме,Завершено,"г.МОСКВА, ЗЕЛЕНОГРАД, дом корп. 601А, Цокольный этаж № 0",Ховрино (162 мин),77:10:0000000:3393,55.789063,37.394418,52.6,"Цоколь, 0",2.0,,nsi:1032:9001302,3093000.0,5103450.0,65.0%,58802.28,"618 600,00 руб.","154 650,00 руб.",26.11.2021 20:00:00,25.01.2022 15:00:00,27.01.2022 10:00,01.02.2022 10:00,01.02.2022 17:00,зеленоград корп 601а цокольный,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18461811,18461811,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382824,,2022,Открытый аукцион в электронной форме,Завершено,"г. Москва, ул. Нижние Поля, Дом 29  Строение 2, Этаж № 1",Братиславская (19 мин),77:04:0004018:5109,55.6569214,37.7309093,157.4,1,1.0,,nsi:1032:9001302,8475000.0,11441250.0,35.0%,53843.71,"1 695 000,00 руб.","423 750,00 руб.",08.12.2021 20:00:00,07.02.2022 15:00:00,09.02.2022 10:00,14.02.2022 10:00,14.02.2022 17:00,улица нижние поля 29 стр 2,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18479205,18479205,https://178fz.roseltorg.ru/#com/procedure/view/procedure/380726,,2022,Публичное предложение,Завершено,"Центральный административный округ, Таганский, Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Николоямская улица, дом 26, строение 1, Этаж № 2",Таганская (6 мин),77:01:0002027:1634,55.7469041,37.6541903,20.3,2,3.0,,Вход через подъезд,3952000.0,5631600.0,,194679.8,"790 400,00 руб.","98 800,00 руб.",19.11.2021 21:00:00,11.01.2022 15:00:00,18.01.2022 10:00,20.01.2022 10:00,20.01.2022 17:00,николоямская улица 26 стр 1,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18482318,18482318,https://178fz.roseltorg.ru/#com/procedure/view/procedure/380987,,2022,Без объявления цены,Завершено,"Юго-Восточный административный округ, Капотня, Российская Федерация, город Москва, внутригородская территория муниципальный округ Капотня, 5-й квартал Капотня, дом 11, строение 2, Подвал № 0",Алма-Атинская (42 мин),77:04:0004021:11218,55.628375,37.79549,329.8,Подвал,1.0,,Отдельный,0.0,4977700.0,,,"882 900,00 руб.",,24.11.2021 20:00:00,11.01.2022 15:00:00,,,13.01.2022 10:00,5 й квартал капотня 11 стр 2,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18482658,18482658,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381094,,2022,Без объявления цены,Завершено,"Восточный административный округ, Измайлово, город Москва, Измайловский бульвар, дом 3, Подвал № 0",Первомайская (13 мин),77:03:0005008:7805,55.7976401,37.7839071,284.3,Подвал,5.0,,Отдельный,0.0,5550000.0,,,"1 177 700,00 руб.",,24.11.2021 20:00:00,11.01.2022 15:00:00,,,13.01.2022 10:00,измайловский бульвар 3,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18483745,18483745,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381115,,2022,Открытый конкурс в электронной форме,Завершено,"Северо-Восточный административный округ, Алексеевский, город Москва, проспект Мира, дом 124, корпус 1, Цокольный этаж № 0",ВДНХ (6 мин),77:02:0023001:4941,55.816383,37.640789,67.2,Цоколь,5.0,,Вход через места общего пользования,5319000.0,10000001.0,88.0%,79151.79,"1 063 800,00 руб.",,26.11.2021 20:00:00,12.01.2022 15:00:00,19.01.2022 10:00,21.01.2022 09:00,21.01.2022 09:15,проспект мира 124 корп 1 цокольный,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18483889,18483889,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381334,,2022,Публичное предложение,Завершено,"Юго-Западный административный округ, Обручевский, город Москва, Профсоюзная улица, дом 64, корпус 2, Подвал № 3
пом. I м/м 65",Новые Черёмушки (8 мин),77:00:0000000:58868,55.665463,37.547698,13.8,Подвал,40.0,,Вход через места общего пользования,1217457.0,760910.6,,88221.52,"243 491,40 руб.","30 436,42 руб.",26.11.2021 20:00:00,13.01.2022 15:00:00,20.01.2022 10:00,24.01.2022 10:00,24.01.2022 17:00,профсоюзная улица 64 корп 2 подвал 3 помещение i м/м 65,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18485079,18485079,https://178fz.roseltorg.ru/#com/procedure/view/procedure/383298,,2022,Открытый аукцион в электронной форме,Завершено,"Южный административный округ, Нагорный, город Москва, Чонгарский бульвар, дом 16, корпус 3, Этаж № 1",Севастопольская (11 мин),77:05:0003005:18190,55.6546781,37.6086977,14.2,1,9.0,,nsi:1032:1032004,1877000.0,5818700.0,210.0%,132183.1,"375 400,00 руб.","93 850,00 руб.",14.12.2021 20:00:00,07.02.2022 15:00:00,09.02.2022 10:00,14.02.2022 10:00,14.02.2022 17:00,чонгарский бульвар 16 корп 3,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18485247,18485247,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381279,,2022,Без объявления цены,Завершено,"Западный административный округ, Раменки, Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мичуринский проспект, дом 31, корпус 7, Подвал № 2",Раменки (3 мин),77:07:0013004:18259,55.6957313,37.4983072,150.5,-2,3.0,,Вход через места общего пользования,0.0,1700000.0,,,"588 700,00 руб.",,26.11.2021 20:00:00,11.01.2022 15:00:00,,,13.01.2022 10:00,мичуринский проспект 31 корп 7,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18486140,18486140,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381402,,2022,Без объявления цены,Завершено,"Центральный административный округ, Басманный, город Москва, Малый Демидовский переулок, дом 3, Подвал № 0",Курская (6 мин),77:01:0003007:3425,55.7640138,37.6647569,290.0,Подвал,8.0,,Вход через места общего пользования,0.0,7778000.0,,,"2 174 300,00 руб.",,26.11.2021 20:00:00,11.01.2022 15:00:00,,,13.01.2022 10:00,малый демидовский переулок 3,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18486174,18486174,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381746,,2022,Открытый аукцион в электронной форме,Завершено,"Восточный административный округ, Ивановское, город Москва, Челябинская улица, дом 17, Этаж № 1",Первомайская (36 мин),77:03:0005024:15235,55.778013,37.8290256,139.2,1,14.0,,Отдельный,15746000.0,20469800.0,30.0%,113117.82,"3 149 200,00 руб.","787 300,00 руб.",30.11.2021 20:00:00,17.01.2022 15:00:00,24.01.2022 10:00,26.01.2022 10:00,26.01.2022 17:00,челябинская улица 17,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18486305,18486305,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381637,,2022,Открытый аукцион в электронной форме,Завершено,"Центральный административный округ, Красносельский, бульв.Сретенский, дом 6/1, строение 1, чердак, помещение IIa, комнаты 1-4, 4а, 5-8, 8а",Сретенский бульвар (3 мин),77:01:0001086:3349,55.766113,37.633204,107.3,Чердак,5.0,,nsi:1032:1032004,13350648.0,31374022.8,135.0%,124423.56,"6 675 324,00 руб.","667 532,40 руб.",30.11.2021 20:00:00,13.01.2022 15:00:00,18.01.2022 10:00,20.01.2022 10:00,20.01.2022 17:00,красносельский бульв сретенский 6/1 стр 1,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18486346,18486346,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381748,,2022,Открытый аукцион в электронной форме,Завершено,"Северо-Западный административный округ, Северное Тушино, город Москва, улица Героев Панфиловцев, дом 12, корпус 1, Этаж № 1",Планерная (7 мин),77:08:0003003:10301,55.858744,37.429585,199.4,1,9.0,,Отдельный,29206000.0,45269300.0,55.0%,146469.41,"5 841 200,00 руб.","1 460 300,00 руб.",30.11.2021 20:00:00,17.01.2022 15:00:00,24.01.2022 10:00,26.01.2022 10:00,26.01.2022 17:00,улица героев панфиловцев 12 корп 1,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18486825,18486825,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381406,,2022,Без объявления цены,Завершено,"Южный административный округ, Даниловский, город Москва, Павелецкая набережная, дом 10, корпус 2, подвал № 0",Тульская (23 мин),77:01:0006042:1264,55.711439,37.644496,303.4,Подвал,5.0,,Отдельный,0.0,8250000.0,,,"1 985 600,00 руб.",,26.11.2021 20:00:00,11.01.2022 15:00:00,,,13.01.2022 10:00,павелецкая набережная 10 корп 2,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18486955,18486955,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381771,,2022,Публичное предложение,Завершено,"Центральный административный округ, Хамовники, город Москва, улица Ефремова, дом 18, Подвал № 0",Спортивная (4 мин),77:01:0005010:3004,55.722654,37.569306,78.8,Подвал,6.0,,Вход через места общего пользования,6212000.0,3882500.0,,78832.49,"1 242 400,00 руб.","155 300,00 руб.",30.11.2021 20:00:00,17.01.2022 15:00:00,24.01.2022 10:00,26.01.2022 10:00,26.01.2022 17:00,улица ефремова 18,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18487639,18487639,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381758,,2022,Открытый аукцион в электронной форме,Завершено,"Северо-Западный административный округ, Хорошево-Мневники, город Москва, Карамышевская набережная, дом 20, корпус 1, этаж № 1",Народное Ополчение (11 мин),77:08:0010012:5990,55.769602,37.479529,48.2,1,17.0,,Вход через подъезд,7239000.0,11220450.0,55.0%,150186.72,"1 447 800,00 руб.","361 950,00 руб.",30.11.2021 20:00:00,17.01.2022 15:00:00,24.01.2022 10:00,26.01.2022 10:00,26.01.2022 17:00,карамышевская набережная 20 корп 1,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18489764,18489764,https://178fz.roseltorg.ru/#com/procedure/view/procedure/381759,,2022,Открытый аукцион в электронной форме,Завершено,"Северо-Западный административный округ, Хорошево-Мневники, город Москва, Новохорошёвский проезд, дом 20, этаж № подвал",Народное Ополчение (9 мин),77:08:0010004:10267,55.778428,37.493352,120.2,Подвал,5.0,,Вход через места общего пользования,8527000.0,8527000.0,0.0%,70940.1,"1 705 400,00 руб.","426 350,00 руб.",30.11.2021 20:00:00,17.01.2022 15:00:00,24.01.2022 10:00,26.01.2022 10:00,26.01.2022 17:00,новохорошевский проезд 20,2022-01,2022-05,,2,2,125,gap_snapshot_2022-05,"OZON | Wildberries, интернет-магазин",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов,medium,"OZON | Wildberries, интернет-магазин",Грузоперевозки / Транспортные услуги -> Пункты выдачи интернет-заказов
https://investmoscow.ru/tenders/tender/18493038,18493038,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382007,,2022,Открытый аукцион в электронной форме,Завершено,"г. Москва, пр-кт. Комсомольский, Дом 25 Корпус 3, Подвал №0",,77:01:0005016:3413,55.7261491,37.5830285,76.4,,,,,15559318.4,15559318.4,0.0%,203656.0,"3 111 863,68 руб.","777 965,92 руб.",03.12.2021 20:00:00,10.02.2022 15:00:00,15.02.2022 10:00,17.02.2022 10:00,17.02.2022 17:00,проспект комсомольский 25 корп 3,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18493146,18493146,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382075,,2022,Открытый аукцион в электронной форме,Завершено,"г. Москва, ул. Николоямская, Дом 45  Строение 2, Этаж № 1",Таганская (12 мин),77:01:0002027:1597,55.7475553,37.6633084,337.8,1,6.0,,nsi:1032:9001302,39558900.0,57360405.0,45.0%,117107.46,"7 911 780,00 руб.","1 977 945,00 руб.",03.12.2021 20:00:00,31.01.2022 15:00:00,02.02.2022 10:00,07.02.2022 10:00,07.02.2022 17:00,улица николоямская 45 стр 2,,,,,,,,,,,,
https://investmoscow.ru/tenders/tender/18493822,18493822,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382240,,2022,Открытый аукцион в электронной форме,Завершено,"г. Москва, ул. Мещерякова, Дом 7, Подвал № 0",Тушинская (14 мин),77:08:0006003:2352,55.8321896,37.4502605,74.1,"Подвал, 0",5.0,,nsi:1032:9001302,5540000.0,5540000.0,0.0%,74763.83,"1 108 000,00 руб.","277 000,00 руб.",03.12.2021 20:00:00,31.01.2022 15:00:00,02.02.2022 10:00,07.02.2022 10:00,07.02.2022 17:00,улица мещерякова 7,2022-08,2022-12,,1,1,327,gap_snapshot_2022-12,"Happy kids, студия",Услуги по организации праздников / досуга -> Организация и проведение праздников,high,"Happy kids, студия",Услуги по организации праздников / досуга -> Организация и проведение праздников
https://investmoscow.ru/tenders/tender/18495606,18495606,https://178fz.roseltorg.ru/#com/procedure/view/procedure/382263,,2022,Открытый аукцион в электронной форме,Завершено,"г. Москва, ул. Марьинский Парк, Дом 35, пом. XXIV",Люблино (27 мин),77:04:0004029:7445,55.6664411,37.7879688,69.7,,12.0,,,7963000.0,7963000.0,0.0%,114246.77,"1 592 600,00 руб.","398 150,00 руб.",07.12.2021 20:00:00,10.02.2022 15:00:00,15.02.2022 10:00,17.02.2022 10:00,17.02.2022 17:00,улица марьинский парк 35 помещение xxiv,,,,,,,,,,,,
