id,name,type,address,lat,lon
37850776,Школа № 25 имени Героя Российской Федерации А. С. Ситникова,school,,55.8240278,37.9583604
37850777,Школа №27,school,,55.830477,37.9677556
37870407,,school,Судостроительная улица,55.6821161,37.6877681
37882605,Школа №3,school,улица Мичурина,55.9045685,37.8476379
37908267,"""Школа здоровья"" №821",school,Светлогорский проезд,55.8455876,37.4014573
38298522,Цетр образования №1601,school,,55.792534,37.573236
38737995,спецшкола № 6,school,улица Екатерины Будановой,55.7298821,37.4332153
38738023,Школа № 808,school,улица Ивана Франко,55.7291773,37.4272583
38833544,,school,,55.9801148,37.182082
38833573,Школа № 367,school,,55.9731688,37.2025695
38833575,,school,,55.978713,37.1831166
38864911,Прогимназия №1584,school,Рублёвское шоссе,55.7449749,37.4301627
39226278,Школа №12,school,улица Побратимов,55.6928302,37.8985766
39304158,Лицей,school,,55.7475305,37.859946
39304160,Школа №6,school,,55.7492107,37.8563835
39393807,Школа № 489,school,Волжский бульвар,55.7176541,37.7368662
39393808,Школа № 841,school,Волжский бульвар,55.7173734,37.735468
39505342,Школа №597,school,Петрозаводская улица,55.8660083,37.4896871
39543743,"Школа № 1557 им. П. Капицы, корп. 529",school,,55.99008,37.25543
39543746,,school,Никольский проезд,55.9936973,37.2460245
39577161,Школа №918,school,улица Полбина,55.6702373,37.7224202
39580929,Школа №9,school,,56.0203427,37.4792159
39627110,ГБОУ Школа № 1256,school,Шоссейная улица,55.6894716,37.7288475
39627114,Школа №773,school,улица Полбина,55.6881679,37.7293032
39651120,Школа №1256 имени Героя Советского Союза И. С. Полбина (корпус 2),school,улица Полбина,55.6818471,37.7275647
39653819,Гимназия №14,school,бульвар Маршала Крылова,55.6876467,37.2936876
39894769,Центр образования №1465 имени адмирала Н.Г. Кузнецова,school,Брянская улица,55.7451143,37.5598952
39958817,Школа № 2101,school,Большая Филёвская улица,55.7415895,37.4777674
39959377,Гимназия №5 им. Героя Советского Союза Н.М. Власова,school,Октябрьский проспект,55.66629,37.9075021
40057245,Школа №1100,school,улица Академика Челомея,55.6628895,37.5317166
