_id,value,geo_lat,geo_lon
90c1e82e-dd47-4bc7-9848-1abbe6a36f92,"г Москва, ул 6-я Лазенки, д 10",55.66081,37.365918
1d28e757-0fc5-4cfd-b6a2-e0abab334ab9,"г Москва, ул Раменки, д 14 к 2",55.690598,37.488889
4f8eb90b-3cfd-4a49-a351-a3e7b1e1037d,"г Москва, ул Главмосстроя, д 6А",55.6524055,37.4112879
56cde246-8480-47c3-bd79-97fb282c6447,"г Москва, ул Главмосстроя, д 5",55.652832,37.406989
2eb24551-9d8d-480e-99ec-5e2c40ddec92,"г Москва, Мичуринский пр-кт, д 31 к 2",55.69514,37.49824
e28ef1ad-7c6d-460c-9f94-4e140471dd04,"г Москва, ул 50 лет Октября, д 19 к 2",55.653289,37.411957
3b2fd7be-e844-4672-9336-ca1e4bd0b317,"г Москва, ул Удальцова, д 52",55.685543,37.489562
8b6679bc-1881-4980-9972-732b2f7d356c,"г Москва, Боровский пр-д, д 8",55.654995,37.389652
cac31050-348d-44a7-a3b4-050496de6d86,"г Москва, ул Покрышкина, двлд 8",55.6658474,37.4708868
32d1db33-d574-4390-b979-f3c6e346265b,"г Москва, ул 6-я Лазенки, д 32",55.65817,37.358696
e9ecebfb-37e1-467a-9709-e69a857b7026,"г Москва, ул Лобачевского, д 100 к 1",55.685158,37.480516
0d44c9b9-081d-4f7b-a6af-ce1b84527a99,"г Москва, ул Мичуринский проспект.Олимпийская деревня, д 18",55.671883,37.461956
62c7998a-4c30-4ab9-a2f2-42919eecfd5c,"г Москва, ул Авиаторов, д 5 к 3",55.639664,37.397907
d5f18038-1eb7-4563-881c-8abe2726a352,"г Москва, ул Авиаторов, д 5 к 2",55.63931,37.399113
2002072c-9804-4da5-ada7-47bd4fcaec94,"г Москва, ул Производственная, д 10 к 1",55.644704,37.385861
369a9e8f-23e6-4ca3-8bdb-76644fc7c907,"г Москва, ул Производственная, д 4 к 3",55.648128,37.388358
443d4eb2-0911-4e97-ab5d-13e3ff2f8b1f,"г Москва, ул Производственная, д 1",55.650734,37.384172
d306acf4-8946-416d-a769-666206dd2465,"г Москва, ул Производственная, д 4",55.648407,37.38675
cd3b4970-c93c-47b1-8cf0-06edf168da10,"г Москва, Солнцевский пр-кт, д 5 к 2",55.649571,37.400135
efe301a8-b46c-4669-8a9e-4255643646e1,"г Москва, ул Авиаторов, д 14",55.645334,37.398051
86177289-b96a-4e59-9145-a7c42a5dd772,"г Москва, Солнцевский пр-кт, д 32",55.648311,37.411104
5f5494b7-25da-4383-9766-954cfcf9507b,"г Москва, ул Новопеределкинская, д 10 к 1",55.642174,37.369
7d5abb48-d935-4489-ba12-476344d5777e,"г Москва, ул Авиаторов, д 5 к 6",55.64109,37.39709
dd8b9b58-0d0d-4808-99d2-717eaa43c189,"г Москва, Солнцевский пр-кт, д 12",55.651029,37.403639
11bb5ac4-f6f5-410e-b8ef-bf7256322875,"г Москва, ул 50 лет Октября, д 5 к 2",55.64937,37.412785
2d1af786-37b8-43a3-913a-ba6ec6012643,"г Москва, ул Новопеределкинская, д 8",55.640375,37.369188
d46526a5-6040-4586-b8a2-0e0649c995cf,"г Москва, Боровское шоссе, д 29 к 1",55.644039,37.365388
