train_size,holdout_size,catboost_mae,catboost_rmse,catboost_r2,catboost_corr,knn_mae,knn_rmse,knn_r2,knn_corr,ensemble_mae,ensemble_rmse,ensemble_r2,ensemble_corr,mean_error,median_error,max_error
2236,248,13.249249496836955,29.01997581515089,-0.008599578810347452,0.19928978635462236,17.798790322580647,34.73462238078145,-0.4449401329587006,0.005991310558658632,16.072983870967743,32.68301509662858,-0.2792897470790423,0.026139519132575288,-1.394758064516129,0.0,194.5
